896,T0.7,T0.8
3.777222373109846,6.64781567907787,3.847872573248563
4.356821614027285,2.875129551690155,5.108394717432779
5.351438341732733,6.537327466754477,5.937683736208367
7.462760868396268,7.217774790613513,7.750741447643128
7.377107412978692,7.354396965620693,7.3772223455198205
11.04252731735299,10.853510502922378,11.451326562356185
6.682081577245242,6.41767052452145,6.4791092270504125
5.719453788745271,2.875129551690155,5.198887938145035
3.945361835709526,4.161713826150124,2.9447421864177903
2.1340565645548835,2.650896865013016,2.4505522388752183
6.95267567087344,7.42702499518885,7.357712407761936
6.4640085324019,6.38157729528082,6.78689949007841
6.421854381723968,6.1437118208118715,6.616784111607793
2.793193551827114,1.6379488583154955,2.9447421864177903
7.309355775937218,6.487256021142228,7.266497651823866
7.048139377019517,6.805964304712917,7.276922125306673
8.603988763263152,9.103759620334433,8.434703468300631
2.9595846507288517,4.39685741355359,3.731421765117163
6.477790576975894,5.536455591121388,6.405009427414273
6.012414969129594,6.1437118208118715,5.963727936145781
6.2397225630926485,4.53471025753819,6.2861948267091625
3.8637402043734568,2.650896865013016,4.05587983054342
5.873357915525383,5.324676047276037,6.5322886973528735
7.8861247838855295,7.238102381426646,7.879450204653945
7.246339136287318,7.892207656746451,7.255997305716442
0.0,0.0,1.081723604305354
7.270294094243686,7.911320963527596,6.696603425132438
3.108754376311148,2.650896865013016,2.9447421864177903
1.4301513955146576,0.0,1.692929958963774
7.384442664679167,6.936087217065171,7.015747033792463
3.8637402043734568,2.385282137693864,3.1401148593054975
9.030620176651588,8.550226464224027,8.728524195139206
7.171991069646698,7.5781895106633375,7.213214569786543
6.363661642594106,4.71955390134089,5.828534167019237
3.945361835709526,5.246561304449785,3.955621760874324
5.193367590653768,1.6379488583154955,4.320598421947695
8.441186150021288,7.529540210684472,8.773390567101867
5.934601945273793,4.830812807127612,5.403023629280852
7.020157623848049,6.363186317493559,7.743242844510597
4.356821614027285,0.0,3.604739428120841
1.824615078778005,2.650896865013016,0.0
6.751801715856779,5.398777628998076,7.287271814773184
2.1340565645548835,3.98053834928957,3.465852944286889
7.530448216847237,7.372899611410542,7.673941582272116
2.793193551827114,3.3930092982402096,2.4505522388752183
9.651610473144084,9.333670302335008,9.848880606236996
2.6050793803100993,2.0594748867359756,3.1401148593054975
1.824615078778005,2.0594748867359756,1.081723604305354
7.362324066183204,7.25814753122562,7.758201277212933
3.5868697456056577,0.0,3.604739428120841
8.63507046616257,9.000450072866588,8.92690383089087
6.1735171807784806,5.600661764733968,6.244311273730956
3.5868697456056577,0.0,2.9447421864177903
4.095934905275212,2.875129551690155,4.796884171909007
7.462760868396268,7.570194366375847,7.3772223455198205
6.477790576975894,6.736219514220266,6.442535014809602
9.697975475223368,10.214408343376457,9.57880527546278
6.012414969129594,6.487256021142228,5.615069586916494
5.438583893485182,5.805240594843878,5.710445808937475
7.084623657652109,7.248159770059032,7.524474121970149
6.763101066694691,7.165666284420922,7.064699951249005
8.097267029611665,7.853204188884733,8.32344704133511
7.462760868396268,8.06715005880161,7.088567286063514
5.381075613001941,4.660532175221,5.154350736278495
8.644265882828925,8.436085476858004,8.678290796389375
5.7874324012127625,4.71955390134089,6.497054407462844
6.1735171807784806,5.362202548592466,6.566682951147342
7.800979084746329,8.349982127473247,7.650081115695045
7.377107412978692,7.892207656746451,7.180273794158769
4.938197499381258,4.39685741355359,4.853700360322351
8.948870124543575,8.06715005880161,9.607998147308514
6.9722804556705,6.846248088414331,6.885563890964352
0.8854767201948464,0.0,1.692929958963774
1.4301513955146576,2.650896865013016,2.7187049314574803
2.6050793803100993,2.0594748867359756,3.465852944286889
5.873357915525383,6.537327466754477,5.364442063119361
4.232267354256176,4.322654555413567,4.320598421947695
7.230145295717194,7.1867360718698405,6.772237174073755
7.762087093083632,8.655995342222239,6.9258669050513735
4.97753173822037,5.536455591121388,5.108394717432779
1.4301513955146576,2.875129551690155,1.692929958963774
8.101724196181522,8.12287092530872,8.229967349130169
5.993351625606638,7.066848170512441,6.087331193886346
4.676598809853049,5.030488625837066,4.796884171909007
7.462760868396268,7.111604923014984,8.313354539753583
4.295888232083969,2.0594748867359756,2.1209125051964186
5.193367590653768,5.749688705337369,5.154350736278495
3.777222373109846,0.0,3.847872573248563
6.728934004170036,6.7218566275685205,6.2861948267091625
1.824615078778005,0.0,0.0
6.50496586674294,6.186180275763554,6.087331193886346
7.931899386787792,7.839965134900905,7.991294276652352
4.415285379732288,3.7732982502252463,4.149621034948442
5.258688447768312,4.467429729259378,5.011843170389213
9.751431855104965,9.4405944683737,9.902040625339316
4.723626755540068,4.53471025753819,4.611634412683991
4.415285379732288,2.385282137693864,4.961030935308618
5.2263976789316775,6.470171764954493,4.611634412683991
15.084203892791518,13.630469075059452,16.106448413139056
1.824615078778005,0.0,2.4505522388752183
11.310462475989878,9.808297648648637,11.83365257144616
6.796477642262216,7.326190309514525,6.366481645303116
6.271719731796064,6.792282477052913,7.157887864343914
10.05590002825956,9.021125890093392,10.746744633480626
8.24561384234161,8.187013889648744,8.430040518110095
8.132544648495301,7.176239641921969,8.638423309004189
4.769169988050185,4.7762556076837335,4.853700360322351
1.4301513955146576,3.0691532897951093,3.604739428120841
8.427048209116759,7.409207875173776,8.92026914630979
7.111393859440958,7.032345185026882,6.78689949007841
4.232267354256176,4.39685741355359,3.1401148593054975
6.785437691159334,6.64781567907787,7.064699951249005
5.873357915525383,5.858732499493456,5.011843170389213
5.0531221375566435,5.469258332001234,5.108394717432779
7.946840432377151,8.35464430522652,7.515698343040293
5.466500628076533,5.910311749663849,5.884140942768414
6.785437691159334,6.764523303536903,6.442535014809602
1.4301513955146576,2.385282137693864,2.4505522388752183
8.253647130977555,8.06715005880161,8.118461929616256
8.434134497900995,8.026824048945274,8.739872274083622
5.765126878455747,6.399736779148259,5.79990582984467
7.483402591881731,7.400216115201566,7.567569707252672
10.623849312004152,11.131978249415376,10.841090077063155
7.656981568387294,6.692694629514694,7.933164162736947
3.243935543900742,0.0,1.692929958963774
6.8290994825921985,7.372899611410542,6.939054867060317
6.942772461333092,6.054829852279387,6.757424311519615
6.287456070508915,6.306563451248366,6.244311273730956
4.47147194203123,5.076369719801864,4.544192630379789
4.97753173822037,2.650896865013016,4.796884171909007
4.232267354256176,4.073968251671055,4.611634412683991
7.926884453819581,7.799503043603518,8.04106971409385
11.62842069766452,11.080841598429773,11.87197693914291
3.5868697456056577,5.568915830032614,3.731421765117163
7.911734204753791,7.479192978902532,8.480522345375165
2.388706117066035,4.161713826150124,0.0
2.1340565645548835,3.8806363051174015,4.149621034948442
7.171991069646698,6.344557867405224,7.112046187181966
6.621291760519557,6.363186317493559,6.830013002914476
7.093602364796387,6.805964304712917,6.712050713245607
3.108754376311148,0.0,2.1209125051964186
4.295888232083969,2.385282137693864,2.9447421864177903
6.104126886993057,5.805240594843878,6.4791092270504125
0.8854767201948464,3.6573275499737368,2.9447421864177903
6.932800802247252,7.207502570429943,5.8566054495317035
7.093602364796387,6.344557867405224,6.9906332538990155
6.645915905382006,6.7784696542164165,6.633105176688304
4.813319392743866,4.883381819626282,5.154350736278495
9.72711651876228,9.133905536058966,9.946797158904245
2.388706117066035,0.0,3.1401148593054975
7.576008029668603,7.207502570429943,8.07132924693868
0.8854767201948464,1.6379488583154955,2.9447421864177903
2.388706117066035,2.0594748867359756,3.1401148593054975
10.000885850229308,9.617822972916798,9.473978089478951
4.577678006180544,3.0691532897951093,4.320598421947695
2.6050793803100993,2.875129551690155,2.4505522388752183
8.401968451684473,8.345304834682622,8.313354539753583
7.966524133233022,8.606036449605913,9.062632368768869
3.685183232254651,4.39685741355359,2.9447421864177903
6.271719731796064,5.398777628998076,6.696603425132438
7.213767618436221,7.122580475635362,7.666031859600305
5.466500628076533,6.267541297475601,4.961030935308618
3.3675282693871327,0.0,2.7187049314574803
4.165710931605763,2.650896865013016,2.7187049314574803
5.1249483640572695,5.503248162004732,5.198887938145035
7.663026048257712,7.678284853451743,7.337935011026634
6.785437691159334,6.692694629514694,6.442535014809602
5.258688447768312,4.53471025753819,5.740886364650992
4.356821614027285,4.39685741355359,4.961030935308618
2.9595846507288517,2.0594748867359756,2.1209125051964186
3.685183232254651,3.5312132431986103,4.676063785822748
7.756444507701798,8.095279487053762,7.452726115035429
6.9722804556705,6.206954718790918,7.3772223455198205
2.793193551827114,4.660532175221,2.7187049314574803
6.086244989960619,5.88475262004847,5.884140942768414
1.4301513955146576,2.385282137693864,1.081723604305354
2.388706117066035,1.0399210909765384,1.081723604305354
4.47147194203123,0.0,3.312157763979618
7.27819149808844,7.345055888559737,7.592822371218427
6.333660700546816,7.238102381426646,6.442535014809602
2.388706117066035,2.385282137693864,2.1209125051964186
5.0531221375566435,5.721089460469773,5.440600237020426
10.191713243653446,10.089920172024,10.379317060191518
6.318422987212532,4.244427258259998,6.8580558033850805
4.723626755540068,5.662131822406488,3.847872573248563
3.685183232254651,4.073968251671055,3.847872573248563
6.658072142130344,6.553639072446206,7.266497651823866
4.938197499381258,5.398777628998076,5.364442063119361
7.362324066183204,6.7218566275685205,6.616784111607793
0.8854767201948464,0.0,1.692929958963774
1.4301513955146576,0.0,2.7187049314574803
4.769169988050185,4.598992446943178,4.320598421947695
5.894062815348182,5.246561304449785,5.679349094352874
5.809398302286746,5.777732016175443,5.79990582984467
5.8523515365022565,5.960110414283344,5.198887938145035
0.0,0.0,1.081723604305354
7.171991069646698,7.462012401241368,7.601142645753969
3.243935543900742,1.6379488583154955,1.081723604305354
4.577678006180544,5.503248162004732,4.320598421947695
2.793193551827114,2.875129551690155,3.312157763979618
5.5207639599744525,6.344557867405224,5.615069586916494
7.523820612955406,7.326190309514525,7.367500356130664
3.4813634719760502,0.0,4.611634412683991
4.856157757026546,4.983100341839197,4.90836353686475
3.685183232254651,0.0,3.731421765117163
8.707043227939746,7.217774790613513,9.059616673076574
9.12121742412723,10.241091634694614,7.984949838448096
5.547148967576114,4.660532175221,5.937683736208367
3.108754376311148,1.0399210909765384,3.312157763979618
6.95267567087344,6.805964304712917,6.497054407462844
5.193367590653768,5.076369719801864,5.011843170389213
6.932800802247252,7.043938106933951,6.6492436667156465
9.789227281018343,9.078617471492128,9.883400799023612
3.5868697456056577,2.875129551690155,2.9447421864177903
1.4301513955146576,5.030488625837066,2.4505522388752183
8.709965556569177,8.418380589395063,9.092447609335595
4.47147194203123,4.934102472483744,4.611634412683991
6.740413168164881,5.600661764733968,6.9125572762258924
6.086244989960619,6.247627144948942,6.326896664973563
6.4640085324019,7.86632285709099,6.665203621282266
2.388706117066035,2.385282137693864,0.0
2.1340565645548835,0.0,2.4505522388752183
0.8854767201948464,0.0,1.081723604305354
5.914474767210485,6.121999400805971,5.79990582984467
6.363661642594106,5.120836548556326,7.224029782129626
2.793193551827114,4.983100341839197,2.9447421864177903
6.491442206748411,6.4353840748207505,5.963727936145781
3.3675282693871327,4.830812807127612,3.465852944286889
4.415285379732288,5.362202548592466,4.611634412683991
6.583549105971545,6.910984637342377,6.87187540879711
0.8854767201948464,2.650896865013016,1.692929958963774
0.8854767201948464,2.385282137693864,1.692929958963774
5.4938874012688155,3.7732982502252463,5.79990582984467
7.576008029668603,7.287702526790173,7.515698343040293
4.577678006180544,3.0691532897951093,4.149621034948442
7.001196988871381,7.335653936075349,7.266497651823866
6.531638719393959,6.206954718790918,6.15670978496556
6.436043062252849,6.206954718790918,6.385874145129482
7.530448216847237,7.400216115201566,7.712852496388981
2.6050793803100993,0.0,0.0
8.383783595836977,8.263379094833114,8.682217615084678
0.0,0.0,0.0
5.466500628076533,4.983100341839197,5.154350736278495
3.945361835709526,3.5312132431986103,4.796884171909007
2.6050793803100993,0.0,1.081723604305354
5.5730600817772,4.934102472483744,5.28403843562497
3.108754376311148,2.385282137693864,2.9447421864177903
3.3675282693871327,0.0,1.692929958963774
3.8637402043734568,0.0,2.4505522388752183
2.793193551827114,0.0,3.731421765117163
3.945361835709526,4.467429729259378,4.737738392123119
8.46905305804687,8.885951002899963,8.191913023405792
7.093602364796387,7.155014863443871,6.063443230614204
7.582400694794115,7.277917981306087,7.735705062645891
5.258688447768312,5.362202548592466,5.8566054495317035
1.824615078778005,4.660532175221,1.692929958963774
5.5730600817772,3.2401496723740513,5.28403843562497
2.388706117066035,1.6379488583154955,2.1209125051964186
7.838850094285733,7.155014863443871,8.589080918331511
7.406227267312388,6.792282477052913,7.180273794158769
4.897760704709805,4.53471025753819,4.90836353686475
5.438583893485182,5.324676047276037,4.961030935308618
7.075588720803555,6.923590523943039,6.899123714766216
6.421854381723968,6.948476592165153,6.78689949007841
7.936896947783524,7.133473159875435,8.095088057140165
5.0531221375566435,3.8806363051174015,4.05587983054342
4.676598809853049,5.805240594843878,4.473442871464264
2.6050793803100993,1.0399210909765384,2.4505522388752183
2.6050793803100993,4.39685741355359,2.4505522388752183
6.922759740799744,7.444624757409113,6.4791092270504125
6.705697977596473,6.846248088414331,6.801414288850573
7.163488604784141,6.121999400805971,7.064699951249005
6.318422987212532,6.6171015193368765,6.133952293360991
4.676598809853049,3.3930092982402096,4.237641117119119
7.523820612955406,6.936087217065171,7.965747383223005
4.232267354256176,4.244427258259998,2.7187049314574803
6.633656368408126,7.100545231464982,6.844102538328743
7.441819516040014,7.391167961404012,7.939739944126996
11.672906316662315,11.96444331254492,11.594159928490413
3.108754376311148,1.6379488583154955,3.847872573248563
7.91680198591506,7.7222400581914,7.47100039603904
5.934601945273793,7.176239641921969,6.179113860938536
6.892210310197238,6.910984637342377,7.357712407761936
7.503753139867543,6.960760476792537,7.666031859600305
7.221979697164291,7.601912486725508,7.758201277212933
0.8854767201948464,0.0,0.0
5.547148967576114,6.186180275763554,5.79990582984467
6.728934004170036,6.662930981362654,6.133952293360991
0.0,4.71955390134089,1.692929958963774
0.0,2.385282137693864,1.081723604305354
2.6050793803100993,0.0,2.7187049314574803
8.412770348705715,8.562368836845032,8.37287691088513
0.8854767201948464,0.0,1.081723604305354
2.793193551827114,2.875129551690155,3.731421765117163
2.1340565645548835,5.805240594843878,2.7187049314574803
3.5868697456056577,2.875129551690155,3.847872573248563
2.6050793803100993,2.385282137693864,3.731421765117163
3.5868697456056577,3.98053834928957,4.05587983054342
2.1340565645548835,0.0,0.0
6.932800802247252,6.227434256639141,6.9779104999035555
0.0,3.8806363051174015,1.081723604305354
2.793193551827114,1.0399210909765384,3.604739428120841
5.089482198528558,5.030488625837066,5.547791996674059
5.089482198528558,4.660532175221,5.403023629280852
5.321179439793231,5.662131822406488,5.79990582984467
5.993351625606638,3.7732982502252463,5.911160717188953
3.4813634719760502,4.830812807127612,3.312157763979618
3.945361835709526,2.650896865013016,3.847872573248563
6.531638719393959,6.1437118208118715,6.326896664973563
0.0,4.322654555413567,1.692929958963774
3.685183232254651,0.0,4.149621034948442
6.363661642594106,5.662131822406488,7.076682974476355
5.258688447768312,5.324676047276037,5.740886364650992
3.945361835709526,2.0594748867359756,4.611634412683991
2.6050793803100993,1.6379488583154955,2.7187049314574803
6.922759740799744,7.066848170512441,6.514779113629807
5.623526652131811,3.98053834928957,6.326896664973563
7.093602364796387,7.122580475635362,7.100354499030833
1.824615078778005,1.6379488583154955,1.692929958963774
6.012414969129594,6.4353840748207505,6.965074548233909
6.774312607034409,6.985018854933146,6.460938018360121
3.108754376311148,0.0,2.4505522388752183
6.1735171807784806,6.267541297475601,6.326896664973563
6.807433753389598,6.1437118208118715,7.213214569786543
7.084623657652109,6.553639072446206,6.9779104999035555
5.765126878455747,5.434448341338299,6.133952293360991
2.1340565645548835,1.0399210909765384,1.081723604305354
5.159563533607588,3.6573275499737368,5.79990582984467
5.742471066877271,6.287184304709906,5.8566054495317035
5.696063322618166,5.960110414283344,6.201175330465493
10.288725452572953,10.229716315335608,10.709711357947858
8.61338378656907,7.53776320706021,9.251546255160155
4.095934905275212,4.073968251671055,4.320598421947695
6.19035552671513,6.186180275763554,6.727334354136572
8.72737629975895,8.704281962451343,8.739872274083622
9.34825006262145,8.529759276468276,9.522971076659193
8.128181833574159,7.93641774253025,8.213781105091362
3.243935543900742,0.0,3.1401148593054975
4.232267354256176,0.0,3.1401148593054975
9.72711651876228,9.4816659879842,10.005958790911585
2.793193551827114,0.0,2.4505522388752183
6.223453861513056,6.008247338509236,5.740886364650992
3.3675282693871327,1.0399210909765384,3.604739428120841
7.669045309108851,6.960760476792537,7.287271814773184
4.676598809853049,5.286147301772223,4.853700360322351
4.47147194203123,6.054829852279387,4.05587983054342
4.295888232083969,3.8806363051174015,4.3990438140965855
8.591366129893984,8.28307846863457,8.93679899681659
10.32348667955003,10.054539040453612,10.903811049462515
0.0,1.6379488583154955,0.0
6.621291760519557,4.830812807127612,7.088567286063514
8.569007236767845,8.704281962451343,8.353307719144075
6.086244989960619,5.030488625837066,5.8566054495317035
7.188847133234496,7.122580475635362,7.939739944126996
8.416353082811957,9.123016128220366,8.650499657960811
5.623526652131811,3.8806363051174015,4.320598421947695
4.856157757026546,5.805240594843878,4.544192630379789
6.881881701849559,6.677889559275795,6.939054867060317
2.9595846507288517,2.0594748867359756,4.05587983054342
0.0,2.650896865013016,1.081723604305354
5.894062815348182,6.948476592165153,6.5322886973528735
5.8523515365022565,3.3930092982402096,6.201175330465493
4.095934905275212,3.8806363051174015,3.312157763979618
7.270294094243686,7.354396965620693,7.41546811226308
5.623526652131811,5.286147301772223,5.8566054495317035
1.4301513955146576,0.0,0.0
1.4301513955146576,0.0,2.7187049314574803
1.4301513955146576,2.0594748867359756,2.1209125051964186
5.351438341732733,4.983100341839197,5.403023629280852
7.120207999920873,6.031726597386533,7.47100039603904
5.2902722705515055,4.39685741355359,5.828534167019237
8.862207984967654,7.020658351880706,9.22487315740074
3.4813634719760502,2.875129551690155,3.604739428120841
2.9595846507288517,3.7732982502252463,1.692929958963774
7.710491283588399,7.444624757409113,7.567569707252672
4.676598809853049,3.7732982502252463,4.237641117119119
0.8854767201948464,2.875129551690155,1.692929958963774
5.894062815348182,5.503248162004732,5.8566054495317035
6.850444653914304,6.267541297475601,6.265405037504199
1.824615078778005,0.0,1.081723604305354
6.621291760519557,6.344557867405224,6.460938018360121
5.696063322618166,4.660532175221,5.884140942768414
2.388706117066035,4.71955390134089,4.961030935308618
7.663026048257712,6.885437532135544,6.9906332538990155
2.1340565645548835,0.0,3.604739428120841
7.60769180286535,7.032345185026882,7.743242844510597
5.321179439793231,4.71955390134089,4.737738392123119
6.086244989960619,6.031726597386533,5.937683736208367
4.415285379732288,3.5312132431986103,5.198887938145035
5.089482198528558,6.165102310049551,5.477222913583994
0.8854767201948464,2.0594748867359756,3.1401148593054975
3.4813634719760502,5.030488625837066,2.9447421864177903
7.084623657652109,7.089400100989802,6.939054867060317
2.9595846507288517,4.161713826150124,4.237641117119119
2.6050793803100993,4.161713826150124,2.7187049314574803
5.410116281520104,6.846248088414331,5.647567308988842
1.824615078778005,2.650896865013016,1.081723604305354
6.839811544040777,6.859429873557361,6.366481645303116
9.958510420765077,10.258610203278998,9.806335604128533
4.415285379732288,3.3930092982402096,3.731421765117163
0.8854767201948464,2.0594748867359756,3.465852944286889
4.97753173822037,2.875129551690155,5.770697880915195
2.6050793803100993,4.598992446943178,2.4505522388752183
5.8523515365022565,5.858732499493456,5.198887938145035
7.27819149808844,7.7437254513002,7.461892189849772
5.089482198528558,5.910311749663849,5.403023629280852
4.97753173822037,4.598992446943178,6.039153064478552
6.206999609854352,6.399736779148259,5.989310299083667
3.243935543900742,3.2401496723740513,3.1401148593054975
10.656026639631358,10.508118349812277,10.337599879711789
7.1289686172731885,7.133473159875435,6.633105176688304
8.115013664976036,8.335904509720988,8.292955225655236
7.833500435140976,8.187013889648744,7.893067341727492
6.19035552671513,4.244427258259998,6.9258669050513735
6.633656368408126,5.749688705337369,6.087331193886346
5.914474767210485,6.287184304709906,5.512938895848565
5.159563533607588,4.7762556076837335,5.403023629280852
6.785437691159334,7.307074760027465,7.052616562830535
7.27819149808844,7.122580475635362,7.41546811226308
6.491442206748411,6.031726597386533,6.712050713245607
6.271719731796064,6.008247338509236,6.742457778818018
8.565784632966484,8.914649806001965,8.697818872081163
2.6050793803100993,0.0,2.4505522388752183
5.696063322618166,5.434448341338299,5.884140942768414
5.2902722705515055,4.71955390134089,6.039153064478552
2.6050793803100993,0.0,1.692929958963774
5.159563533607588,5.910311749663849,4.796884171909007
7.800979084746329,7.043938106933951,7.851824173510405
4.356821614027285,0.0,4.90836353686475
5.193367590653768,5.246561304449785,5.477222913583994
8.616501914094693,8.99747204647569,8.674353260252307
7.221979697164291,6.632540333545457,6.110830057186796
4.295888232083969,0.0,4.3990438140965855
8.200612915279834,7.923923924538923,8.471474244707323
7.213767618436221,6.972940652207929,7.524474121970149
7.806450474841265,7.496171364231849,7.899828013667225
6.1735171807784806,6.206954718790918,6.385874145129482
9.011797446166208,9.117540446079566,9.57458622197614
6.121789852569476,6.960760476792537,5.740886364650992
1.824615078778005,2.0594748867359756,0.0
6.751801715856779,6.504140332624964,6.87187540879711
4.723626755540068,6.1437118208118715,3.604739428120841
4.813319392743866,4.660532175221,4.90836353686475
2.388706117066035,2.385282137693864,2.1209125051964186
12.656871102661045,12.323115233438708,12.698925483740926
3.777222373109846,1.6379488583154955,2.7187049314574803
7.029545306374979,6.792282477052913,6.801414288850573
8.66549663689456,8.958187686925072,8.318409615900501
4.813319392743866,5.960110414283344,4.90836353686475
2.388706117066035,0.0,2.4505522388752183
7.238264937288486,7.529540210684472,6.8580558033850805
3.685183232254651,4.467429729259378,2.9447421864177903
5.993351625606638,5.749688705337369,6.58357739813832
3.8637402043734568,0.0,3.1401148593054975
4.525552067463755,4.934102472483744,4.676063785822748
6.942772461333092,7.122580475635362,7.146563278657072
5.351438341732733,5.398777628998076,5.403023629280852
2.6050793803100993,2.875129551690155,2.1209125051964186
9.864596423738243,9.775642364336928,9.946797158904245
8.758760312688983,7.954957912952222,8.618068669292546
4.47147194203123,4.71955390134089,4.961030935308618
8.11059742994768,7.238102381426646,8.642460001007692
1.824615078778005,0.0,1.081723604305354
6.728934004170036,7.155014863443871,6.566682951147342
4.295888232083969,1.0399210909765384,3.465852944286889
8.297048020472053,7.462012401241368,8.100967123456028
5.934601945273793,3.0691532897951093,5.364442063119361
6.693938100881692,6.87249230750014,6.265405037504199
5.2263976789316775,1.0399210909765384,5.581822928035971
3.685183232254651,5.205858390991043,5.2420913129651465
1.4301513955146576,0.0,2.4505522388752183
5.5730600817772,4.322654555413567,6.0144469193789805
7.632547173876315,6.6171015193368765,8.191913023405792
7.462760868396268,7.144284217720942,7.780352083213073
4.62798607582455,5.88475262004847,5.581822928035971
5.623526652131811,5.832234452988337,5.911160717188953
0.0,0.0,0.0
