cpx_gene,pls_metabolite,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,Pooled FDR
ENSMUSG00000032216-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.3012263813854889,0.341372294714219,12,3,True,+,0.5603408893468494
ENSMUSG00000025979-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.5674264393540605,0.0543240056759698,12,3,True,-,0.3186788906929176
ENSMUSG00000068921-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.3747816605610153,0.2300029800062526,12,3,True,+,0.4799173875063448
ENSMUSG00000049670-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.0350263234169173,0.9139432528752413,12,3,True,-,0.9388072159580816
ENSMUSG00000044224-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.6571428571428573,0.1561749271137023,6,0.1085816025924436,0.7369437083547932,12,3,True,+,0.8205787885489951
ENSMUSG00000030216-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.8285714285714287,0.0415626822157433,6,0.2802105873353385,0.3776981560766677,12,3,True,+,0.5853856909294295
ENSMUSG00000025477-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.0525394851253759,0.8711783093619829,12,3,True,-,0.9108023530877702
ENSMUSG00000030060-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.4285714285714286,0.3965014577259474,6,-0.2626974256268798,0.4094281948783638,12,3,True,-,0.6062995132646848
ENSMUSG00000024941-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.8285714285714287,0.0415626822157433,6,-0.7740817475138726,0.0031266563739204,12,3,True,-,0.1760551462064087
ENSMUSG00000070348-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.4285714285714286,0.3965014577259474,6,0.0735552791755263,0.8202845257024424,12,3,True,+,0.8773876346566137
ENSMUSG00000106032-P,"(2,5-Dimethoxyphenyl)acetone",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.3636831673644744,0.2451996932886492,12,3,True,-,0.49018153761068683
ENSMUSG00000026309-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.2311737345516542,0.4697325571728438,12,3,True,+,0.6469476918464553
ENSMUSG00000021903-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2070175438596491,0.5185538923212871,12,3,True,+,0.6789035277028507
ENSMUSG00000033808-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.1428571428571428,0.7871720116618075,6,-0.4518395720782334,0.1403127704727103,12,3,True,-,0.4084173668760215
ENSMUSG00000024151-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2,0.704,6,-0.4238185133446995,0.1697534073256746,12,3,True,-,0.432883729081217
ENSMUSG00000064370-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.5008764248619176,0.0971737747799286,12,3,True,-,0.3671841866980592
ENSMUSG00000005580-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.2571428571428572,0.6227871720116618,6,0.7180396300468049,0.008539324001389,12,3,True,+,0.20695088210203852
ENSMUSG00000058420-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.6,0.2079999999999998,6,0.038528955758609,0.905370070049872,12,3,True,+,0.9339069657720032
ENSMUSG00000008690-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.6584948802380455,0.0198921335249136,12,3,True,-,0.2516346411512099
ENSMUSG00000025934-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.5428571428571429,0.2657026239067055,6,0.0210157940501503,0.948311888497252,12,3,True,+,0.9619234813156757
ENSMUSG00000028273-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.942857142857143,0.004804664723032,6,0.1471105583510527,0.6482152290826798,12,3,True,+,0.7636809007376998
ENSMUSG00000026520-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-1.0,0.0,6,-0.5078816895453011,0.0918457918572556,12,3,True,-,0.35963724594175134
ENSMUSG00000026623-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.7714285714285715,0.0723965014577259,6,0.4413316750531582,0.1509347288754138,12,3,True,+,0.41797390527850026
ENSMUSG00000056215-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.3993000869528573,0.1984760180314365,12,3,True,+,0.4550862057541144
ENSMUSG00000001964-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.378284292902707,0.2253267533928671,12,3,True,-,0.47644594276321744
ENSMUSG00000032724-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.5814369687208274,0.0473735961718798,12,3,True,-,0.3071353335350502
ENSMUSG00000024235-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.3714285714285715,0.4684781341107871,6,-0.7125320194984233,0.0093103937914604,12,3,True,-,0.21262974082273076
ENSMUSG00000023236-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,-0.2802105873353385,0.3776981560766677,12,3,True,-,0.5853856909294295
ENSMUSG00000062044-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2626974256268798,0.4094281948783638,12,3,True,+,0.6062995132646848
ENSMUSG00000028441-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6571428571428573,0.1561749271137023,6,-0.5183895865703763,0.084228780434759,12,3,True,-,0.3522810824790006
ENSMUSG00000059495-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.8857142857142858,0.0188454810495626,6,0.3397553371440979,0.2799203496864415,12,3,True,+,0.5170075774892223
ENSMUSG00000003099-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.129597396642594,0.6881039438604584,12,3,True,-,0.7898465839289639
ENSMUSG00000048200-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.1155868672758271,0.7205545635404205,12,3,True,+,0.8097861023875683
ENSMUSG00000035873-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.8857142857142858,0.0188454810495626,6,0.3578947368421052,0.2533542626035965,12,3,True,+,0.4971529492128013
ENSMUSG00000020496-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.1050789702507519,0.7451766219125175,12,3,True,-,0.8267891611443313
ENSMUSG00000004040-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.3714285714285715,0.4684781341107871,6,-0.6619975125797373,0.0190194558338804,12,3,True,-,0.24924926947726608
ENSMUSG00000024740-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.942857142857143,0.004804664723032,6,-0.8161133356141735,0.0012051543656321,12,3,True,-,0.15269407095272192
ENSMUSG00000038836-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.651489615554662,0.0217247350674116,12,3,True,-,0.2574348680510562
ENSMUSG00000006777-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.7714285714285715,0.0723965014577259,6,-0.8546422913727825,0.0003983075651366,12,3,True,-,0.13067450754733562
ENSMUSG00000040158-P,"(2,5-Dimethoxyphenyl)acetone",-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-0.4857142857142857,0.3287230320699709,6,-0.49736145915484,0.0999236110457017,12,3,True,-,0.36940469246425967
ENSMUSG00000017548-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.942857142857143,0.004804664723032,6,0.2416816315767294,0.4491887440384275,12,3,True,+,0.6332639240036034
ENSMUSG00000032555-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.0665500144921429,0.8371878544641639,12,3,True,+,0.8882017868526049
ENSMUSG00000000305-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.0420315881003007,0.8968061517543842,12,3,True,-,0.9277732150055714
ENSMUSG00000021431-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.6571428571428573,0.1561749271137023,6,0.1926447787930452,0.548602518561392,12,3,True,+,0.6980311605926978
ENSMUSG00000042729-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.0280210587335338,0.9311140674192736,12,3,True,+,0.9512916004206127
ENSMUSG00000047264-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.8285714285714287,0.0415626822157433,6,-0.4378290427114664,0.15458641247553,12,3,True,-,0.41990511364096356
ENSMUSG00000026784-P,"(2,5-Dimethoxyphenyl)acetone",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.5608544113873728,0.0578178683301119,12,3,True,-,0.3206741110177699
ENSMUSG00000002455-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2,0.704,6,-0.6584948802380455,0.0198921335249136,12,3,True,-,0.2516346411512099
ENSMUSG00000106365-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.5614035087719299,0.0575201175643056,12,3,True,-,0.3206741110177699
ENSMUSG00000021025-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.3502632341691732,0.264344395526308,12,3,True,-,0.5048679243287517
ENSMUSG00000049739-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.0285714285714285,0.9571545189504372,6,0.4518395720782334,0.1403127704727103,12,3,True,+,0.4084173668760215
ENSMUSG00000070858-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.7714285714285715,0.0723965014577259,6,-0.6199659244794364,0.0315202260794163,12,3,True,-,0.28007957872422895
ENSMUSG00000055044-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.6631578947368422,0.0187366256048844,12,3,True,-,0.24776409947937908
ENSMUSG00000032009-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.3714285714285715,0.4684781341107871,6,0.1681263524012031,0.6014537771328918,12,3,True,+,0.7332445977164919
ENSMUSG00000028041-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.7142857142857143,0.1107871720116617,6,-0.143607926009361,0.6561292074448724,12,3,True,-,0.7678083055136368
ENSMUSG00000031864-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.0700526468338346,0.8287278541011254,12,3,True,-,0.8823626656005894
ENSMUSG00000022312-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.1428571428571428,0.7871720116618075,6,-0.1751316170845866,0.5861577321261826,12,3,True,-,0.7228881495949989
ENSMUSG00000023341-P,"(2,5-Dimethoxyphenyl)acetone",,,3,-1.0,0.0,3,-0.0579771035652448,0.9131317851623264,6,-0.4580119379954347,0.1343046012235903,12,2,True,-,0.40387014277500677
ENSMUSG00000103657-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.3768511731740915,0.4614828403508046,6,-0.3601176461158031,0.2502041700840891,12,3,True,-,0.4947972260508996
ENSMUSG00000087640-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.8660254037844387,0.3333333333333332,3,-0.5408987230262506,0.2677776715147497,6,-0.2109149730534169,0.5105313151380694,12,3,True,-,0.6744328160907015
ENSMUSG00000044317-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.3142857142857143,0.5440932944606414,6,-0.431578947368421,0.1612413333617451,12,3,True,-,0.4253021402299797
ENSMUSG00000031157-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,0.2416816315767294,0.4491887440384275,12,3,True,+,0.6332639240036034
ENSMUSG00000046351-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.6,0.2079999999999998,6,0.1225921319592106,0.7042726674352059,12,3,True,+,0.7991285430663246
ENSMUSG00000037736-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.0945710732256767,0.7700195826820102,12,3,True,+,0.8428916965042812
ENSMUSG00000104339-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.2031526758181204,0.5265630529109769,12,3,True,+,0.6850926737360737
ENSMUSG00000044134-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.287215852018722,0.3653744519387,12,3,True,-,0.5757170587949294
ENSMUSG00000068335-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.6795106742881959,0.0150702293109323,12,3,True,-,0.23544343844777782
ENSMUSG00000054364-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.1331000289842858,0.6800638459197366,12,3,True,-,0.7840980102084165
ENSMUSG00000050321-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,-0.0245184263918421,0.9397100223231516,12,3,True,-,0.9557446326295034
ENSMUSG00000052566-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2,0.704,6,-0.62697118916282,0.0291128808659876,12,3,True,-,0.27522844182667844
ENSMUSG00000022361-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.942857142857143,0.004804664723032,6,0.1646237200595113,0.6091580087875201,12,3,True,+,0.7378762508425551
ENSMUSG00000021481-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.5499132776456018,0.0639766697540814,12,3,True,-,0.328875529863852
ENSMUSG00000020752-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.2571428571428572,0.6227871720116618,6,0.4903685278368424,0.1055480539301748,12,3,True,+,0.37510663356008495
ENSMUSG00000041642-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.3432579694857897,0.2746714096854005,12,3,True,-,0.5127048784685152
ENSMUSG00000051043-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.6409817185295869,0.0247000382613214,12,3,True,-,0.2661556511562637
ENSMUSG00000045817-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.2977237490437971,0.3472914609278877,12,3,True,+,0.5640005369192587
ENSMUSG00000031808-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.6,0.2079999999999998,6,0.0420315881003007,0.8968061517543842,12,3,True,+,0.9277732150055714
ENSMUSG00000007476-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.4833632631534589,0.1113898164753828,12,3,True,-,0.3804837906081705
ENSMUSG00000033436-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.5394053806205267,0.0703055633516462,12,3,True,-,0.336236357663792
ENSMUSG00000038545-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.038528955758609,0.905370070049872,12,3,True,+,0.9339069657720032
ENSMUSG00000029840-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,1.0,0.0,3,0.6,0.2079999999999998,6,0.2767079549936467,0.3839396014534969,12,3,True,+,0.5888658110797592
ENSMUSG00000105970-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.151794185179729,0.7740575031656567,6,-0.098061947906545,0.7617431655482653,12,3,True,-,0.8381074956421698
ENSMUSG00000044813-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.416813248661316,0.1776753737252057,12,3,True,-,0.43945042434700876
ENSMUSG00000031967-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6,0.2079999999999998,6,-0.7880922768806397,0.0023286751402374,12,3,True,-,0.1618250941488508
ENSMUSG00000090110-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.6571428571428573,0.1561749271137023,6,-0.8021028062474066,0.0016965328946357,12,3,True,-,0.15341062942677308
ENSMUSG00000026563-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.4857142857142857,0.3287230320699709,6,-0.4833632631534589,0.1113898164753828,12,3,True,-,0.3804837906081705
ENSMUSG00000047067-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1428571428571428,0.7871720116618075,6,-0.6339764538462034,0.0268409444196137,12,3,True,-,0.27008163510755967
ENSMUSG00000067928-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.5428571428571429,0.2657026239067055,6,0.5989501304292861,0.0395980557151431,12,3,True,+,0.2944229289612354
ENSMUSG00000033453-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.4483369397365416,0.1437981174912373,12,3,True,-,0.41266203065493
ENSMUSG00000020444-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.4483369397365416,0.1437981174912373,12,3,True,-,0.41266203065493
ENSMUSG00000048175-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.8857142857142858,0.0188454810495626,6,-0.4938711601785341,0.1027051833464725,12,3,True,-,0.370711815388976
ENSMUSG00000071253-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.3712790282193235,0.2347366906291985,12,3,True,+,0.4824656936888937
ENSMUSG00000041841-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.7714285714285715,0.0723965014577259,6,-0.8021028062474066,0.0016965328946357,12,3,True,-,0.15341062942677308
ENSMUSG00000039157-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.2837132196770302,0.3715096669392785,12,3,True,-,0.5802116314615051
ENSMUSG00000067795-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.6035087719298246,0.0377331628066477,12,3,True,-,0.291135736430611
ENSMUSG00000004285-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6571428571428573,0.1561749271137023,6,-0.7075317330217298,0.0100543554551854,12,3,True,-,0.21416717423957363
ENSMUSG00000029034-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.2,0.704,6,0.5008764248619176,0.0971737747799286,12,3,True,+,0.3671841866980592
ENSMUSG00000050856-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.5428571428571429,0.2657026239067055,6,-0.2977237490437971,0.3472914609278877,12,3,True,-,0.5640005369192587
ENSMUSG00000024576-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.0070052646833834,0.9827616094034646,12,3,True,+,0.9858091209997717
ENSMUSG00000007379-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.3339472073954039,0.5177002083054396,6,-0.2397069837715546,0.453016247872125,12,3,True,-,0.6371890299323157
ENSMUSG00000087083-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.6690027772631206,0.0173585858460833,12,3,True,-,0.2404339784828921
ENSMUSG00000055239-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.1050789702507519,0.7451766219125175,12,3,True,-,0.8267891611443313
ENSMUSG00000043535-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.8857142857142858,0.0188454810495626,6,0.1716289847428948,0.5937868060168403,12,3,True,+,0.7277866752640024
ENSMUSG00000025869-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.942857142857143,0.004804664723032,6,-0.5639238070123688,0.0561671753873979,12,3,True,-,0.3195740807443793
ENSMUSG00000007613-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.0035026323416917,0.9913803817213171,12,3,True,+,0.9914792695345289
ENSMUSG00000075704-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.2837132196770302,0.3715096669392785,12,3,True,-,0.5802116314615051
ENSMUSG00000011831-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.942857142857143,0.004804664723032,6,0.2521895286018047,0.4290834426749098,12,3,True,+,0.6195062892840841
ENSMUSG00000028626-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3142857142857143,0.5440932944606414,6,0.2626974256268798,0.4094281948783638,12,3,True,+,0.6062995132646848
ENSMUSG00000030088-P,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,1.0,0.0,3,0.4285714285714286,0.3965014577259474,6,0.2066553081598121,0.5193022970166132,12,3,True,+,0.6790770920930427
ENSMUSG00000028863-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.1428571428571428,0.7871720116618075,6,-0.3747816605610153,0.2300029800062526,12,3,True,-,0.4799173875063448
ENSMUSG00000014603-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,-0.119298245614035,0.7119147033093864,12,3,True,-,0.8043019710151713
ENSMUSG00000031838-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6571428571428573,0.1561749271137023,6,-0.5078816895453011,0.0918457918572556,12,3,True,-,0.35963724594175134
ENSMUSG00000045094-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,-0.2105263157894737,0.5113288802015623,12,3,True,-,0.6744715918711222
ENSMUSG00000032288-P,"(2,5-Dimethoxyphenyl)acetone",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6,0.2079999999999998,6,-0.7670764828304892,0.0035961764453839,12,3,True,-,0.1807162286962342
ENSMUSG00000030493-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.6571428571428573,0.1561749271137023,6,0.535902748278835,0.0725074830303382,12,3,True,+,0.33862700633592185
ENSMUSG00000044365-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7142857142857143,0.1107871720116617,6,0.1541158230344362,0.6324877788515912,12,3,True,+,0.7527467353341813
ENSMUSG00000069631-P,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.3712790282193235,0.2347366906291985,12,3,True,+,0.4824656936888937
