,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224
"Naringenin 4',7-dimethylether",16.78619280811605,17.73101607564761,17.259371352214917,16.894290018224726,17.73101607564761,
N-Caffeoyl-O-methyltyramine,0.9266751030624765,5.7610837394771846,7.5486253233047425,5.7610837394771846,8.203468926465137,6.637474595960846
N-Ethylamphetamine,27.004989997162102,25.741137750046672,26.651849462366915,27.439594575526513,26.96160059936936,26.96160059936936
N-Ethyldiethanolamine,22.430766960994436,22.60513085670781,22.336032499821254,23.29594091395716,23.072538359028545,22.54252442178061
Niacin,15.02985544620005,15.794924887690241,15.564115838261685,16.700122639813483,,15.794924887690241
Niacinamide,27.084943944408092,27.21934825959647,26.8471068534773,26.45236086775373,26.651849462366915,27.004989997162102
N-Isobutyrylglycine,26.06651650878252,26.06651650878252,26.023750424771674,24.304911461865277,25.89217197325309,26.269939079141064
N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,11.053448878828174,13.019379474962212,,,14.44344997303848,11.432133533201073
N-Methylacetamide,26.200929917790297,26.387010738920857,25.792817913981178,26.779800290688794,26.45236086775373,26.45236086775373
Nonanoic acid,28.863827445577932,,28.863827445577932,28.022288157553156,28.220824986859178,28.73936053878384
Norephedrine,28.73936053878384,29.199493510442178,28.597049460306497,,,
Norketamine,4.918347381516455,6.033603261326803,5.2319467103497415,6.637474595960846,6.637474595960846,4.918347381516455
"Norleucine, N-trimethylsilyl-",,,,,,32.00781944442083
Octacosanol,23.77270330773383,23.53191592986123,,23.072538359028545,,24.952119430962735
"Octadecanoic acid, octyl ester",,,,,,
Octadecanoic acid,,,,,,
Octanoic acid,24.304911461865277,,23.953297105679837,,24.69908251133796,24.241680361020343
Octocrylene,,,,,,
Oleamide,25.248245599251963,23.29594091395716,27.60464096162688,23.870386627878066,24.361767611067528,23.616437364521392
Oleic Acid,,,,,,
Olomoucine,,,,,,
Oxalic acid,29.976899253025323,29.754289059653733,29.092836196046683,28.139723574834868,29.092836196046683,29.43670460039806
"Oxalic acid, di(cyclohexylmethyl) ester",,12.73466395698144,,,,
"Oxymorphone, bis(trimethylsilyl) ether",27.706069701939082,27.92524459775121,27.78907181958203,29.092836196046683,27.706069701939082,27.92524459775121
Palmitic Acid,27.21934825959647,,26.387010738920857,,26.779800290688794,26.567254262059528
Pentadecanoic acid,,,,,,
Pentanedioic acid,21.63965483051689,22.430766960994436,21.151328125650927,20.776972835570746,22.430766960994436,21.42405899916408
Pentanoic acid,23.82958488643099,23.77270330773383,23.222075930761207,23.584213588252027,23.616437364521392,23.417291798715073
"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",22.663346963173684,22.92787490413422,21.811268708817973,19.90628699179653,22.017772579784815,21.89766089201072
Phenol,,25.58298494600797,26.567254262059528,26.8471068534773,27.21934825959647,27.084943944408092
Phenoxyethanol,23.616437364521392,23.674356384455788,23.35257549176473,24.617441356369007,23.35257549176473,23.29594091395716
Phosphoserine,,,,,,
Phthalazin-1-one,,,32.65987336076064,,31.668951186609984,32.65987336076064
Phthalimide,,,,,,
Phytanic acid,20.53009211757007,21.151328125650927,20.437043584347983,21.151328125650927,21.03415127487163,20.53009211757007
Picolinic acid,28.220824986859178,27.60464096162688,26.96160059936936,26.96160059936936,27.60464096162688,28.597049460306497
Pinosylvin,17.96713333278627,17.67570612907752,19.36205780789064,20.349076790547734,15.684213392506413,16.10708189958663
Pipecolic acid,18.527065735233002,20.85775323035948,18.816900848646988,17.848056725654924,20.437043584347983,19.791251716821705
"Piperazine, 1-(4-acetylphenylsulfonyl)-4-methyl-",,,,,,
Praziquantel,,,,,,5.2319467103497415
Pro-Ala-Lys,,,,,,
Prometryne,,,36.988835603124244,32.00781944442083,,
"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",23.151992757960304,24.69908251133796,23.77270330773383,22.991190162689342,23.484143310267747,23.77270330773383
"Propanoic acid, dimethyl(isopropyl)silyl ester",16.700122639813483,17.605330159289814,17.128341573761485,18.40008695193352,17.259371352214917,21.70761198277439
Propanoic acid,22.017772579784815,,20.85775323035948,21.42405899916408,21.49512426745769,20.85775323035948
"Propionic acid, 3-iodo-, octadecyl ester",,,,,,
Propylene glycol,17.605330159289814,18.206837600992994,17.848056725654924,18.76637914203081,17.96713333278627,17.96713333278627
Prostaglandin,15.267001008214582,,14.91150018039568,,,
"Pyrazole[4,5-b]imidazole, 1-formyl-3-ethyl-6-beta-d-ribofuranosyl-",,,,,,
"Quinoxaline, 2,3-diphenyl- ",,,,,32.00781944442083,
Salsoline,,21.278227382097498,22.60513085670781,14.44344997303848,23.151992757960304,
Sarcosine,,22.017772579784815,,,,21.151328125650927
Simetryn,,,,,,
Spiroxamine,20.715974098065832,18.145516841146943,,20.944682697362236,21.63965483051689,21.49512426745769
Stearic acid,28.022288157553156,28.504702814838293,,28.73936053878384,,27.706069701939082
Suberic acid,18.697253042531315,19.55840932952848,18.87000098295748,16.267931772699097,19.192546564593975,18.964499198463745
Succinamide,,,21.42405899916408,,,22.262186034564476
Sulindac,17.917954706335404,19.626871308510992,,15.39656988471546,,
Supraene,20.239280036683237,,21.9535073039897,20.715974098065832,22.336032499821254,21.03415127487163
Synephrine,19.791251716821705,20.060474603176946,19.55840932952848,20.060474603176946,19.723751953711417,19.511528355008892
Taurine,,,15.794924887690241,,,
tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,16.267931772699097,17.96713333278627,,15.925482683255618,,17.67570612907752
tert-Butylamine,,,,,,
"Tetrahydro[2,2']bifuranyl-5-one",,,,,,
Tetrahydro-solasodine triacetate,18.007855678299716,18.090663406345644,17.917954706335404,18.929456495102794,18.572420897099427,18.299161313868307
Theobromine,,,,,,
Thymol,16.548397760488008,16.894290018224726,16.267931772699097,17.313901308851932,16.894290018224726,
Triethyl citrate,13.783405868376022,,,15.684213392506413,15.564115838261685,14.6579166018199
Trimethylolpropane,12.340219003345359,15.02985544620005,,14.77794148459306,15.267001008214582,15.267001008214582
Tromethamine,,16.10708189958663,15.925482683255618,19.626871308510992,18.007855678299716,14.77794148459306
Tyr-Val,,,,,,
Uracil,25.58298494600797,26.023750424771674,25.404802973180967,25.58298494600797,25.050447238005177,25.140663431027427
Urea,31.668951186609984,30.370043719919497,28.139723574834868,30.370043719919497,28.328763097489578,29.976899253025323
Vanillylmandelic acid,5.7610837394771846,7.5486253233047425,4.918347381516455,6.033603261326803,3.515329454763203,
"Weberine, 5-desmethoxy-",,,,,,
Xylazine,21.03415127487163,21.9535073039897,21.63965483051689,21.70761198277439,21.566275994088834,20.715974098065832
Yangonin,14.6579166018199,15.925482683255618,15.684213392506413,16.548397760488008,15.925482683255618,15.39656988471546
