n1,n2,source
"Cetaben, N,O-bis(trimethylsilyl)--P-F","Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-F-F",FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",2-Butenedioic acid-F-F,FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F","2-Pentenedioic acid, 2-hydroxy--F-F",FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F","3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F-F",FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",Aconitic acid-F-F,FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",Cyclohexanemethanol-F-F,FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",D-Xylose-F-F,FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",Pentanedioic acid-F-F,FEC-PLS
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate-P-F",Suberic acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",1-Octanol-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",3-(3-Hydroxyphenyl)propanoic acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",9-Octadecenoic acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",Desmethylverapamil-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",Lignoceric acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",l-Leucyl-l-valine-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",L-Valyl-L-leucine-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",Oxalic acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",Picolinic acid-F-F,FEC-PLS
"Cholest-7-en-3-ol, (3beta,5alpha)--P-F",Xylose-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","2,3,4-Trihydroxybutyric acid-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","2,4-Di-tert-butylphenol-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","2,5-Di-tert-butyl-4-hydroxyphenol-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",2-Ethylacetoacetate-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",2-Pyrrolidinone-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",3-(3-Hydroxyphenyl)propanoic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",4-hydroxy-3-penten-2-one-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","cis-4,5-Dihydroxy-o-dithiane-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Cytosine-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",D-(-)-Fructofuranose-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",D-Xylose-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Ethyl alpha-D-glucopyranoside-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Ferulic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","Gluconolactone (3R,4S,5R,6R)-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Hydracrylic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Lactic Acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Levoglucosan-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Lignoceric acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Malic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Pentanedioic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Salsoline-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Syringic acid-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F","Thymine, 1,3-dimethyl-6-hydroxymethyl-F-F",FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Uracil-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Vanillin-F-F,FEC-PLS
"Cholesta-3,5-dien-7-one-P-F",Xylose-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",4-Hydroxybenzaldehyde-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",4-Hydroxybenzoic acid-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F","Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-F-F",FEC-PLS
"Cholesta-3,5-diene-P-F",Cytosine-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",D-(-)-Fructofuranose-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",D-(+)-Glucosamine-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",DL-Phenylalanine-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Heptadecanoic acid-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F","Hexadecanoic acid, methyl ester-F-F",FEC-PLS
"Cholesta-3,5-diene-P-F",Nonadecanoic acid-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Pentadecanoic acid-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Phenylalanine-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Phenylpropanolamine-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Sebacic acid-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Supraene-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Tetrahydrogeranyl formate-F-F,FEC-PLS
"Cholesta-3,5-diene-P-F",Uracil-F-F,FEC-PLS
Cholesterol-P-F,Anthranilic acid-F-F,FEC-PLS
Cholesterol-P-F,Pantolactone-F-F,FEC-PLS
Cinnamic acid-P-F,L-Norvaline-F-F,FEC-PLS
Cinnamic acid-P-F,"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)-F-F",FEC-PLS
Cinnamic acid-P-F,Dodecanamide-F-F,FEC-PLS
Cinnamic acid-P-F,Itaconic acid-F-F,FEC-PLS
Cinnamic acid-P-F,"Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F-F",FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,"2,4-Di-tert-butylphenol-F-F",FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,2-Hydroxy-3-methylbutyric acid-F-F,FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,3-Hydroxyisovaleric acid-F-F,FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,Arabinose-F-F,FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,"Azetidine, 1-acetyl-2-methyl-F-F",FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,Decyl oleate-F-F,FEC-PLS
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate-P-F,Phenylpropanolamine-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",17-alpha-Hydroxypregnenolone-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",4-Hydroxyphenyllactic acid-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F","cis-4,5-Dihydroxy-o-dithiane-F-F",FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",D-Arabinose-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",Norketamine-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F","Propanoic acid, 2-methyl-, hexyl ester-F-F",FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",Salsoline-F-F,FEC-PLS
"cis-4,5-Dihydroxy-o-dithiane, 2O--P-F",Trisaminol-F-F,FEC-PLS
Cyclo(L-prolyl-L-valine)-P-F,"2,3-Butanediol-F-F",FEC-PLS
Cyclo(L-prolyl-L-valine)-P-F,"Thymidine, 5'-phosphate-F-F",FEC-PLS
cyclobutanecarboxylic acid-P-F,2-Ketobutyric acid-F-F,FEC-PLS
Cyclobutanol-P-F,N-Acetylglucosamine-F-F,FEC-PLS
Cyclobutanol-P-F,2-Ketobutyric acid-F-F,FEC-PLS
Cyclobutanol-P-F,"Pentanoic acid, 4-methyl-2-oxo--F-F",FEC-PLS
Cyclobutanol-P-F,Propylamine-F-F,FEC-PLS
Cyclohexanol-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
Cyclohexanol-P-F,2-Pyrrolidinone-F-F,FEC-PLS
Cyclohexanol-P-F,2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
Cyclohexanol-P-F,4-hydroxy-3-penten-2-one-F-F,FEC-PLS
Cyclohexanol-P-F,9-Octadecenoic acid-F-F,FEC-PLS
Cyclohexanol-P-F,Arabinose-F-F,FEC-PLS
Cyclohexanol-P-F,Cinnamic acid-F-F,FEC-PLS
Cyclohexanol-P-F,Dodecanamide-F-F,FEC-PLS
Cyclohexanol-P-F,l-Leucyl-l-valine-F-F,FEC-PLS
Cyclohexanol-P-F,Norketamine-F-F,FEC-PLS
Cyclohexanol-P-F,Oxalic acid-F-F,FEC-PLS
Cyclohexanol-P-F,Pentanedioic acid-F-F,FEC-PLS
Cyclohexanol-P-F,"Propanoic acid, 2-methyl-, hexyl ester-F-F",FEC-PLS
Cyclohexanol-P-F,"Stigmast-5-ene, 3beta-F-F",FEC-PLS
Cyclohexanol-P-F,Suberic acid-F-F,FEC-PLS
Cyclohexanol-P-F,Xylose-F-F,FEC-PLS
"Cyclohexanone, 3,3,5-trimethyl--P-F",4-Methyl-5-thiazoleethanol-F-F,FEC-PLS
"Cyclohexanone, 3,3,5-trimethyl--P-F","beta-D-Galactopyranoside, methyl-, acetate-F-F",FEC-PLS
"Cyclohexanone, 3,3,5-trimethyl--P-F",N-Acetyl glucosamine methoxime-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F","2,5-Dimethoxymandelic acid-F-F",FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",2-Palmitoylglycerol-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",D-Xylose-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",Ferulic acid-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",L-Fucose-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",N-(2-hydroxyethyl)-succinimide-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",Phthalimide-F-F,FEC-PLS
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy--P-F",Syringic acid-F-F,FEC-PLS
"Cyclopentaneacetic acid, 3-oxo-2-pentyl--P-F","Stigmast-5-ene, 3beta-F-F",FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",10-Heptadecenoic acid-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Niacinamide-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",2-Pyrrolidinone-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",beta-Alanine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Cytosine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",DL-Phenylalanine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",L-Aspartic acid-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",L-Isoleucine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",L-Proline-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Methylmaleic acid-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F","N,N-Diethyl-2-aminoethanol-F-F",FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Norketamine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Phenylalanine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Serine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Supraene-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Tyrosine-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Uracil-F-F,FEC-PLS
"Cyclopentanone, 2,2,4-trimethyl--P-F",Vanillin-F-F,FEC-PLS
"D-(-)-Fructofuranose, pentakis-P-F",Decyl oleate-F-F,FEC-PLS
"D-(-)-Lyxose, tetrakis-P-F",2-Amino-4-tert-butylphenol-F-F,FEC-PLS
"D-(-)-Lyxose, tetrakis-P-F",4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-F-F,FEC-PLS
"D-(-)-Lyxose, tetrakis-P-F",Itaconic acid-F-F,FEC-PLS
"D-(-)-Lyxose, tetrakis-P-F",Pentanoic acid-F-F,FEC-PLS
"D-(-)-Lyxose, tetrakis-P-F",Thymidine-F-F,FEC-PLS
"D-(-)-Ribofuranose, tetrakis-P-F","D-(+)-Ribono-1,4-lactone-F-F",FEC-PLS
"D-(+)-Ribono-1,4-lactone (R,S,R)--P-F",Cholesterol-F-F,FEC-PLS
"D-(+)-Ribono-1,4-lactone (R,S,R)--P-F",Pyrogallol-F-F,FEC-PLS
"D-(+)-Ribono-1,4-lactone (R,S,R)--P-F",Syringaldehyde-F-F,FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F",Butyl caprylate-F-F,FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F",2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F",Cinnamic acid-F-F,FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F","Dimethyl hexopyranosiduronate, alpha-D-F-F",FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F",Phenol-F-F,FEC-PLS
"D-(+)-Talofuranose, pentakis-P-F",Pyrogallol-F-F,FEC-PLS
D-Arabinose-P-F,"2,5-Di-tert-butyl-4-hydroxyphenol-F-F",FEC-PLS
D-Arabinose-P-F,Syringaldehyde-F-F,FEC-PLS
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O--P-F",Deoxyglucose-F-F,FEC-PLS
D-Fructose-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
D-Fructose-P-F,Cytosine-F-F,FEC-PLS
D-Fructose-P-F,DL-Phenylalanine-F-F,FEC-PLS
D-Fructose-P-F,L-Isoleucine-F-F,FEC-PLS
D-Fructose-P-F,"L-Valinamide, N(2),N(2)-dimethyl-F-F",FEC-PLS
D-Fructose-P-F,L-Valine-F-F,FEC-PLS
D-Fructose-P-F,Serine-F-F,FEC-PLS
D-Fructose-P-F,Tyrosine-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F","1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F-F",FEC-PLS
"D-Isoleucine, N-acetyl--P-F","2,3-Butanediol-F-F",FEC-PLS
"D-Isoleucine, N-acetyl--P-F",2-Hydroxy-2-methylbutyric acid-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F",Acetoacetic acid-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F",Lactic Acid-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F",Levulinic acid-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F",L-Rhamnose-F-F,FEC-PLS
"D-Isoleucine, N-acetyl--P-F",N-Methyl-L-proline-F-F,FEC-PLS
D-Leucylglycylglycine-P-F,"2,5-Dimethoxybenzhydrazide-F-F",FEC-PLS
D-Leucylglycylglycine-P-F,3-Hydroxybutyric acid-F-F,FEC-PLS
D-Leucylglycylglycine-P-F,Decyl oleate-F-F,FEC-PLS
D-Leucylglycylglycine-P-F,D-Glucose-F-F,FEC-PLS
D-Leucylglycylglycine-P-F,Syringaldehyde-F-F,FEC-PLS
D-Mannose-P-F,Ethanolamine-F-F,FEC-PLS
D-Mannose-P-F,Hexanoic acid-F-F,FEC-PLS
D-Mannose-P-F,Sebacic acid-F-F,FEC-PLS
D-Proline-P-F,Anthranilic acid-F-F,FEC-PLS
D-Proline-P-F,Deoxyribopyranose-F-F,FEC-PLS
D-Proline-P-F,Glycerol-F-F,FEC-PLS
"D-Psicofuranose, pentakis-P-F","(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F-F",FEC-PLS
"D-Psicofuranose, pentakis-P-F","3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F-F",FEC-PLS
"D-Psicofuranose, pentakis-P-F","5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-F-F",FEC-PLS
"D-Psicofuranose, pentakis-P-F",Itaconic acid-F-F,FEC-PLS
"D-Psicofuranose, pentakis-P-F",Lignoceric acid-F-F,FEC-PLS
"D-Psicofuranose, pentakis-P-F",Phthalimide-F-F,FEC-PLS
"D-Psicofuranose, pentakis-P-F",Tricine-F-F,FEC-PLS
D-Ribose-P-F,2-Aminoadipic acid-F-F,FEC-PLS
D-Ribose-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
D-Ribose-P-F,D-(-)-Fructopyranose-F-F,FEC-PLS
D-Ribose-P-F,"Gluconolactone (3R,4S,5R,6R)-F-F",FEC-PLS
D-Ribose-P-F,Pentanedioic acid-F-F,FEC-PLS
D-Ribose-P-F,Salsoline-F-F,FEC-PLS
D-Ribose-P-F,Syringaldehyde-F-F,FEC-PLS
D-Threitol-P-F,"2,5-Dimethoxybenzhydrazide-F-F",FEC-PLS
D-Threitol-P-F,l-Leucyl-l-valine-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F","1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F-F",FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F","2,4-Di-tert-butylphenol-F-F",FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",2-Aminoadipic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",2-Aminobutanoic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F","3,4-Dimethoxymandelic acid-F-F",FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",3-O-methyl-beta-D-Glucopyranose-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F","Butanoic acid, 3,4-dihydroxy--F-F",FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Dodecanoic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Itaconic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Levoglucosan-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",L-Isoleucine-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",L-Leucine-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",L-Proline-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Methylmaleic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Phenylalanine-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Ribonic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Sebacic acid-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Tetrahydrolinalool-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Tyrosine-F-F,FEC-PLS
"D-Xylofuranose, 1,2,3,5-tetrakis-O--P-F",Xylazine-F-F,FEC-PLS
Decanoic acid-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
Decanoic acid-P-F,17-alpha-Hydroxypregnenolone-F-F,FEC-PLS
Decanoic acid-P-F,"2,4-Di-tert-butylphenol-F-F",FEC-PLS
Decanoic acid-P-F,4-hydroxy-3-penten-2-one-F-F,FEC-PLS
Decanoic acid-P-F,"Benzaldehyde, 2,5-dimethoxy-F-F",FEC-PLS
Decanoic acid-P-F,beta-Alanine-F-F,FEC-PLS
Decanoic acid-P-F,"Hexadecanoic acid, ethyl ester-F-F",FEC-PLS
Decanoic acid-P-F,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F-F,FEC-PLS
Decanoic acid-P-F,"Propanoic acid, 2-methyl-, hexyl ester-F-F",FEC-PLS
Decanoic acid-P-F,"Stigmast-5-ene, 3beta-F-F",FEC-PLS
Decanoic acid-P-F,"Thymine, 1,3-dimethyl-6-hydroxymethyl-F-F",FEC-PLS
Dehydronorketamine-P-F,1-Dodecanol-F-F,FEC-PLS
Dehydronorketamine-P-F,1-Octanol-F-F,FEC-PLS
Dehydronorketamine-P-F,1-Tetradecanol-F-F,FEC-PLS
Dehydronorketamine-P-F,"2,3-Butanediol-F-F",FEC-PLS
Dehydronorketamine-P-F,"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F-F",FEC-PLS
Dehydronorketamine-P-F,2-Hydroxy-2-methylbutyric acid-F-F,FEC-PLS
Dehydronorketamine-P-F,2-Ketobutyric acid-F-F,FEC-PLS
Dehydronorketamine-P-F,3-Undecene-F-F,FEC-PLS
Dehydronorketamine-P-F,pyrazole-F-F,FEC-PLS
Dehydronorketamine-P-F,4-Methylvaleric acid-F-F,FEC-PLS
Dehydronorketamine-P-F,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F-F",FEC-PLS
Dehydronorketamine-P-F,Acetoacetic acid-F-F,FEC-PLS
Dehydronorketamine-P-F,Arachidic acid-F-F,FEC-PLS
Dehydronorketamine-P-F,Cyclohexanemethanol-F-F,FEC-PLS
Dehydronorketamine-P-F,"Dimethyl hexopyranosiduronate, alpha-D-F-F",FEC-PLS
Dehydronorketamine-P-F,Hexanedioic acid-F-F,FEC-PLS
Dehydronorketamine-P-F,"Inosose-2, myo-F-F",FEC-PLS
Dehydronorketamine-P-F,Lactic Acid-F-F,FEC-PLS
Dehydronorketamine-P-F,Myristic acid-F-F,FEC-PLS
Dehydronorketamine-P-F,Pantolactone-F-F,FEC-PLS
Dehydronorketamine-P-F,"Propanoic acid, 2-methyl-, hexyl ester-F-F",FEC-PLS
Dehydronorketamine-P-F,Salsoline-F-F,FEC-PLS
Dehydronorketamine-P-F,Serine-F-F,FEC-PLS
Dehydronorketamine-P-F,Stearic acid-F-F,FEC-PLS
Dehydronorketamine-P-F,Trisaminol-F-F,FEC-PLS
Delorazepam-P-F,Ketamine-F-F,FEC-PLS
Delorazepam-P-F,Urea-F-F,FEC-PLS
Deoxycholic Acid-P-F,Glycerol-F-F,FEC-PLS
Deoxycholic Acid-P-F,"Hydantoin, 5-hydroxy-F-F",FEC-PLS
Desmosterol-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
Desmosterol-P-F,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F-F",FEC-PLS
Desmosterol-P-F,2-Hydroxy-3-methylbutyric acid-F-F,FEC-PLS
Desmosterol-P-F,2-tert-Butyl-4-ethylphenol-F-F,FEC-PLS
Desmosterol-P-F,3-Buten-2-one-F-F,FEC-PLS
Desmosterol-P-F,3-Deoxyhexitol-F-F,FEC-PLS
Desmosterol-P-F,"Benzaldehyde, 2,5-dimethoxy-F-F",FEC-PLS
Desmosterol-P-F,Dodecanoic acid-F-F,FEC-PLS
Desmosterol-P-F,"Hexadecanoic acid, ethyl ester-F-F",FEC-PLS
Desmosterol-P-F,"Hexadecanoic acid, methyl ester-F-F",FEC-PLS
Desmosterol-P-F,L-(+)-Rhamnopyranose-F-F,FEC-PLS
Desmosterol-P-F,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F-F,FEC-PLS
Desmosterol-P-F,Norketamine-F-F,FEC-PLS
Desmosterol-P-F,Oxalic acid-F-F,FEC-PLS
Desmosterol-P-F,Ribonic acid-F-F,FEC-PLS
Dicyclohexylamine-P-F,Pyrrole-2-carboxylic acid-F-F,FEC-PLS
Dihydrouracil-P-F,3-Aminobutanoic acid-F-F,FEC-PLS
Dihydrouracil-P-F,"1,2,4,5-Cyclohexanetetrol-F-F",FEC-PLS
Dihydrouracil-P-F,"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F-F",FEC-PLS
Dihydrouracil-P-F,"3,4-Dimethoxymandelic acid-F-F",FEC-PLS
Dihydrouracil-P-F,3-Buten-2-one-F-F,FEC-PLS
Dihydrouracil-P-F,3-Deoxyhexitol-F-F,FEC-PLS
Dihydrouracil-P-F,Ethanolamine-F-F,FEC-PLS
Dihydrouracil-P-F,Methyl 2-acetamido-2-deoxy-3-O-methyl-alpha-D-galactopyranoside-F-F,FEC-PLS
Dihydrouracil-P-F,"Stigmast-5-ene, 3beta-F-F",FEC-PLS
Dihydrouracil-P-F,Suberic acid-F-F,FEC-PLS
Dimethyl fumarate-P-F,4-hydroxycyclohexylacetate-F-F,FEC-PLS
"Dimethyl hexopyranosiduronate, alpha-D--P-F",4-Hydroxyphenyllactic acid-F-F,FEC-PLS
"Dimethyl hexopyranosiduronate, alpha-D--P-F","Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F-F",FEC-PLS
Dinoseb-P-F,L-Serine-F-F,FEC-PLS
Dinoseb-P-F,N-Acetylglucosamine-F-F,FEC-PLS
Dinoseb-P-F,3-Pyridylcarbinol-F-F,FEC-PLS
Dinoseb-P-F,Cytosine-F-F,FEC-PLS
Dinoseb-P-F,DL-Phenylalanine-F-F,FEC-PLS
Dinoseb-P-F,L-Isoleucine-F-F,FEC-PLS
