n1,n2,edge_dir,FDR
Palmitic Acid-P,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-F",1,0.401800436
Palmitic Acid-P,Vanillin-F,1,0.418066398
Palmitic Acid-P,Xylazine-F,1,0.792226206
Palmitic Acid-P,"Xylonic acid, delta-lactone-F",1,0.406569476
Pantolactone-P,Deoxyglucose-F,-1,0.719356226
Pantolactone-P,L-Hydroxyproline-F,1,0.742407716
Pantolactone-P,L-Serine-F,1,0.340462318
Pantolactone-P,N-Acetylglucosamine-F,1,0.278546082
Pantolactone-P,Niacinamide-F,-1,0.778795194
Pantolactone-P,Thr-Leu-F,-1,0.166344763
Pantolactone-P,Xanthine-F,-1,0.865941473
Pantolactone-P,"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",1,0.623227828
Pantolactone-P,"1(2H)-Naphthalenone, 3,4-dihydro-3,3,6,8-tetramethyl--F",1,0.63695726
Pantolactone-P,"1,4-Butanediol-F",-1,0.744418096
Pantolactone-P,11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-F,-1,0.789413039
Pantolactone-P,1-Dodecanol-F,-1,0.450737385
Pantolactone-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.170889263
Pantolactone-P,1-Octanol-F,-1,0.221073624
Pantolactone-P,"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.324021763
Pantolactone-P,"2,5-Dimethoxybenzhydrazide-F",1,0.667310611
Pantolactone-P,"2,6-Di-O-methyl-d-galactopyranose-F",1,0.989106241
Pantolactone-P,2-Amino-4-tert-butylphenol-F,-1,0.389225701
Pantolactone-P,2-Ketobutyric acid-F,-1,0.015048947
Pantolactone-P,3-Deoxyhexitol-F,1,0.614841595
Pantolactone-P,3-Hydroxybutyric acid-F,1,0.553022796
Pantolactone-P,3-Hydroxyisovaleric acid-F,-1,0.224960313
Pantolactone-P,3-Methylvaleric acid-F,-1,0.431527826
Pantolactone-P,4-hydroxy-3-penten-2-one-F,1,0.331567213
Pantolactone-P,4-Hydroxybutanoic acid-F,-1,0.875509534
Pantolactone-P,4-Methyl-5-thiazoleethanol-F,-1,0.264202771
Pantolactone-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-F",1,0.635210611
Pantolactone-P,"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F",-1,0.377141589
Pantolactone-P,"9,12-Octadecadienoic acid-F",1,0.318247147
Pantolactone-P,9-Octadecenoic acid-F,-1,0.030413919
Pantolactone-P,alpha-Ketoisovaleric acid-F,-1,0.958561162
Pantolactone-P,alpha-L-(-)-Fucopyranose-F,-1,0.552832929
Pantolactone-P,Anthranilic acid-F,-1,0.275869242
Pantolactone-P,Arabinose-F,-1,0.200830662
Pantolactone-P,beta-Alanine-F,-1,0.508382084
Pantolactone-P,Cinnamic acid-F,1,0.125743418
Pantolactone-P,Citric acid-F,1,0.733747878
Pantolactone-P,D-(-)-Fructofuranose-F,1,0.399145362
Pantolactone-P,D-(+)-Galactopyranose-F,1,0.283016664
Pantolactone-P,D-Arabinose-F,1,0.506356316
Pantolactone-P,Deoxycholic Acid-F,-1,0.644369888
Pantolactone-P,D-Fructose-F,-1,0.572422802
Pantolactone-P,D-Fucitol-F,1,0.374396099
Pantolactone-P,DL-Phenylalanine-F,1,0.381834981
Pantolactone-P,D-Xylose-F,1,0.98057015
Pantolactone-P,Ethyl alpha-D-glucopyranoside-F,-1,0.615449611
Pantolactone-P,Glycerol tricaprylate-F,1,0.415776754
Pantolactone-P,Glycerol-F,-1,0.501793742
Pantolactone-P,Hexacosanoic acid-F,1,0.839511321
Pantolactone-P,"Hexadecanoic acid, 4-hydroxybutyl ester-F",-1,0.425322228
Pantolactone-P,"Hydantoin, 5-hydroxy-F",1,0.222392249
Pantolactone-P,"Inosose-2, myo-F",-1,0.520608955
Pantolactone-P,L-(+)-Lactic acid-F,1,0.516194618
Pantolactone-P,L-Glutamic acid-F,1,0.786596842
Pantolactone-P,L-Isoleucine-F,1,0.712850218
Pantolactone-P,l-Leucyl-l-valine-F,1,0.208498584
Pantolactone-P,L-Threonine-F,1,0.942951682
Pantolactone-P,L-Valine-F,1,0.233703638
Pantolactone-P,Menthol-F,-1,0.190134321
Pantolactone-P,Methyl beta-Arabinofuranoside-F,1,0.597386666
Pantolactone-P,"Methyl galactoside (1S,2S,3S,4R,5R)-F",-1,0.672707664
Pantolactone-P,Myristic acid-F,-1,0.30004451
Pantolactone-P,N-(2-hydroxyethyl)-succinimide-F,1,0.733582715
Pantolactone-P,N-Acetyl glucosamine methoxime-F,-1,0.275794442
Pantolactone-P,N-Acetyl-L-phenylalanine-F,1,0.935943981
Pantolactone-P,Nonadecanoic acid-F,-1,0.281057661
Pantolactone-P,Nonanoic acid-F,-1,0.32247006
Pantolactone-P,Octanoic acid-F,-1,0.588738396
Pantolactone-P,Oxalic acid-F,1,0.273015799
Pantolactone-P,Palmitelaidic acid-F,-1,0.469267148
Pantolactone-P,Pantolactone-F,-1,0.043405067
Pantolactone-P,"Pentanoic acid, 4-methyl-2-oxo--F",-1,0.848515066
Pantolactone-P,"Pentitol, 3-desoxy-F",1,0.810743897
Pantolactone-P,phenoxyethanol-F,1,0.383922179
Pantolactone-P,Phenylalanine-F,1,0.429337587
Pantolactone-P,Phenylpropanolamine-F,-1,0.895603963
Pantolactone-P,Phthalazin-1-one-F,-1,0.35094589
Pantolactone-P,Phthalimide-F,1,0.40947874
Pantolactone-P,"Propanoic acid, 2-methyl-, hexyl ester-F",1,0.10166981
Pantolactone-P,"Propanoic acid, 2-oxo-F",1,0.252698355
Pantolactone-P,Propylamine-F,-1,0.185896674
Pantolactone-P,Putrescine-F,-1,0.794528744
Pantolactone-P,Pyridoxic acid-F,1,0.975094509
Pantolactone-P,Pyrrole-2-carboxylic acid-F,1,0.857679976
Pantolactone-P,Sedoheptulose anhydride-F,-1,0.741661494
Pantolactone-P,Ser-Leu-F,1,0.687259748
Pantolactone-P,Stearic acid-F,-1,0.289444428
Pantolactone-P,"Stigmast-5-ene, 3beta-F",1,0.153950537
Pantolactone-P,"Thymidine, 5'-phosphate-F",1,0.723502196
Pantolactone-P,Triethanolamine-F,-1,0.598451409
Pantolactone-P,Undecanoic acid-F,-1,0.468891782
Pantolactone-P,Valylvaline-F,1,0.416376584
Pantolactone-P,Xylazine-F,1,0.612027751
Pentadecanoic acid-P,3-Aminobutanoic acid-F,-1,0.555828583
Pentadecanoic acid-P,4-Pentenoic acid-F,-1,0.107018734
Pentadecanoic acid-P,N-Methyl-alpha-aminoisobutyric acid-F,-1,0.799457841
Pentadecanoic acid-P,Thr-Leu-F,-1,0.198399839
Pentadecanoic acid-P,"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",1,0.67800509
Pentadecanoic acid-P,"1,2,4,5-Cyclohexanetetrol-F",-1,0.485637422
Pentadecanoic acid-P,13-Docosenamide-F,1,0.23724188
Pentadecanoic acid-P,17-alpha-Hydroxypregnenolone-F,1,0.296603912
Pentadecanoic acid-P,1-Hexacosene-F,1,0.411174454
Pentadecanoic acid-P,1-Hexadecanol-F,1,0.694678385
Pentadecanoic acid-P,"1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.605089912
Pentadecanoic acid-P,1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,-1,0.921273152
Pentadecanoic acid-P,1-Octadecanol-F,1,0.887947761
Pentadecanoic acid-P,"2',2,3,6'-Tetramethoxychalcone-F",-1,0.369000828
Pentadecanoic acid-P,"2,4-Di-tert-butylphenol-F",1,0.500365568
Pentadecanoic acid-P,"2,5-Dimethoxymandelic acid-F",1,0.742774875
Pentadecanoic acid-P,"2,5-Dimethoxyphenol-F",1,0.921639148
Pentadecanoic acid-P,"2-Allyl-1,4-dimethoxybenzene-F",1,0.899330388
Pentadecanoic acid-P,"2-Butenoic acid, 2-hydroxy--F",-1,0.425389846
Pentadecanoic acid-P,2-Hydroxy-2-methylbutyric acid-F,-1,0.660283151
Pentadecanoic acid-P,"2-Methyl-4,6-dinitrophenol-F",-1,0.572453807
Pentadecanoic acid-P,2-Octanol-F,-1,0.943206252
Pentadecanoic acid-P,"3,4-Dimethoxymandelic acid-F",-1,0.366479396
Pentadecanoic acid-P,"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.268990309
Pentadecanoic acid-P,3-Amino-2-piperidone-F,1,0.653677559
Pentadecanoic acid-P,"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-F",1,0.766001547
Pentadecanoic acid-P,3-Hydroxybutyric acid-F,1,0.65545314
Pentadecanoic acid-P,3-Hydroxyisovaleric acid-F,-1,0.731812214
Pentadecanoic acid-P,3-Methyl-2-furoic acid-F,1,0.293933701
Pentadecanoic acid-P,3-Methylvaleric acid-F,1,0.950678881
Pentadecanoic acid-P,3-Pyridylcarbinol-F,1,0.518924604
Pentadecanoic acid-P,4-hydroxy-3-penten-2-one-F,1,0.907647673
Pentadecanoic acid-P,4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-F,1,0.403630209
Pentadecanoic acid-P,4-Hydroxybenzeneacetic acid-F,1,0.467128633
Pentadecanoic acid-P,4-Hydroxybenzoic acid-F,1,0.696750263
Pentadecanoic acid-P,4-Methyl-5-thiazoleethanol-F,-1,0.300304444
Pentadecanoic acid-P,4-Pyridinol-F,1,0.46960443
Pentadecanoic acid-P,4-hydroxycyclohexylacetate-F,1,0.902946008
Pentadecanoic acid-P,"5,8,11-Eicosatrienoic acid-F",-1,0.354292222
Pentadecanoic acid-P,"5-Androsten-17alpha-methyl-3beta,17beta-diol-F",1,0.221362995
Pentadecanoic acid-P,5-Hydroxy-2-methylpyridine-F,-1,0.502931437
Pentadecanoic acid-P,5-Methyluridine-F,-1,0.417425505
Pentadecanoic acid-P,5-Oxohexanoic Acid-F,-1,0.542928098
Pentadecanoic acid-P,6-Hydroxyhexanoic acid-F,-1,0.333359384
Pentadecanoic acid-P,"9,12-Octadecadienoic acid-F",1,0.442494039
Pentadecanoic acid-P,9H-Purin-6-ol-F,-1,0.46347037
Pentadecanoic acid-P,9-Octadecenoic acid-F,-1,0.557890056
Pentadecanoic acid-P,alpha-L-(-)-Fucopyranose-F,-1,0.185844804
Pentadecanoic acid-P,alpha-Linolenic acid-F,-1,0.535066113
Pentadecanoic acid-P,alpha-Tocopheryl acetate-F,-1,0.275379248
Pentadecanoic acid-P,Arabinitol-F,-1,0.269807452
Pentadecanoic acid-P,"Arabinofuranose, 1,2,3,5-tetrakis-F",-1,0.893051858
Pentadecanoic acid-P,Arabinose-F,-1,0.637491208
Pentadecanoic acid-P,"Azetidine, 1-acetyl-2-methyl-F",1,0.235416258
Pentadecanoic acid-P,beta-Arabinopyranose-F,-1,0.669207254
Pentadecanoic acid-P,"beta-D-Galactopyranoside, methyl-, acetate-F",-1,0.202769342
Pentadecanoic acid-P,Butyl Succinate-F,1,0.553756643
Pentadecanoic acid-P,Campesterol-F,1,0.831674251
Pentadecanoic acid-P,Cholesterol-F,1,0.274497784
Pentadecanoic acid-P,Cinnamic acid-F,1,0.354780207
Pentadecanoic acid-P,Citric acid-F,1,0.683272699
Pentadecanoic acid-P,"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",1,0.556586821
Pentadecanoic acid-P,"D-(+)-Ribono-1,4-lactone-F",-1,0.945670383
Pentadecanoic acid-P,D-(+)-Talofuranose-F,-1,0.200830662
Pentadecanoic acid-P,D-Allofuranose-F,1,0.48329924
Pentadecanoic acid-P,Decanoic acid-F,1,0.947639203
Pentadecanoic acid-P,"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-posphate-F",-1,0.498411003
Pentadecanoic acid-P,D-Fructose-F,-1,0.800103217
Pentadecanoic acid-P,D-Fucitol-F,1,0.18676875
Pentadecanoic acid-P,Dihydroxyacetone-F,1,0.593351315
Pentadecanoic acid-P,"Dimethyl hexopyranosiduronate, alpha-D-F",-1,0.492238106
Pentadecanoic acid-P,Dodecanoic acid-F,-1,0.757809405
Pentadecanoic acid-P,D-Psicofuranose-F,-1,0.340103986
Pentadecanoic acid-P,"Erythrono-1,4-lactone-F",1,0.711633373
Pentadecanoic acid-P,Glycolic acid-F,-1,0.187811365
Pentadecanoic acid-P,Hexacosanoic acid-F,1,0.15962096
Pentadecanoic acid-P,Hexanedioic acid-F,1,0.826062956
Pentadecanoic acid-P,"Hydantoin, 5-hydroxy-F",1,0.480407871
Pentadecanoic acid-P,Idoxuridine-F,1,0.780653939
Pentadecanoic acid-P,Isopropyl myristate-F,1,0.878214563
Pentadecanoic acid-P,Itaconic acid-F,-1,0.340573643
Pentadecanoic acid-P,Levulinic acid-F,-1,0.838713286
Pentadecanoic acid-P,Lignoceric acid-F,1,0.915523351
Pentadecanoic acid-P,l-Leucyl-l-valine-F,1,0.92729821
Pentadecanoic acid-P,"L-Valinamide, N(2),N(2)-dimethyl-F",-1,0.412244558
Pentadecanoic acid-P,L-Valine-F,1,0.39694143
Pentadecanoic acid-P,L-Valyl-L-leucine-F,1,0.990783005
Pentadecanoic acid-P,Monocaprylin-F,1,0.049736659
Pentadecanoic acid-P,N-Acetyl glucosamine methoxime-F,-1,0.118180167
Pentadecanoic acid-P,N-Acetyl-L-glutamic acid-F,-1,0.510984936
Pentadecanoic acid-P,N-Acetyl-L-phenylalanine-F,1,0.919557299
Pentadecanoic acid-P,n-Nonylcyclohexane-F,1,0.544870538
Pentadecanoic acid-P,Oxalic acid-F,1,0.729866576
Pentadecanoic acid-P,Phenol-F,1,0.867532496
Pentadecanoic acid-P,"Propanoic acid, 2-methyl-, hexyl ester-F",1,0.435744395
Pentadecanoic acid-P,"Propanoic acid, 2-oxo-F",1,0.870466274
Pentadecanoic acid-P,Putrescine-F,1,0.225493589
Pentadecanoic acid-P,Pyridoxine-F,-1,0.178166618
Pentadecanoic acid-P,Pyrogallol-F,1,0.259061598
Pentadecanoic acid-P,Sedoheptulose anhydride-F,-1,0.581015663
Pentadecanoic acid-P,Syringaldehyde-F,1,0.825226882
Pentadecanoic acid-P,Tetrahydrogeranyl formate-F,1,0.622458988
Pentadecanoic acid-P,Tetrahydrolinalool-F,1,0.346861586
Pentadecanoic acid-P,Thymidine-F,1,0.465670843
Pentadecanoic acid-P,"Thymidine, 5'-phosphate-F",1,0.72989656
Pentadecanoic acid-P,"Thymine, 1,3-dimethyl-6-hydroxymethyl-F",-1,0.62126561
Pentadecanoic acid-P,Triethanolamine-F,1,0.773462108
Pentadecanoic acid-P,Trisaminol-F,-1,0.812013419
Pentadecanoic acid-P,Uridine-F,-1,0.465616272
Pentadecanoic acid-P,Valylvaline-F,1,0.573480336
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Hydroxypicolinic acid-F,-1,0.508551733
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Acetohydroxamic acid-F,-1,0.148309907
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",L-Hydroxyproline-F,1,0.273707828
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",L-Norvaline-F,1,0.897034016
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Phloroglucinol-F,-1,0.508551733
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Thr-Leu-F,-1,0.380530188
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",12-Oxooctadecanoate-F,-1,0.834281235
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",1-Hexadecanol-F,1,0.245732567
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.085239906
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","1-Propanamine, N,N-diethyl--F",-1,0.865251579
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.658875814
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,3-Butanediol-F",-1,0.341567177
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,3-Dihydroxy-2-methylpropanoic acid-F",-1,0.865251579
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",-1,0.673063783
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,5-Dimethoxybenzhydrazide-F",1,0.235416258
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","2,5-Dimethoxyphenol-F",1,0.273707828
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",2'-Desoxyuridine-F,-1,0.185645943
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",2-Ethylhexanoic acid-F,-1,0.222392249
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",2-Hydroxy-5-methoxybenzaldehyde-F,1,0.164182445
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",2-Ketobutyric acid-F,-1,0.480407871
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F",1,0.266238847
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-F",1,0.19453604
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Deoxyhexitol-F,1,0.243594675
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Hexenedioic acid-F,1,0.326896503
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","3-Hydroxy-2,3-dihydromaltol-F",-1,0.226902674
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Hydroxybutyric acid-F,1,0.597845847
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Methyl-2-furoic acid-F,1,0.247697163
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",3-Undecene-F,-1,0.522911573
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",pyrazole-F,-1,0.076535482
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",4-Coumaric acid-F,-1,0.261397762
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-F,-1,0.480407871
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",4-Hydroxybenzoic acid-F,1,0.770094206
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",4-Pyridinol-F,1,0.552540802
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","5,8,11-Eicosatrienoic acid-F",-1,0.175889503
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",5-Aminovaleric acid-F,1,0.469267148
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",5-Methyluridine-F,1,0.755615142
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-F",-1,0.352497015
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",9-Octadecenamide-F,-1,0.035157906
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",9-Octadecenoic acid-F,-1,0.15309195
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Arabinofuranose, 1,2,3,5-tetrakis-F",-1,0.1322918
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Arachidic acid-F,-1,0.895603963
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Benzoic Acid-F,-1,0.326896503
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","cis-4,5-Dihydroxy-o-dithiane-F",-1,0.381834981
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Cyclohexanemethanol-F,-1,0.286258703
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",-1,0.975094509
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Dihydroxyacetone-F,-1,0.423196996
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Erythrono-1,4-lactone-F",1,0.612027751
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Ethanolamine-F,-1,0.13197802
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Glyceric acid-F,-1,0.849785353
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Guanidine, N,N-dimethyl-F",-1,0.627728675
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Hexanoic acid-F,-1,0.498411003
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Hymexazole-F,-1,0.508551733
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Inosose-2, myo-F",-1,0.480407871
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Ketamine-F,-1,0.880049508
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",L-(+)-Rhamnopyranose-F,1,0.812231341
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Levulinic acid-F,-1,0.567015498
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Malic acid-F,-1,0.800103217
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Menthol-F,-1,0.552540802
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Methyl (3,4-dimethoxyphenyl)(hydroxy)acetate-F",1,0.33962099
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Methylsuccinic acid-F,-1,0.15309195
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Monocaprylin-F,1,0.623227828
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Myristic acid-F,-1,0.508551733
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","N-Acetyl-D-galactosamine, (R,R,R,R)-F",-1,0.164182445
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Nonadecanoic acid-F,-1,0.944257458
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Nonanoic acid-F,-1,0.783417423
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Pantolactone-F,-1,0.0476823
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Pentanoic acid-F,-1,0.33962099
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Phenol-F,-1,0.522152539
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Picolinic acid-F,-1,0.102945533
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Propane, 2-methyl-F",-1,0.658875814
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Propylamine-F,-1,0.975094509
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Pyrogallol-F,1,0.284914843
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Pyrrole-2-carboxylic acid-F,1,0.959981022
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Stearic acid-F,-1,0.39522469
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Syringaldehyde-F,1,0.912800462
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Tetrahydrogeranyl formate-F,-1,0.783417423
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Thymidine-F,-1,0.164182445
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P","Thymine, 1,3-dimethyl-6-hydroxymethyl-F",-1,0.612027751
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Tricine-F,-1,0.537113347
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Trisaminol-F,-1,0.314983683
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Undecanoic acid-F,-1,0.387610442
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Urea-F,-1,0.552540802
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Uridine-F,-1,0.235416258
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Valylglycine-F,1,0.865574853
"Pentanedioic acid, 2,4-bis[(trimethylsilyl)oxy]-P",Valylvaline-F,1,0.273707828
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",10-Heptadecenoic acid-F,-1,0.793823584
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",Butyl caprylate-F,1,0.483911758
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",Deoxyglucose-F,-1,0.595108295
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",L-Asparagine-F,1,0.738437639
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",L-Glutamine-F,-1,0.773887605
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",Thr-Leu-F,-1,0.442636306
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","1,2,4,5-Cyclohexanetetrol-F",-1,0.97148621
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","1,3-Dioxane, 2,2-dimethyl-5-hydroxy--F",1,0.620991194
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F",1,0.650551459
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-F,-1,0.676602665
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",12-Oxooctadecanoate-F,1,0.932119629
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","1H-Indole-2-carboxylic acid, 5-ethyl-1-(trimethylsilyl)-F",-1,0.181518396
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","2,2,4-Trimethyl-1,3-pentanediol diisobutyrate-F",-1,0.448993866
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",2-Aminobutanoic acid-F,1,0.985080378
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",2'-Deoxyribolactone-F,-1,0.481081779
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",2-Pentenedioic acid-F,-1,0.545089535
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",2-Piperidinone-F,-1,0.683477773
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P",2-tert-Butyl-4-ethylphenol-F,1,0.468891782
"Pentanedioic acid, 3-methyl-3-[(trimethylsilyl)oxy]--P","3,4,5-Trihydroxypentanoic acid-F",1,0.467580929
