101_DSS,102_DSS,T0.7_DSS,103_DSS,100_DSS,106_DSS,104_DSS,ID,75_DSS,3369_VECPAC,3673_VECPAC,3354_VECPAC,3319_VECPAC,3678_VECPAC,3353_VECPAC,3337_VECPAC,3675_VECPAC,3329_VECPAC,3307_VECPAC,3680_VECPAC,3302_VECPAC,3677_VECPAC,3674_VECPAC,3688_VECPAC,3679_VECPAC,941_LPS,934_LPS,935_LPS,940_LPS
1.3851734963653214e-05,1.40791570648431e-05,1.2764800106917474e-05,1.246057520347657e-05,1.0023024744523334e-05,1.1027329716359414e-05,1.4579608703051316e-05,Propylamine-F,1.294126899710718e-05,2.049905241642875e-05,2.0944208513152994e-05,2.832062856085168e-05,3.32334173050494e-06,1.8862619276440532e-05,1.4692668790401846e-05,4.892517280039451e-06,2.75920974319075e-05,1.8383241545773224e-05,5.061030294190105e-06,3.451649398285719e-06,1.309830459546029e-05,1.8723461074844276e-05,2.12914751205636e-05,1.8383241545773224e-05,1.1532250407178815e-05,3.14905036478822e-05,1.979564547759212e-05,1.816004922937347e-05,9.901359718928036e-06
1.6319731375822373e-05,9.360376010820136e-06,1.1180401768140297e-05,5.634063006732416e-06,2.201152678220468e-05,4.723781184029817e-06,1.1267313288645191e-05,Protocatechoic acid-F,2.9181046603018635e-05,6.334246960659083e-06,5.346310822575526e-06,1.234707808805674e-05,,4.892517280039451e-06,4.824168698834687e-06,7.556100302843182e-06,1.6670124926057917e-05,1.4147287377574096e-05,1.227050958596087e-05,5.346310822575526e-06,,1.5472069966158023e-05,1.1932006955256328e-05,3.838907268305318e-06,9.71201344212411e-06,2.5077891059761747e-05,1.616923836971354e-05,2.283836865138379e-05,1.616923836971354e-05
2.3013007459322897e-06,,1.3192897472835174e-05,1.0989201582019573e-06,1.0989201582019573e-06,4.493466542271954e-06,,Putrescine-F,1.393279199682988e-05,1.8145783165286223e-05,2.9188931357302075e-06,7.620728118776205e-06,7.5656840096351e-07,,2.160341828671319e-06,,1.5242238489794084e-06,7.353224287020933e-06,1.6696406259132334e-06,5.878732359027068e-06,1.2265969563571955e-06,1.2265969563571955e-06,,9.540982189462616e-07,3.5938707091906705e-06,2.7860148254991692e-05,,9.746818746062618e-07,7.975342044517285e-07
2.7192928148823935e-05,3.2292539494155514e-05,,2.634354491413347e-05,2.159440673801431e-05,2.2632295090858327e-05,4.346491473329062e-05,Pyridoxic acid-F,2.970422976887245e-05,3.325545417503186e-05,1.5172850763961797e-05,4.157008035756903e-05,2.2306934121041924e-05,1.4444563084082658e-05,,,,2.75920974319075e-05,3.923185740776969e-05,2.32416102774216e-05,2.620340902249302e-05,2.6879062833220023e-05,,1.309830459546029e-05,,0.0002184093386385,,,
3.626250384777477e-05,3.1710860085391355e-05,,4.2751237330948965e-05,2.669672317085981e-05,9.277628608016003e-06,3.641538415551906e-05,Pyridoxine-F,6.988409252482789e-06,,7.996172237438206e-05,,,,,,,,,,,7.996172237438206e-05,0.0001936990815429,4.5543860543956285e-05,,,,,0.0001918911759119
1.1790367430650208e-05,5.91263230801628e-06,1.6634997683936846e-05,5.57881337273308e-06,5.57881337273308e-06,,5.422453129935512e-06,Pyrogallol-F,4.905147458638121e-06,8.52754837063112e-06,2.7786100683678203e-06,1.0155997232356115e-05,5.739971462712748e-06,2.160341828671319e-06,7.198196903208721e-06,6.334246960659083e-06,3.708687676613752e-06,9.042157442033253e-06,7.900262314483305e-06,1.16750228775351e-05,6.334246960659083e-06,8.511103045165092e-07,2.160341828671319e-06,1.234707808805674e-05,9.311484054051764e-06,5.3835171916323376e-05,3.375311155399184e-05,2.1932952715233096e-05,6.0356557680024845e-06
9.248108126366247e-06,1.054808719348354e-05,,1.346120737417283e-05,1.8079635399120293e-05,5.50700113836064e-05,1.361846271992069e-05,Pyroglutamic acid-F,1.9996966886246706e-05,,,,,,,,,,,,,,,,,,0.0002482324990964,,
1.4742403010768062e-05,1.5159527356068062e-05,3.641538415551906e-05,1.833322344117065e-05,2.798520805635317e-05,2.3682878167154508e-05,1.6119085755873752e-05,Pyrrole-2-carboxylic acid-F,1.072578692735823e-05,8.074625385414086e-06,1.644556905298271e-05,1.1996853279076284e-05,1.0044812570532567e-05,8.379970012515422e-06,1.2536257033858527e-05,1.9136547226177323e-05,6.800195758152759e-06,6.979769416166107e-06,1.309830459546029e-05,7.739159808239551e-06,1.296183527434534e-05,7.482180808301214e-06,9.575632659392894e-06,7.818997343889304e-06,1.4620042027486713e-05,1.5023138006759788e-05,1.7967467463707408e-05,1.979564547759212e-05,2.5077891059761747e-05
,,1.9823598736468096e-05,,,2.669672317085981e-05,,Ribitol-F,,2.9188931357302075e-06,5.652554360780266e-06,5.652554360780266e-06,7.053780821325238e-06,8.32966123896967e-06,9.042157442033253e-06,6.740618821722773e-06,7.411163384854276e-06,6.838683640633865e-06,1.0326710833809038e-05,4.204972701868237e-06,1.3961749599710964e-05,8.012154046405676e-06,9.213874226892582e-06,5.878732359027068e-06,4.285824892463443e-06,5.393937924956675e-06,1.910563731616014e-05,2.7857133842763493e-06,
2.9963994925811656e-05,3.268627187811113e-05,7.657439056734032e-06,2.8971211262882623e-05,2.0215364202095466e-05,1.7704528510273135e-05,2.970671668301444e-05,Ribonic acid-F,1.5022456407224026e-05,1.3355552836233331e-05,2.304591577534761e-05,1.8383241545773224e-05,9.540982189462616e-07,1.693009845688965e-05,1.0487570078712236e-05,1.4444563084082658e-05,1.2480303729688104e-05,1.783254620541652e-05,4.824168698834687e-06,5.148709247549425e-07,1.4902948435702968e-05,2.9188931357302075e-06,2.7786100683678203e-06,1.4500776211059256e-06,1.945039667301927e-05,1.0894776337191838e-05,,5.627939780306909e-06,3.1647344176765684e-05
5.723450699934834e-06,1.2361712542340598e-05,6.202204494441844e-06,2.517476152830188e-05,4.471311006304033e-06,1.7056843290288054e-05,1.2143831100590792e-05,Salsoline-F,4.0251084634536926e-06,2.013307005113874e-07,1.4500776211059256e-06,2.7786100683678203e-06,1.0155997232356115e-05,1.2265969563571955e-06,1.0594866739571735e-06,8.789436112149386e-06,1.8729174152879864e-06,2.355667624442488e-06,2.9188931357302075e-06,7.5656840096351e-07,1.0594866739571735e-06,1.9950227610256658e-06,9.540982189462616e-07,8.511103045165092e-07,5.0163559609822535e-08,0.0002482324990964,4.583419628296123e-06,5.508355273131858e-06,4.463384885273438e-06
4.248725036044306e-06,4.87526324241824e-06,,1.436304167481794e-06,1.2171694124660409e-06,2.7877904856115618e-05,8.590763965279978e-06,Sebacic acid-F,3.687793914310128e-05,,,,4.786228592863906e-05,4.157008035756903e-05,,,,3.576797677898148e-05,,,,,5.2620193109722245e-05,,3.680674354561085e-05,,,,0.0001361039451123
1.575068747324872e-05,1.925943073606511e-05,8.068926943969344e-06,4.990678143691568e-06,1.1785389921929095e-05,4.426054320388334e-05,1.1722944874426744e-05,Sedoheptulose anhydride-F,4.3950547188156935e-06,5.5036087935702295e-06,1.4620042027486713e-05,9.36547765043883e-06,5.404488417593672e-06,8.71873089219062e-06,6.800195758152759e-06,1.1281872769247187e-05,1.0778852401770285e-05,5.153499881227712e-06,1.526312974151954e-05,1.2208818932674653e-05,1.783254620541652e-05,8.789436112149386e-06,9.36547765043883e-06,1.1202664999138725e-05,6.029258748765645e-06,1.0386845766700366e-05,2.3773058557190056e-05,2.83600203602203e-05,1.836056416543893e-06
7.623300396063313e-06,3.131416001425645e-05,1.707982649666101e-05,1.4048979516672418e-05,2.3192497753852852e-05,5.0652376081904485e-05,3.753720025373202e-05,Serine-F,1.688621935250256e-05,9.258704550439152e-06,6.800195758152759e-06,1.0665728533051415e-05,1.6558376670944696e-05,6.267353285256778e-06,1.0262900891441453e-05,8.60022333596996e-06,8.273461006934159e-06,2.2306934121041924e-05,1.3770475305366092e-05,1.0090781793674955e-05,1.3035304206314098e-05,4.892517280039451e-06,3.708687676613752e-06,7.482180808301214e-06,7.198196903208721e-06,2.105898820992524e-05,9.268868110722535e-06,9.425500260985755e-06,1.4518114604552437e-05
3.5284114250543903e-06,1.35160529853322e-05,1.2006841277602862e-05,1.6170888215998225e-05,3.100699060008992e-05,3.863927144298118e-05,5.454398341385566e-06,Ser-Leu-F,1.22288661542631e-05,,1.0090781793674955e-05,1.2768255496444658e-05,2.4839556875137356e-05,1.7344629467056497e-05,1.621220549397703e-05,5.153499881227712e-06,1.110920651427007e-05,1.0953974500899492e-05,3.059419164787951e-05,2.0666979472325727e-05,1.572011312693568e-05,,,2.1841778363667705e-05,,,,,0.0001016357414059
2.8217167642401288e-05,3.540592791728589e-05,7.007477770287774e-05,3.400018344535604e-05,2.94041542893084e-05,2.3077204321855292e-05,2.576605936152483e-05,Sinapinic acid-F,1.5119424900517684e-06,,,,2.284254472678872e-05,,,,,,4.591718606998633e-06,,,,,,,,0.0001118314390849,,
1.0859288351675112e-05,1.644437869995243e-05,9.86678912541326e-06,7.657439056734032e-06,5.467794719228499e-06,2.278329624605084e-05,1.4579608703051316e-05,Stearic acid-F,1.3427383714117782e-05,5.148709247549425e-07,9.540982189462616e-07,1.9950227610256658e-06,3.392496773917764e-07,1.7484467376909954e-07,2.013307005113874e-07,2.797508392698753e-07,6.892096132425918e-07,1.9950227610256658e-06,6.892096132425918e-07,6.27408295725197e-07,4.680031389540245e-07,7.5656840096351e-07,1.596140527472915e-07,2.013307005113874e-07,1.110085485769917e-09,0.0001118314390849,2.929367821373273e-05,1.939805458292396e-05,2.65982170447041e-06
5.5271362064019945e-06,2.503006175286358e-05,,1.7104303034974996e-05,2.5515636422169148e-05,6.988409252482789e-06,5.11124540177587e-06,"Stigmast-5-ene, 3beta-F",2.2880449778157066e-05,,,,0.0001000827545384,,7.996172237438206e-05,2.2306934121041924e-05,,,,,2.7971670520343615e-05,,,,,,,7.83256658946541e-05,
4.317767916470863e-06,2.834182402821186e-05,,1.6705355020812007e-05,1.9834363825530043e-05,5.019531850349988e-06,9.544911242431532e-06,Stigmastanol-F,,,,,,,,0.0001352344947286,,,,,,,,,,,,,
1.4110523376017462e-05,2.0083090917598144e-05,1.4772244342186592e-05,1.045478783687502e-05,2.3192497753852852e-05,3.3356186281286075e-05,3.1710860085391355e-05,Suberic acid-F,7.007477770287774e-05,4.591718606998633e-06,6.267353285256778e-06,8.32966123896967e-06,1.0262900891441453e-05,8.789436112149386e-06,7.411163384854276e-06,8.379970012515422e-06,7.739159808239551e-06,1.1347893720169177e-05,5.878732359027068e-06,7.198196903208721e-06,6.3799680352538855e-06,9.258704550439152e-06,9.782871268536e-06,9.47162724769854e-06,8.789436112149386e-06,2.1289514608228615e-05,9.486867271749878e-06,1.2128426444807096e-05,1.2621640375920456e-05
1.245868703027494e-06,2.109113763709528e-06,1.079189482023349e-05,4.680512051932894e-07,4.680512051932894e-07,1.1884701219045872e-06,1.5119424900517684e-06,Supraene-F,1.1884701219045872e-06,1.5172850763961797e-05,1.693009845688965e-05,9.11575565424583e-06,8.074625385414086e-06,2.109789863352044e-05,4.060200940597134e-06,,1.4063340123578813e-05,9.258704550439152e-06,6.740618821722773e-06,1.959294730854357e-05,8.379970012515422e-06,1.3961749599710964e-05,9.906362729385416e-06,1.4902948435702968e-05,1.0620821558699816e-05,3.50469864040057e-05,1.2072245970380529e-05,1.1009017472615811e-05,3.730631084829245e-06
1.7526733275419454e-05,1.6028994608052693e-05,2.026036783710036e-05,1.9823598736468096e-05,1.9460812685940265e-05,1.8816337440787732e-05,1.2658739783091682e-05,Syringaldehyde-F,1.235586967946416e-05,1.16750228775351e-05,1.2615483742156777e-05,1.5365543292194056e-05,1.0778852401770285e-05,9.906362729385416e-06,1.2697184393997278e-05,1.1932006955256328e-05,1.227050958596087e-05,1.16750228775351e-05,1.2768255496444658e-05,1.4063340123578813e-05,1.0326710833809038e-05,1.110920651427007e-05,1.3466760060806866e-05,1.1932006955256328e-05,1.2536257033858527e-05,1.979564547759212e-05,1.3670646908920618e-05,1.777017388964433e-05,2.2583294684846227e-05
3.559992343376083e-05,5.163798424280938e-05,2.0755781389938976e-05,3.181682859142023e-05,2.94041542893084e-05,1.3385339811909136e-05,2.5416841227163983e-05,Syringic acid-F,3.0783454061225895e-05,2.0666979472325727e-05,1.4902948435702968e-05,1.0435167259978e-05,1.2697184393997278e-05,1.5561833237917407e-05,1.2208818932674653e-05,1.0044812570532567e-05,1.185895803842346e-05,1.3770475305366092e-05,7.952419982320188e-06,1.4620042027486713e-05,1.110920651427007e-05,9.521792448588312e-06,7.482180808301214e-06,1.1413043010049007e-05,7.556100302843182e-06,1.0261147424161163e-05,3.9787260803249463e-05,3.272055131890429e-05,1.0894776337191838e-05
,5.11124540177587e-06,,,,1.307044056450904e-05,,Tetrahydro-2-furanylmethanol-F,,2.355667624442488e-06,,,,3.1616497607301085e-06,,2.2328191271527273e-06,1.7822389905926072e-06,,4.060200940597134e-06,,,,2.9188931357302075e-06,2.680847064643316e-06,,3.809762550883719e-05,,3.9787260803249463e-05,
6.355597017274777e-06,1.688621935250256e-05,1.426652836882352e-05,8.011441455103292e-06,5.324556668072494e-06,8.82987821579131e-06,1.2869169673641848e-05,Tetrahydrogeranyl formate-F,3.181682859142023e-05,1.572011312693568e-05,9.841198238582704e-06,1.9136547226177323e-05,7.411163384854276e-06,1.234707808805674e-05,1.1413043010049007e-05,8.52754837063112e-06,1.6054494792383944e-05,1.2536257033858527e-05,6.800195758152759e-06,1.3674707895242087e-05,7.620728118776205e-06,1.5365543292194056e-05,1.2078836338496938e-05,1.0778852401770285e-05,7.482180808301214e-06,3.956451497396527e-05,1.805522489530305e-05,1.636421583195918e-05,9.603791893972332e-06
1.2069064934656574e-05,1.82932922404292e-05,,1.0324258698440231e-05,1.0659679034482969e-05,1.1267313288645191e-05,1.2392257246835673e-05,Tetrahydrolinalool-F,1.5371981451997847e-05,,,3.680674354561085e-05,,,,3.059419164787951e-05,,2.3629461226985454e-05,,,,,,2.75920974319075e-05,1.9136547226177323e-05,,,,
1.3562024007071758e-05,2.5521960019589458e-05,2.176880498986488e-05,1.246057520347657e-05,1.2910901587876432e-05,2.3682878167154508e-05,3.4649152282659024e-05,Thymidine-F,3.506076244015584e-05,1.2480303729688104e-05,8.273461006934159e-06,9.18777604581322e-06,1.79827107792425e-05,2.4839556875137356e-05,2.414684762315199e-05,2.3887850772886572e-05,8.789436112149386e-06,1.693009845688965e-05,7.130834026515903e-06,8.012154046405676e-06,4.786228592863906e-05,1.0044812570532567e-05,7.130834026515903e-06,1.8723461074844276e-05,1.7467951015074844e-05,7.486126882586817e-06,2.65982170447041e-06,5.120879916819872e-06,3.8445826984092434e-05
,3.574783517355638e-06,6.092911798553189e-06,3.1141535472581485e-06,1.5790216861071502e-05,3.021409263273309e-06,1.3798916561898663e-05,"Thymidine, 5'-phosphate-F",3.4459720533015555e-06,1.0594866739571735e-06,1.6696406259132334e-06,,6.892096132425918e-07,,2.680847064643316e-06,4.591718606998633e-06,,1.7822389905926072e-06,,3.392496773917764e-07,7.307106905725083e-06,,2.680847064643316e-06,4.824168698834687e-06,4.667820533428246e-06,,,,
2.0886291800900666e-05,2.906237220549846e-05,2.034878310473378e-05,1.5163105901636576e-05,1.3980535458479832e-05,2.278329624605084e-05,2.215707955705869e-05,"Thymine, 1,3-dimethyl-6-hydroxymethyl-F",1.1180401768140297e-05,9.521792448588312e-06,1.1760244376352708e-05,1.0953974500899492e-05,2.12914751205636e-05,1.3585756759300332e-05,1.5855880502191168e-05,1.2536257033858527e-05,7.353224287020933e-06,9.782871268536e-06,1.3856208526654547e-05,7.353224287020933e-06,1.3585756759300332e-05,8.91178878016954e-06,6.979769416166107e-06,1.3961749599710964e-05,7.411163384854276e-06,1.2016705068176969e-05,1.636421583195918e-05,4.143650717333138e-05,2.1643036174431583e-05
8.653715118754102e-05,,,1.736650170078324e-05,1.8079635399120293e-05,3.4461637679166565e-05,1.732656189020077e-05,trans-Coniferryl alchool-F,1.364018777854412e-05,,,,5.0013878547349586e-05,,,,,,,,,,,,,,,,7.551080677310789e-05
,,,4.069419579927048e-06,,4.016701514005419e-05,,Tributyl acetylcitrate-F,,,,,,,,,6.497420543599908e-05,,,,,,,,,,,1.1917979989316106e-05,
1.343664022881009e-05,1.4655672715643905e-05,2.6869214686453195e-05,1.4908211686478154e-05,2.095649848611732e-05,1.3683637895790984e-05,2.576605936152483e-05,Tricine-F,1.765405291100132e-05,3.923185740776969e-05,1.959294730854357e-05,1.526312974151954e-05,3.5938707091906705e-06,1.644556905298271e-05,8.60022333596996e-06,3.0433484155440252e-06,6.4835340690195805e-06,7.112681932279086e-05,3.993510637437755e-06,1.1281872769247187e-05,4.892517280039451e-06,6.67648829467256e-06,8.60022333596996e-06,3.5938707091906705e-06,4.418146983729302e-06,,1.38972320822724e-06,1.530841212515444e-06,2.5522233466767726e-06
6.064746785512522e-06,,1.2078738479918813e-05,9.13932861152029e-06,2.2611114771137555e-06,,1.1902622933739394e-05,Triethanolamine-F,3.358745976749155e-05,9.71201344212411e-06,5.739971462712748e-06,1.693009845688965e-05,8.32966123896967e-06,6.906010842661122e-06,8.074625385414086e-06,6.3799680352538855e-06,9.521792448588312e-06,1.0090781793674955e-05,8.32966123896967e-06,7.130834026515903e-06,6.029258748765645e-06,1.0840204443001189e-05,1.0665728533051415e-05,6.67648829467256e-06,1.0044812570532567e-05,2.1932952715233096e-05,1.0386845766700366e-05,1.0894776337191838e-05,1.838340221627417e-05
2.483078817706204e-05,2.58188919108702e-05,2.929972100053881e-05,5.222538188887127e-06,2.484664033988511e-05,2.0049485234608174e-05,3.918652043120164e-05,"Trimethylsilyl (5-benzyl-3,6-dioxopiperazin-2-yl)acetate-F",3.0241295039425454e-05,1.5855880502191168e-05,2.6879062833220023e-05,,,1.2615483742156777e-05,2.832062856085168e-05,2.5902726833547406e-05,1.8862619276440532e-05,,1.8145783165286223e-05,1.1476418585063051e-05,5.57539324073144e-06,1.693009845688965e-05,2.2545498786391935e-05,,1.5365543292194056e-05,,8.784195921187054e-06,1.838340221627417e-05,6.602528415903965e-05
2.736993327458843e-06,3.672680256023734e-06,,,,2.8730183291815375e-06,2.3013007459322897e-06,Triphenylene-F,,,,,,,,,,,,,,,,,,,,,
2.3250144469851632e-05,,2.503006175286358e-05,,9.991682278919904e-07,5.846962284932955e-06,1.732656189020077e-05,Tripropylene glycol monomethyl ether-F,1.936042358264363e-06,9.575632659392894e-06,8.71873089219062e-06,9.782871268536e-06,5.601311560210204e-07,2.2328191271527273e-06,9.258704550439152e-06,5.805401985800017e-06,1.3770475305366092e-05,9.71201344212411e-06,1.0620821558699816e-05,8.789436112149386e-06,5.652554360780266e-06,1.309830459546029e-05,1.327857368940808e-05,1.185895803842346e-05,7.739159808239551e-06,2.611088457072969e-05,1.478167612241706e-05,1.5770150150179934e-05,1.777017388964433e-05
1.8225687409092345e-05,0.0001648289890162,9.443123413624266e-06,1.245868703027494e-06,,4.160102815174802e-06,0.0001648289890162,Trisaminol-F,3.5284114250543903e-06,2.3997195797453994e-07,1.128240951081323e-06,2.4373025423558204e-06,2.206122410994635e-05,3.392496773917764e-07,3.392496773917764e-07,2.9259696673225892e-05,9.540982189462616e-07,2.160341828671319e-06,3.123124662168535e-05,9.540982189462616e-07,2.797508392698753e-07,5.148709247549425e-07,2.797508392698753e-07,1.2265969563571955e-06,7.099775325159134e-09,1.757444474833436e-05,1.3777551865963964e-05,1.9730405206250328e-05,5.120879916819872e-06
1.5199528222535453e-05,2.3077204321855292e-05,1.7803565655817185e-05,2.2471787823961215e-05,5.403590979207592e-05,4.127417515545797e-05,3.124647526395883e-05,Tyrosine-F,4.236306345929603e-05,5.57539324073144e-06,3.993510637437755e-06,6.800195758152759e-06,1.9136547226177323e-05,4.989975540120855e-06,9.906362729385416e-06,9.213874226892582e-06,5.346310822575526e-06,1.215491651726108e-05,1.79827107792425e-05,1.2871502161561723e-05,1.7344629467056497e-05,4.418146983729302e-06,4.060200940597134e-06,5.404488417593672e-06,1.2078836338496938e-05,1.0732063138688447e-05,6.5438836421960575e-06,4.836203143128063e-06,1.9511628227902815e-05
3.1564037196736394e-06,5.441001963542632e-06,8.944570875658423e-06,1.2869169673641848e-05,5.709265376450192e-06,,1.667901482995189e-05,Undecanoic acid-F,2.095649848611732e-05,4.892517280039451e-06,4.4736981628389446e-06,6.906010842661122e-06,4.285824892463443e-06,3.32334173050494e-06,3.1616497607301085e-06,3.451649398285719e-06,7.198196903208721e-06,4.824168698834687e-06,5.652554360780266e-06,4.667820533428246e-06,3.451649398285719e-06,5.805401985800017e-06,5.652554360780266e-06,5.251696931839343e-06,1.8729174152879864e-06,1.657876497583457e-05,5.627939780306909e-06,6.84637212882438e-06,4.245495791478588e-06
4.075014289139489e-05,2.6343094971864535e-05,2.950858757807799e-05,5.2609755160149965e-05,2.9969000393515804e-05,2.434641496804444e-05,2.510241164058273e-05,Uracil-F,2.147498437033308e-05,5.251696931839343e-06,1.185895803842346e-05,7.255294676253472e-06,1.693009845688965e-05,6.838683640633865e-06,1.9005123557686464e-05,1.1476418585063051e-05,1.2536257033858527e-05,6.906010842661122e-06,1.783254620541652e-05,4.989975540120855e-06,1.5472069966158023e-05,1.4147287377574096e-05,1.2208818932674653e-05,1.7344629467056497e-05,1.2697184393997278e-05,9.603791893972332e-06,4.836203143128063e-06,7.817249984686151e-06,2.3176593250985774e-05
1.0056623879012304e-05,0.000210377712343,1.712993889950483e-05,9.150901367631356e-07,1.436304167481794e-06,7.766967961267407e-07,0.000210377712343,Urea-F,1.7015225490899035e-06,3.451649398285719e-06,3.708687676613752e-06,5.962390865157176e-06,7.112681932279086e-05,1.9950227610256658e-06,1.8729174152879864e-06,1.1996853279076284e-05,2.355667624442488e-06,4.204972701868237e-06,8.71873089219062e-06,1.7822389905926072e-06,1.0215618079267385e-05,2.160341828671319e-06,3.838907268305318e-06,1.9950227610256658e-06,8.511103045165092e-07,2.2395648107797876e-05,2.931807560232721e-06,2.3783645125629813e-06,8.784195921187054e-06
2.8907138124728793e-05,4.62427317050719e-05,2.2537418933870495e-05,1.7104303034974996e-05,2.3192497753852852e-05,4.1974889587643094e-05,5.163798424280938e-05,Uridine-F,1.0056623879012304e-05,4.667820533428246e-06,3.18522214976345e-05,4.204972701868237e-06,1.3466760060806866e-05,1.9005123557686464e-05,4.204972701868237e-06,1.0487570078712236e-05,1.9005123557686464e-05,1.0262900891441453e-05,5.251696931839343e-06,5.962390865157176e-06,3.4796576262333415e-05,2.2306934121041924e-05,2.832062856085168e-05,2.9259696673225892e-05,1.0215618079267385e-05,6.0356557680024845e-06,3.1562037456670997e-06,6.684098568706045e-06,3.4018174026168576e-05
2.929972100053881e-05,8.533047715789857e-06,1.5929672375932095e-05,1.6705355020812007e-05,1.7188310584270327e-05,,4.7026561227403845e-06,Valylglycine-F,5.976994457161354e-06,4.418146983729302e-06,6.979769416166107e-06,,1.0572238813670336e-05,7.818997343889304e-06,9.11575565424583e-06,6.267353285256778e-06,7.818997343889304e-06,,1.185895803842346e-05,,1.3355552836233331e-05,7.255294676253472e-06,8.975405167154787e-06,1.2871502161561723e-05,9.521792448588312e-06,,,,2.9092428362042667e-05
4.905147458638121e-06,5.324556668072494e-06,1.934738244011885e-05,2.4546215061964983e-05,3.226626270078242e-05,6.036581772471855e-06,4.561994165419624e-06,Valylvaline-F,1.7803565655817185e-05,6.4835340690195805e-06,7.739159808239551e-06,,1.4275578830208245e-05,1.7062796515113937e-05,8.227600277440442e-06,9.36547765043883e-06,,,1.1040308477624518e-05,6.979769416166107e-06,1.928136910916207e-05,1.1532250407178815e-05,1.5091424577953678e-05,3.325545417503186e-05,3.325545417503186e-05,,1.2621640375920456e-05,1.232366241193844e-05,4.477890534636052e-05
3.400018344535604e-05,3.863927144298118e-05,,3.0783454061225895e-05,2.847054550051834e-05,1.3139572921535198e-05,2.4679071089729713e-05,Vanillic Acid-F,2.970422976887245e-05,,,,,,,,,,,,,,,,,,,,
2.229532871852334e-05,1.4954651554609224e-05,1.9996966886246706e-05,2.3756849217705513e-05,2.2927331340685753e-05,2.510241164058273e-05,1.3798916561898663e-05,Vanillin-F,1.6960764474698314e-05,6.979769416166107e-06,1.234707808805674e-05,4.060200940597134e-06,1.8383241545773224e-05,6.740618821722773e-06,5.601311560210204e-07,6.892096132425918e-07,1.5091424577953678e-05,6.572915440251007e-06,1.579900772525557e-06,7.818997343889304e-06,1.3466760060806866e-05,1.0913699317503476e-05,1.0953974500899492e-05,5.148709247549425e-07,2.1287417930008504e-08,1.838340221627417e-05,1.1823612346456872e-06,1.1823612346456872e-06,2.105898820992524e-05
1.8431696318303385e-05,8.011441455103292e-06,8.475331466299738e-06,1.5119424900517684e-06,3.467618557350257e-07,1.436304167481794e-06,2.5968462607703692e-06,Xylazine-F,1.0989201582019573e-06,3.680674354561085e-05,2.2545498786391935e-05,1.215491651726108e-05,,5.805401985800017e-06,5.5536882704780605e-05,,2.832062856085168e-05,2.9259696673225892e-05,,7.996172237438206e-05,,1.16750228775351e-05,1.4363782053803332e-05,1.8591246095945467e-05,3.32334173050494e-06,8.49036634763833e-06,2.8667740313560863e-05,1.8648784226797527e-05,
2.1534695554173693e-05,6.1475581464975165e-06,3.31249127950806e-05,2.229532871852334e-05,3.226626270078242e-05,2.390479131880753e-05,1.0926681883116737e-05,"Xylonic acid, delta-lactone-F",5.727884638643858e-06,1.7467951015074844e-05,2.284254472678872e-05,1.4620042027486713e-05,1.4818777915433826e-05,1.979374274563558e-05,1.5091424577953678e-05,1.6054494792383944e-05,1.7467951015074844e-05,1.327857368940808e-05,1.8383241545773224e-05,2.2545498786391935e-05,1.2768255496444658e-05,2.32416102774216e-05,1.79827107792425e-05,1.572011312693568e-05,1.693009845688965e-05,9.425500260985755e-06,5.393937924956675e-06,6.7727348997407e-06,3.921669419652718e-05
6.686423142172537e-05,4.346491473329062e-05,5.746503900837524e-06,3.7988389220130135e-05,2.620625814779149e-05,2.980205086426968e-05,2.5416841227163983e-05,Xylose-F,3.2634861694426885e-05,1.526312974151954e-05,,,6.334246960659083e-06,1.8591246095945467e-05,5.652554360780266e-06,1.2208818932674653e-05,9.841198238582704e-06,1.3035304206314098e-05,7.620728118776205e-06,4.012561288730162e-05,5.805401985800017e-06,9.841198238582704e-06,2.013307005113874e-07,2.206122410994635e-05,9.605783233152901e-08,1.7967467463707408e-05,4.245495791478588e-06,1.8484160585226223e-05,5.3561814584747214e-05
17.373283717777664,17.6217073512717,,17.063095861840058,17.467977900662287,19.0170516179095,,"(2S,3R)-3-[(4E,7E)-Nona-4,7-dienoyl]-N,N-bis(trimethylsilyl)oxirane-2-carboxamide-P",12.986523748677923,,,,,,,,,,,,,,,,,4.995198132140386,10.736756735988733,,11.201351236364934
,,,,8.15937216568915,,,(6S)-5-Methyltetrahydrofolic acid-P,,,,,,,,,,,,,,,,,,,,11.040828388510004,
11.102458222320994,13.552372804743326,,12.572828378477457,14.37641611689476,13.680695348816036,11.514267928225031,"(7a-Isopropenyl-4,5-dimethyloctahydroinden-4-yl)methanol-P",11.353858129970044,16.562735290244287,14.75275386904812,15.513238079863951,16.777435758955107,14.75275386904812,14.870399381924509,15.315767170363468,14.69462912360585,15.34840479647482,16.158757824965644,15.645101065611946,15.913007545611654,14.562548400415062,15.419080398564928,14.69462912360585,,14.619353023994188,,,
