node1,node2
Cebpd__CPX,Erythritol__FEC
Ap3s2__CPX,Erythritol__FEC
Ccpg1__CPX,Erythritol__FEC
Aasdhppt__CPX,3-Deoxyhexitol__FEC
Vps37d__CPX,Sebacic acid__FEC
Cstf2__CPX,Sebacic acid__FEC
Zfp300__CPX,Sebacic acid__FEC
Fance__CPX,3-Aminobutanoic acid__FEC
Hlf__CPX,3-Aminobutanoic acid__FEC
Ubc__CPX,alpha-L-(-)-Fucopyranose__FEC
Sema6a__CPX,"Pentitol, 3-desoxy__FEC"
Gm15587__CPX,"Propane, 2-methyl__FEC"
Leprotl1__CPX,Phloretic acid__FEC
Osgepl1__CPX,Phloretic acid__FEC
Tm9sf3__CPX,Phloretic acid__FEC
Id1__CPX,D-Mannopyranose__FEC
Scrib__CPX,"beta-D-Galactopyranoside, methyl-, acetate__FEC"
Foxc2__CPX,Butanedioic acid__FEC
Gtpbp4__CPX,Tricine__FEC
Dynll1__CPX,Dihydroxyacetone__FEC
Mrps5__CPX,Josd1__CPX
Shc1__CPX,Trappc14__CPX
Shc1__CPX,Agrn__CPX
Shc1__CPX,Zfp638__CPX
Shc1__CPX,Irak1bp1__CPX
Shc1__CPX,Ube2m__CPX
Shc1__CPX,Wbp4__CPX
Shc1__CPX,Evi5__CPX
Shc1__CPX,Pcmtd1__CPX
Shc1__CPX,Cnih2__CPX
Shc1__CPX,Tppp3__CPX
Shc1__CPX,Vps36__CPX
Cope__CPX,Nt5m__CPX
Cope__CPX,Id1__CPX
Slc44a1__CPX,Mcfd2__CPX
Slc44a1__CPX,Gnas__CPX
Slc44a1__CPX,G2e3__CPX
Tmem62__CPX,Irf3__CPX
Ndfip1__CPX,Pkn2__CPX
Ndfip1__CPX,Ankrd12__CPX
Ndfip1__CPX,Bclaf1__CPX
Ndfip1__CPX,Acox1__CPX
Ndfip1__CPX,Smarca2__CPX
Ndfip1__CPX,Zfp638__CPX
Ndfip1__CPX,Dek__CPX
Ndfip1__CPX,mt-Nd2__CPX
Ndfip1__CPX,Ccdc59__CPX
Ndfip1__CPX,Rock1__CPX
Ndfip1__CPX,Eea1__CPX
Ndfip1__CPX,Snrnp48__CPX
Ndfip1__CPX,Ylpm1__CPX
Ndfip1__CPX,Krcc1__CPX
Ndfip1__CPX,Wasl__CPX
Ndfip1__CPX,Ergic2__CPX
Ndfip1__CPX,Hsdl2__CPX
Ndfip1__CPX,Psip1__CPX
Ndfip1__CPX,Sntb2__CPX
Ndfip1__CPX,Ccdc88a__CPX
Ndfip1__CPX,Arid4a__CPX
Ndfip1__CPX,Rdx__CPX
Ndfip1__CPX,Tmem161b__CPX
Ndfip1__CPX,Tpr__CPX
Ndfip1__CPX,Josd1__CPX
Ndfip1__CPX,Frg1__CPX
Ndfip1__CPX,Clpp__CPX
Ndfip1__CPX,Fhad1__CPX
Ndfip1__CPX,Baz1b__CPX
Ndfip1__CPX,Luzp1__CPX
Ndfip1__CPX,B230219D22Rik__CPX
Ndfip1__CPX,Rad50__CPX
Ndfip1__CPX,Rif1__CPX
Ndfip1__CPX,Zfp1007__CPX
Ndfip1__CPX,Kif21a__CPX
Ndfip1__CPX,Phactr2__CPX
Ndfip1__CPX,Gtpbp4__CPX
Ndfip1__CPX,Slain2__CPX
Nedd4__CPX,Wbp11__CPX
Nedd4__CPX,Gm15408__CPX
Nedd4__CPX,Atf6b__CPX
Nedd4__CPX,Osbp__CPX
Nedd4__CPX,Cep41__CPX
Nedd4__CPX,Cd47__CPX
Nedd4__CPX,Aox3__CPX
Nedd4__CPX,Eef1a1__CPX
Nedd4__CPX,Mfge8__CPX
Nedd4__CPX,Psmd3__CPX
Nedd4__CPX,Rpl37__CPX
Nedd4__CPX,Emc3__CPX
Nedd4__CPX,Tulp4__CPX
Nedd4__CPX,Gm5141__CPX
Nedd4__CPX,Setx__CPX
Nedd4__CPX,Ahcyl2__CPX
Nedd4__CPX,Ndufa8__CPX
Nedd4__CPX,Hip1__CPX
Nedd4__CPX,Mafg__CPX
Nedd4__CPX,Dcaf12l1__CPX
Nedd4__CPX,Dlg4__CPX
Nedd4__CPX,Sytl2__CPX
Nedd4__CPX,Tm9sf3__CPX
Nedd4__CPX,Dync1h1__CPX
Rab11fip5__CPX,Cebpz__CPX
Rab11fip5__CPX,Btbd2__CPX
Rab11fip5__CPX,Acox1__CPX
Rab11fip5__CPX,Pawr__CPX
Rab11fip5__CPX,Ylpm1__CPX
Rab11fip5__CPX,Psip1__CPX
Thyn1__CPX,Usp9x__CPX
Thyn1__CPX,Pabpc1__CPX
Thyn1__CPX,Kif2a__CPX
Thyn1__CPX,Lepr__CPX
Thyn1__CPX,Pdap1__CPX
Thyn1__CPX,Smc6__CPX
Thyn1__CPX,Mrps18a__CPX
Thyn1__CPX,Zhx1__CPX
Thyn1__CPX,Pi4ka__CPX
Thyn1__CPX,Pbx1__CPX
Thyn1__CPX,Nkapd1__CPX
Thyn1__CPX,Nipbl__CPX
Thyn1__CPX,Phf3__CPX
Thyn1__CPX,Enpp5__CPX
Thyn1__CPX,Ash1l__CPX
Thyn1__CPX,Qser1__CPX
Thyn1__CPX,Hlf__CPX
Mtor__CPX,Cast__CPX
Mtor__CPX,Camsap2__CPX
Trappc14__CPX,Agrn__CPX
Trappc14__CPX,Dnajc21__CPX
Trappc14__CPX,Dhx29__CPX
Trappc14__CPX,Zfp638__CPX
Trappc14__CPX,Irak1bp1__CPX
Trappc14__CPX,Csnk1a1__CPX
Trappc14__CPX,Sh3bgrl__CPX
Trappc14__CPX,Slc22a17__CPX
Trappc14__CPX,Pcmtd1__CPX
Trappc14__CPX,Pja2__CPX
Trappc14__CPX,Ehd1__CPX
Trappc14__CPX,Vps36__CPX
Map9__CPX,Serbp1__CPX
Map9__CPX,Pkn2__CPX
Map9__CPX,Cebpz__CPX
Map9__CPX,Ankrd12__CPX
Map9__CPX,Bclaf1__CPX
Map9__CPX,Usp9x__CPX
Map9__CPX,Kif2a__CPX
Map9__CPX,Pura__CPX
Map9__CPX,Slk__CPX
Map9__CPX,Smarca2__CPX
Map9__CPX,Zfp638__CPX
Map9__CPX,Dek__CPX
Map9__CPX,mt-Nd2__CPX
Map9__CPX,Pdap1__CPX
Map9__CPX,Rock1__CPX
Map9__CPX,Zbtb7a__CPX
Map9__CPX,Eea1__CPX
Map9__CPX,Smc6__CPX
Map9__CPX,Sppl3__CPX
Map9__CPX,Cdkn1c__CPX
Map9__CPX,Rbm27__CPX
Map9__CPX,Krcc1__CPX
Map9__CPX,Ap2b1__CPX
Map9__CPX,Wasl__CPX
Map9__CPX,Ergic2__CPX
Map9__CPX,Psip1__CPX
Map9__CPX,Iqgap2__CPX
Map9__CPX,Eif3g__CPX
Map9__CPX,Ccdc88a__CPX
Map9__CPX,Top1__CPX
Map9__CPX,Rdx__CPX
Map9__CPX,Golm2__CPX
Map9__CPX,Tpr__CPX
Map9__CPX,Vps13b__CPX
Map9__CPX,Nkapd1__CPX
Map9__CPX,Cct4__CPX
Map9__CPX,Frg1__CPX
Map9__CPX,Nipbl__CPX
Map9__CPX,Phf3__CPX
Map9__CPX,Enpp5__CPX
Map9__CPX,Fgfr1op2__CPX
Map9__CPX,Fhad1__CPX
Map9__CPX,Efhb__CPX
Map9__CPX,Ash1l__CPX
Map9__CPX,Lrp6__CPX
Map9__CPX,Qser1__CPX
Map9__CPX,Upf2__CPX
Map9__CPX,Rad50__CPX
Map9__CPX,Fgl2__CPX
Map9__CPX,Cep290__CPX
Map9__CPX,Gtpbp4__CPX
Map9__CPX,Ccdc186__CPX
Agrn__CPX,Sptan1__CPX
Agrn__CPX,Dcaf12l1__CPX
Agrn__CPX,Cnih2__CPX
Agrn__CPX,Dlg4__CPX
Exph5__CPX,Pkn2__CPX
Exph5__CPX,Tet1__CPX
Exph5__CPX,Usp9x__CPX
Exph5__CPX,Pabpc1__CPX
Exph5__CPX,Pdap1__CPX
Exph5__CPX,Rock1__CPX
Exph5__CPX,Snrnp48__CPX
Exph5__CPX,Ylpm1__CPX
Exph5__CPX,Wasl__CPX
Exph5__CPX,Ergic2__CPX
Exph5__CPX,Arid4a__CPX
Exph5__CPX,Pbx1__CPX
Exph5__CPX,Nipbl__CPX
Exph5__CPX,Fhad1__CPX
Exph5__CPX,Ash1l__CPX
Exph5__CPX,Qser1__CPX
Exph5__CPX,Rad50__CPX
Exph5__CPX,Rif1__CPX
Exph5__CPX,Errfi1__CPX
Exph5__CPX,Phactr2__CPX
Exph5__CPX,Mia2__CPX
Dap3__CPX,Bcl7a__CPX
Dap3__CPX,Luzp1__CPX
Morn4__CPX,Nicol1__CPX
Dnajc21__CPX,Ibtk__CPX
Dnajc21__CPX,Sptan1__CPX
Dnajc21__CPX,Psma4__CPX
Dnajc21__CPX,Arhgef12__CPX
Dnajc21__CPX,Arhgap5__CPX
Dnajc21__CPX,Slk__CPX
Dnajc21__CPX,Zfp638__CPX
Dnajc21__CPX,Pawr__CPX
Dnajc21__CPX,Ccdc59__CPX
Dnajc21__CPX,Snrnp48__CPX
Dnajc21__CPX,Slc2a2__CPX
Dnajc21__CPX,Wapl__CPX
Dnajc21__CPX,Limch1__CPX
Dnajc21__CPX,Wasl__CPX
Dnajc21__CPX,Ergic2__CPX
Dnajc21__CPX,Lrrc8a__CPX
Dnajc21__CPX,Csnk1a1__CPX
Dnajc21__CPX,Wbp4__CPX
Dnajc21__CPX,Tspan9__CPX
Dnajc21__CPX,Snora35__CPX
Dnajc21__CPX,Setx__CPX
Dnajc21__CPX,Rab5a__CPX
Dnajc21__CPX,Evi5__CPX
Dnajc21__CPX,Slc22a17__CPX
Dnajc21__CPX,Fgfr1op2__CPX
Dnajc21__CPX,Smc4__CPX
Dnajc21__CPX,Pcmtd1__CPX
Dnajc21__CPX,Mafg__CPX
Dnajc21__CPX,B230219D22Rik__CPX
Dnajc21__CPX,Smarca5__CPX
Wbp11__CPX,Scyl1__CPX
Wbp11__CPX,Atf6b__CPX
Wbp11__CPX,Lpgat1__CPX
Wbp11__CPX,Dnajc7__CPX
Wbp11__CPX,Tmem259__CPX
Wbp11__CPX,Osbp__CPX
Wbp11__CPX,Rplp1__CPX
Wbp11__CPX,Adam15__CPX
Wbp11__CPX,Eif3h__CPX
Wbp11__CPX,Eef1a1__CPX
Wbp11__CPX,Mfge8__CPX
Wbp11__CPX,Hk1__CPX
Wbp11__CPX,Ap3b1__CPX
Wbp11__CPX,Tkt__CPX
Wbp11__CPX,Psmd3__CPX
Wbp11__CPX,Tada1__CPX
Wbp11__CPX,Guk1__CPX
Wbp11__CPX,Atp6v1f__CPX
Wbp11__CPX,Tulp4__CPX
Wbp11__CPX,Ahcyl2__CPX
Wbp11__CPX,Gpr162__CPX
Wbp11__CPX,Rab5c__CPX
Wbp11__CPX,Pcmtd1__CPX
Wbp11__CPX,Mafg__CPX
Wbp11__CPX,Ilvbl__CPX
Wbp11__CPX,Dcaf12l1__CPX
Wbp11__CPX,Ptk2b__CPX
Wbp11__CPX,Dlg4__CPX
Wbp11__CPX,Ubc__CPX
Wbp11__CPX,Tmem184c__CPX
Wbp11__CPX,Rad54l2__CPX
Wbp11__CPX,Zfp1007__CPX
Wbp11__CPX,Dync1h1__CPX
Wbp11__CPX,Pfn1__CPX
Wbp11__CPX,Fcho2__CPX
Wbp11__CPX,Smarca5__CPX
Wbp11__CPX,Ehd1__CPX
Wbp11__CPX,Mef2a__CPX
Fcf1__CPX,Mcfd2__CPX
Fcf1__CPX,Lrrc17__CPX
Fcf1__CPX,Tkt__CPX
Fcf1__CPX,Ctr9__CPX
Fcf1__CPX,Mtrex__CPX
Fcf1__CPX,Src__CPX
Plgrkt__CPX,St6galnac4__CPX
Plgrkt__CPX,Mrps18a__CPX
Ttf1__CPX,Tet1__CPX
Ttf1__CPX,Usp9x__CPX
Ttf1__CPX,Pabpc1__CPX
Ttf1__CPX,Ylpm1__CPX
Ttf1__CPX,Fndc3a__CPX
Ttf1__CPX,Ap3b1__CPX
Ttf1__CPX,Shb__CPX
Ttf1__CPX,Ildr2__CPX
Ttf1__CPX,Phf3__CPX
Ttf1__CPX,Ash1l__CPX
Ttf1__CPX,Lrp6__CPX
Ttf1__CPX,Arrdc4__CPX
Ttf1__CPX,Errfi1__CPX
Ttf1__CPX,Fer__CPX
Usf3__CPX,Pkn2__CPX
Usf3__CPX,Pak2__CPX
Usf3__CPX,1110004F10Rik__CPX
Usf3__CPX,Ibtk__CPX
Usf3__CPX,Usp9x__CPX
Usf3__CPX,Ro60__CPX
Usf3__CPX,Arhgef12__CPX
Usf3__CPX,Arhgap5__CPX
Usf3__CPX,Slk__CPX
Usf3__CPX,Smarca2__CPX
Usf3__CPX,Zfp638__CPX
Usf3__CPX,Pawr__CPX
Usf3__CPX,Ccdc59__CPX
Usf3__CPX,Pdap1__CPX
Usf3__CPX,4930556M19Rik__CPX
Usf3__CPX,Krcc1__CPX
Usf3__CPX,Smim15__CPX
Usf3__CPX,Npepps__CPX
Usf3__CPX,Wasl__CPX
Usf3__CPX,Ergic2__CPX
Usf3__CPX,Arid4a__CPX
Usf3__CPX,Golm2__CPX
Usf3__CPX,Tmem161b__CPX
Usf3__CPX,Tulp4__CPX
Usf3__CPX,Evi5__CPX
Usf3__CPX,Frg1__CPX
Usf3__CPX,Fhad1__CPX
Usf3__CPX,Mafg__CPX
Usf3__CPX,B230219D22Rik__CPX
Usf3__CPX,Pten__CPX
Usf3__CPX,Kif21a__CPX
Usf3__CPX,Tagln2__CPX
Usf3__CPX,Phactr2__CPX
Usf3__CPX,Smarca5__CPX
Usf3__CPX,Sufu__CPX
Arid2__CPX,Tatdn2__CPX
Zkscan8__CPX,Zfp879__CPX
Chmp4c__CPX,Zfp383__CPX
Zfp975__CPX,Ppp1r12a__CPX
Zfp975__CPX,Tmem259__CPX
Zfp975__CPX,Ubl3__CPX
Zfp975__CPX,Kras__CPX
Zfp975__CPX,Papss1__CPX
Bhmt2__CPX,Gas6__CPX
Bhmt2__CPX,Amfr__CPX
Bhmt2__CPX,Adam15__CPX
Bhmt2__CPX,Prxl2c__CPX
Bhmt2__CPX,Mfge8__CPX
Bhmt2__CPX,Tceanc__CPX
Bhmt2__CPX,Erbin__CPX
Silc1__CPX,Rassf4__CPX
Fn3krp__CPX,Pqbp1__CPX
Fn3krp__CPX,Gnas__CPX
Fn3krp__CPX,Vps36__CPX
Cog8__CPX,Aqp11__CPX
Cog8__CPX,Samd14__CPX
Cog8__CPX,Tulp4__CPX
Cog8__CPX,Pcmtd1__CPX
Cog8__CPX,Dhx36__CPX
Cog8__CPX,Pten__CPX
Cog8__CPX,Dlg4__CPX
Inpp5a__CPX,Cep41__CPX
Inpp5a__CPX,Wbp4__CPX
Inpp5a__CPX,Pja2__CPX
Serbp1__CPX,Ankrd12__CPX
Serbp1__CPX,Bclaf1__CPX
Serbp1__CPX,Usp9x__CPX
Serbp1__CPX,Kif2a__CPX
Serbp1__CPX,Pura__CPX
Serbp1__CPX,Slk__CPX
Serbp1__CPX,Smarca2__CPX
Serbp1__CPX,mt-Nd2__CPX
Serbp1__CPX,Pdap1__CPX
Serbp1__CPX,Rock1__CPX
Serbp1__CPX,Zbtb7a__CPX
Serbp1__CPX,Cdkn1c__CPX
Serbp1__CPX,Krcc1__CPX
Serbp1__CPX,Npepps__CPX
Serbp1__CPX,Wasl__CPX
Serbp1__CPX,Ergic2__CPX
Serbp1__CPX,Pebp4__CPX
Serbp1__CPX,Ccdc88a__CPX
Serbp1__CPX,Top1__CPX
Serbp1__CPX,Ildr2__CPX
Serbp1__CPX,Rdx__CPX
Serbp1__CPX,Golm2__CPX
Serbp1__CPX,Wbp4__CPX
Serbp1__CPX,Josd1__CPX
Serbp1__CPX,Clpp__CPX
Serbp1__CPX,Nipbl__CPX
Serbp1__CPX,Phf3__CPX
Serbp1__CPX,Enpp5__CPX
Serbp1__CPX,Efhb__CPX
Serbp1__CPX,Luzp1__CPX
Serbp1__CPX,Ash1l__CPX
Serbp1__CPX,Lrp6__CPX
Serbp1__CPX,Qser1__CPX
Serbp1__CPX,Upf2__CPX
Serbp1__CPX,Rad50__CPX
Serbp1__CPX,Cep290__CPX
Serbp1__CPX,Fer__CPX
Serbp1__CPX,Kif21a__CPX
Serbp1__CPX,Ccdc186__CPX
Fsbp__CPX,Sox13__CPX
Pkn2__CPX,Slc25a13__CPX
Pkn2__CPX,Rpn2__CPX
Pkn2__CPX,Cebpz__CPX
Pkn2__CPX,Ankrd12__CPX
Pkn2__CPX,Fam13b__CPX
Pkn2__CPX,Bclaf1__CPX
Pkn2__CPX,Ppp1r12a__CPX
Pkn2__CPX,Usp9x__CPX
Pkn2__CPX,Pabpc1__CPX
Pkn2__CPX,Kif2a__CPX
Pkn2__CPX,Ro60__CPX
Pkn2__CPX,UNKNOWN__CPX
Pkn2__CPX,Arhgap5__CPX
Pkn2__CPX,Slk__CPX
Pkn2__CPX,Smarca2__CPX
Pkn2__CPX,Zfp638__CPX
Pkn2__CPX,Pawr__CPX
Pkn2__CPX,Dek__CPX
Pkn2__CPX,Cep95__CPX
Pkn2__CPX,mt-Nd2__CPX
Pkn2__CPX,Ccdc59__CPX
Pkn2__CPX,Pdap1__CPX
Pkn2__CPX,Rock1__CPX
Pkn2__CPX,Zbtb7a__CPX
Pkn2__CPX,Eea1__CPX
Pkn2__CPX,Smc6__CPX
Pkn2__CPX,Ylpm1__CPX
Pkn2__CPX,Cdkn1c__CPX
Pkn2__CPX,Rbm27__CPX
Pkn2__CPX,Krcc1__CPX
Pkn2__CPX,Smim15__CPX
Pkn2__CPX,Npepps__CPX
Pkn2__CPX,Plcb4__CPX
Pkn2__CPX,Ap2b1__CPX
Pkn2__CPX,Nol8__CPX
Pkn2__CPX,Wasl__CPX
Pkn2__CPX,Ergic2__CPX
Pkn2__CPX,Psip1__CPX
Pkn2__CPX,Sntb2__CPX
Pkn2__CPX,Ccdc88a__CPX
Pkn2__CPX,Irak1bp1__CPX
Pkn2__CPX,Arid4a__CPX
Pkn2__CPX,Top1__CPX
Pkn2__CPX,Dstn__CPX
Pkn2__CPX,Ildr2__CPX
Pkn2__CPX,Rdx__CPX
Pkn2__CPX,Itch__CPX
Pkn2__CPX,Golm2__CPX
Pkn2__CPX,Tmem161b__CPX
Pkn2__CPX,Tpr__CPX
Pkn2__CPX,Nkapd1__CPX
Pkn2__CPX,Frg1__CPX
Pkn2__CPX,Clpp__CPX
Pkn2__CPX,Nipbl__CPX
Pkn2__CPX,Phf3__CPX
Pkn2__CPX,Enpp5__CPX
Pkn2__CPX,Fgfr1op2__CPX
Pkn2__CPX,Fhad1__CPX
Pkn2__CPX,Zic2__CPX
Pkn2__CPX,Efhb__CPX
Pkn2__CPX,Baz1b__CPX
Pkn2__CPX,Luzp1__CPX
Pkn2__CPX,Ash1l__CPX
Pkn2__CPX,Dhx36__CPX
Pkn2__CPX,B230219D22Rik__CPX
Pkn2__CPX,Rad50__CPX
Pkn2__CPX,Fxr1__CPX
Pkn2__CPX,Rif1__CPX
Pkn2__CPX,Gxylt1__CPX
Pkn2__CPX,Mansc4__CPX
Pkn2__CPX,Cep290__CPX
Pkn2__CPX,Setbp1__CPX
Pkn2__CPX,Mpp7__CPX
Pkn2__CPX,Kpna3__CPX
Pkn2__CPX,Fer__CPX
Pkn2__CPX,Kif21a__CPX
Pkn2__CPX,Ube2q2__CPX
Pkn2__CPX,Phactr2__CPX
Pkn2__CPX,Smarca5__CPX
Pkn2__CPX,Gtpbp4__CPX
Pkn2__CPX,Ccdc186__CPX
Pkn2__CPX,Shoc2__CPX
Pkn2__CPX,Slain2__CPX
4930412C18Rik__CPX,Mrpl28__CPX
4930412C18Rik__CPX,Hdgfl3__CPX
Pak2__CPX,Usp9x__CPX
Pak2__CPX,Sptan1__CPX
Pak2__CPX,Ro60__CPX
Pak2__CPX,Arhgef12__CPX
Pak2__CPX,Arhgap5__CPX
Pak2__CPX,Slk__CPX
Pak2__CPX,4930556M19Rik__CPX
Pak2__CPX,Npepps__CPX
Pak2__CPX,Ap3b1__CPX
Pak2__CPX,Wasl__CPX
Pak2__CPX,Irak1bp1__CPX
Pak2__CPX,Golm2__CPX
Pak2__CPX,Csnk1a1__CPX
Pak2__CPX,Tulp4__CPX
Pak2__CPX,Snora35__CPX
Pak2__CPX,Frg1__CPX
Pak2__CPX,Sh3bgrl__CPX
Pak2__CPX,Fgfr1op2__CPX
Pak2__CPX,Fhad1__CPX
Pak2__CPX,Pcmtd1__CPX
Pak2__CPX,B230219D22Rik__CPX
Pak2__CPX,Fxr1__CPX
Pak2__CPX,Pten__CPX
Pak2__CPX,Pja2__CPX
Pak2__CPX,Phactr2__CPX
Pak2__CPX,Smarca5__CPX
Hmces__CPX,Kin__CPX
Hmces__CPX,Eif3h__CPX
Hmces__CPX,Gm38380__CPX
Slc25a13__CPX,Xpc__CPX
Slc25a13__CPX,Ankrd12__CPX
Slc25a13__CPX,Dek__CPX
Slc25a13__CPX,Nfyb__CPX
Slc25a13__CPX,Npepps__CPX
Slc25a13__CPX,Net1__CPX
Slc25a13__CPX,Ergic2__CPX
Slc25a13__CPX,Ccdc88a__CPX
Slc25a13__CPX,Rdx__CPX
Slc25a13__CPX,Cep57__CPX
Slc25a13__CPX,Shoc2__CPX
Dhx29__CPX,Cfap46__CPX
Dhx29__CPX,Tmem167__CPX
Rpn2__CPX,1110004F10Rik__CPX
Rpn2__CPX,Fam13b__CPX
Rpn2__CPX,Pabpc1__CPX
Rpn2__CPX,Kif2a__CPX
Rpn2__CPX,Slk__CPX
Rpn2__CPX,Rock1__CPX
Rpn2__CPX,Eea1__CPX
Rpn2__CPX,Rora__CPX
Rpn2__CPX,Smc6__CPX
Rpn2__CPX,Ylpm1__CPX
Rpn2__CPX,Nfyb__CPX
Rpn2__CPX,Smim10l1__CPX
Rpn2__CPX,4921504A21Rik__CPX
Rpn2__CPX,Npepps__CPX
Rpn2__CPX,Plcb4__CPX
Rpn2__CPX,Gsk3b__CPX
Rpn2__CPX,Iqgap2__CPX
Rpn2__CPX,Cltb__CPX
Rpn2__CPX,Nkapd1__CPX
Rpn2__CPX,Nipbl__CPX
Rpn2__CPX,Fhad1__CPX
Rpn2__CPX,Ash1l__CPX
Rpn2__CPX,Mafg__CPX
Rpn2__CPX,B230219D22Rik__CPX
Rpn2__CPX,Rad50__CPX
Rpn2__CPX,Fxr1__CPX
Rpn2__CPX,Phactr2__CPX
Rpn2__CPX,Smarca5__CPX
Gm43339__CPX,Arhgef12__CPX
Gm43339__CPX,Arhgap5__CPX
Gm43339__CPX,Suz12__CPX
Gm43339__CPX,Limch1__CPX
Gm43339__CPX,Wasl__CPX
Gm43339__CPX,Samd14__CPX
Gm43339__CPX,Csnk1a1__CPX
Gm43339__CPX,Fgfr1op2__CPX
Cebpz__CPX,Ankrd12__CPX
Cebpz__CPX,Ctdspl2__CPX
Cebpz__CPX,Bclaf1__CPX
Cebpz__CPX,Usp9x__CPX
Cebpz__CPX,Pabpc1__CPX
Cebpz__CPX,Kif2a__CPX
Cebpz__CPX,Pura__CPX
Cebpz__CPX,Slk__CPX
Cebpz__CPX,Smarca2__CPX
Cebpz__CPX,Zfp638__CPX
Cebpz__CPX,Ccdc18__CPX
Cebpz__CPX,Dek__CPX
Cebpz__CPX,mt-Nd2__CPX
Cebpz__CPX,Pdap1__CPX
Cebpz__CPX,Rock1__CPX
Cebpz__CPX,Zbtb7a__CPX
Cebpz__CPX,Eea1__CPX
Cebpz__CPX,Smc6__CPX
Cebpz__CPX,Ylpm1__CPX
Cebpz__CPX,Fndc3a__CPX
Cebpz__CPX,Cdkn1c__CPX
Cebpz__CPX,Rbm27__CPX
Cebpz__CPX,Krcc1__CPX
Cebpz__CPX,4921504A21Rik__CPX
Cebpz__CPX,Npepps__CPX
Cebpz__CPX,Ap2b1__CPX
Cebpz__CPX,Wasl__CPX
Cebpz__CPX,Ergic2__CPX
Cebpz__CPX,Psip1__CPX
Cebpz__CPX,Sntb2__CPX
Cebpz__CPX,Ccdc88a__CPX
Cebpz__CPX,Pi4ka__CPX
Cebpz__CPX,Arid4a__CPX
Cebpz__CPX,Top1__CPX
Cebpz__CPX,Rdx__CPX
Cebpz__CPX,Golm2__CPX
Cebpz__CPX,Tpr__CPX
Cebpz__CPX,Nkapd1__CPX
Cebpz__CPX,Cct4__CPX
Cebpz__CPX,Frg1__CPX
Cebpz__CPX,Clpp__CPX
Cebpz__CPX,Nipbl__CPX
Cebpz__CPX,Brd4__CPX
Cebpz__CPX,Phf3__CPX
Cebpz__CPX,Enpp5__CPX
Cebpz__CPX,Fgfr1op2__CPX
Cebpz__CPX,Fhad1__CPX
Cebpz__CPX,Luzp1__CPX
Cebpz__CPX,Ash1l__CPX
Cebpz__CPX,Qser1__CPX
Cebpz__CPX,B230219D22Rik__CPX
Cebpz__CPX,Upf2__CPX
Cebpz__CPX,Rad50__CPX
Cebpz__CPX,Camk1d__CPX
Cebpz__CPX,Fxr1__CPX
Cebpz__CPX,Mansc4__CPX
Cebpz__CPX,Cep290__CPX
Cebpz__CPX,Setbp1__CPX
Cebpz__CPX,Fer__CPX
Cebpz__CPX,Kif21a__CPX
Cebpz__CPX,Phactr2__CPX
Cebpz__CPX,Gtpbp4__CPX
Cebpz__CPX,Ccdc186__CPX
Cebpz__CPX,Ccar1__CPX
Cebpz__CPX,Shoc2__CPX
St6galnac4__CPX,Prkaca__CPX
St6galnac4__CPX,Bhlhe41__CPX
Prkaca__CPX,Zfp358__CPX
Prkaca__CPX,Hk1__CPX
Prkaca__CPX,Psmd3__CPX
Prkaca__CPX,Arl2bp__CPX
Prkaca__CPX,Acbd4__CPX
Xpc__CPX,Cyyr1__CPX
Xpc__CPX,Tmem203__CPX
Scyl1__CPX,Atf6b__CPX
Scyl1__CPX,Msh2__CPX
Scyl1__CPX,Pdlim5__CPX
Scyl1__CPX,Pycr2__CPX
Scyl1__CPX,Lpgat1__CPX
Scyl1__CPX,Scg5__CPX
Scyl1__CPX,Dnajc7__CPX
Scyl1__CPX,Osbp__CPX
Scyl1__CPX,Ddb1__CPX
Scyl1__CPX,Igfbp2__CPX
Scyl1__CPX,Adam15__CPX
Scyl1__CPX,Mfge8__CPX
Scyl1__CPX,Tkt__CPX
Scyl1__CPX,Psmd3__CPX
Scyl1__CPX,Opa1__CPX
Scyl1__CPX,Atp6v1f__CPX
Scyl1__CPX,Ptk2b__CPX
Scyl1__CPX,Dync1h1__CPX
Scyl1__CPX,Fcho2__CPX
Scyl1__CPX,Mef2a__CPX
Zfp219__CPX,Dnajc7__CPX
Zfp219__CPX,Opa1__CPX
Zfp219__CPX,Crygn__CPX
Ccnd1__CPX,Thra__CPX
Ccnd1__CPX,Hk1__CPX
Ccnd1__CPX,Zfp768__CPX
Ccnd1__CPX,Ramac__CPX
Ccnd1__CPX,Ptk2b__CPX
Ccnd1__CPX,Ganab__CPX
Ankrd12__CPX,Bclaf1__CPX
Ankrd12__CPX,Kif2a__CPX
Ankrd12__CPX,Pura__CPX
Ankrd12__CPX,Smarca2__CPX
Ankrd12__CPX,Zfp638__CPX
Ankrd12__CPX,Pawr__CPX
Ankrd12__CPX,mt-Nd2__CPX
Ankrd12__CPX,Ccdc59__CPX
Ankrd12__CPX,Pdap1__CPX
Ankrd12__CPX,Rock1__CPX
Ankrd12__CPX,Zbtb7a__CPX
Ankrd12__CPX,Eea1__CPX
Ankrd12__CPX,Snrnp48__CPX
Ankrd12__CPX,Smc6__CPX
Ankrd12__CPX,Ylpm1__CPX
Ankrd12__CPX,Sppl3__CPX
Ankrd12__CPX,Cdkn1c__CPX
Ankrd12__CPX,Rbm27__CPX
Ankrd12__CPX,Krcc1__CPX
Ankrd12__CPX,Wrn__CPX
Ankrd12__CPX,Npepps__CPX
