DSS_73_090224,DSS_76_090224,DSS_B896_090224,DSS_T0.7_090224,DSS_T0.8_090224,3297_VECPAC_190224,3679_VECPAC_190224,3681_VECPAC_190224,935_CTR_LPS_CSF_070224,936_CTR_LPS_CSF_070224_2,937_CTR_LPS_CSF_070224,941_CTR_LPS_CSF_070224,942_CTR_LPS_CSF_070224,943_CTR_LPS_CSF_070224
,,,,,,,,16.027442504336406,,,,,
,,,,,,,,15.564115838261685,,,,16.548397760488008,16.894290018224726
26.8471068534773,,,27.92524459775121,27.084943944408092,26.567254262059528,,27.084943944408092,26.779800290688794,26.45236086775373,,,,
,,,,,,,,20.776972835570746,21.03415127487163,19.90628699179653,20.437043584347983,20.776972835570746,20.060474603176946
,,,,,,,,,,,,,
13.019379474962212,,10.589741767314072,,3.026346101989217,,11.73344589311528,,6.637474595960846,11.432133533201073,6.033603261326803,10.101353297214947,8.959893012120766,
26.023750424771674,25.6563659490016,25.96252317418443,26.200929917790297,25.792817913981178,24.491789288861316,23.53191592986123,25.313618060977973,25.491807134917025,25.491807134917025,25.050447238005177,26.269939079141064,25.792817913981178,25.050447238005177
,,,,33.78547332532239,,36.988835603124244,,,,,36.317196840651846,36.988835603124244,
,,,,,,,,,,,,4.918347381516455,
18.527065735233002,18.76637914203081,18.76637914203081,18.964499198463745,18.929456495102794,19.977070348849676,19.55840932952848,19.90628699179653,18.47862430573336,19.511528355008892,18.697253042531315,18.090663406345644,19.511528355008892,19.311341046599278
32.65987336076064,32.65987336076064,32.00781944442083,32.65987336076064,31.668951186609984,31.668951186609984,32.65987336076064,32.65987336076064,33.78547332532239,32.65987336076064,31.21036514314471,31.668951186609984,31.21036514314471,31.21036514314471
26.200929917790297,26.387010738920857,26.124112340107267,27.004989997162102,25.741137750046672,26.387010738920857,25.792817913981178,26.567254262059528,26.567254262059528,26.651849462366915,25.96252317418443,26.567254262059528,26.269939079141064,17.73101607564761
