ID,3297,3679,3681
ENSMUSG00000027374-P,6.649287211316158,6.559474122283782,6.6174685627395045
ENSMUSG00000042626-P,4.847138132682166,5.03847880351046,5.709962718837696
ENSMUSG00000055681-P,7.6876608556954285,7.846269615260247,7.437713922998197
ENSMUSG00000028412-P,6.342392431618777,6.488108530361115,4.923132308808885
ENSMUSG00000054484-P,4.999484889422392,5.254586462582506,4.1295756828041315
ENSMUSG00000024425-P,9.724923307080068,10.083702297772543,9.520601257603044
ENSMUSG00000032216-P,10.53440873619768,9.786851520330211,9.942335790465384
ENSMUSG00000025979-P,7.570896812323954,7.504367489962307,7.075341491119768
ENSMUSG00000051343-P,5.263034636753109,6.360712035010066,5.304083292016831
ENSMUSG00000035443-P,7.915452845223526,8.469843004370246,8.653154603177404
ENSMUSG00000028991-P,6.16039032864299,6.463513340827871,6.180215210348189
ENSMUSG00000036948-P,5.61723153645693,6.278499046512376,6.534285623980695
ENSMUSG00000033900-P,7.060727042973199,6.7029596052207445,5.942819859974084
ENSMUSG00000041936-P,3.896410477907952,5.1035962704463325,5.807659781039243
ENSMUSG00000034584-P,1.6494513886902091,0.0,3.0591668457024253
ENSMUSG00000068921-P,6.001030361990174,6.176259726847314,6.446011476171514
ENSMUSG00000049670-P,5.263034636753109,5.608734042719881,4.5238588630139445
ENSMUSG00000044224-P,5.648301312529237,5.071404898451995,5.807659781039243
ENSMUSG00000030216-P,7.264965529527214,6.400125900474279,6.562549541177046
ENSMUSG00000071072-P,7.587022258759978,7.127635657207253,7.3267379546406755
ENSMUSG00000021243-P,6.915043026500959,6.033172581451193,6.818357173451681
ENSMUSG00000016495-P,4.950468643575782,4.784197321922532,2.7007023697212773
ENSMUSG00000026803-P,5.553009586529424,4.61585078838867,7.188484979036001
ENSMUSG00000036188-P,5.0927875684481885,5.630992092682936,5.759638078590581
ENSMUSG00000068284-P,6.46960716842231,4.425232634826587,6.696115676779869
ENSMUSG00000033237-P,5.48579504648697,6.278499046512376,5.807659781039243
ENSMUSG00000063894-P,4.483585706841648,4.702478185292994,4.1295756828041315
ENSMUSG00000027536-P,2.8897518575227275,3.629979818096817,3.346054709805881
ENSMUSG00000069727-P,1.6494513886902091,0.0,0.0
ENSMUSG00000042118-P,3.0840644739229504,2.657829414999577,1.5027011960393286
ENSMUSG00000094002-P,0.0,3.336894247939065,2.222636313675174
ENSMUSG00000039253-P,7.55458908751013,6.7545569739422415,5.759638078590581
ENSMUSG00000031916-P,6.2028656845377625,6.713427764125837,6.6174685627395045
ENSMUSG00000025477-P,6.452106128462053,7.318010957827736,6.670373422567839
ENSMUSG00000036371-P,9.577353529069862,9.396514531352729,9.328236753847111
ENSMUSG00000094595-P,2.39897591795433,3.224285379172325,2.7007023697212773
ENSMUSG00000041126-P,7.6876608556954285,7.592072132597041,7.582764427074931
ENSMUSG00000034064-P,6.724104754717817,6.333824915094227,7.114050326400051
ENSMUSG00000004591-P,7.03744521454185,5.310819205510419,6.841609948557689
ENSMUSG00000035295-P,1.6494513886902091,0.0,1.5027011960393286
ENSMUSG00000085558-P,3.408323889312746,3.4413463201392127,0.0
ENSMUSG00000057421-P,6.679681392755137,6.996628202954312,6.105341362990655
ENSMUSG00000022781-P,7.724572555792015,6.814132502124791,7.241894336955154
ENSMUSG00000030060-P,4.792558148668228,5.03847880351046,3.0591668457024253
ENSMUSG00000015112-P,5.794341827244804,5.77786612320858,3.9699169413802817
ENSMUSG00000042426-P,5.302632627565788,5.630992092682936,6.90920076698151
ENSMUSG00000027642-P,8.145182735377077,8.400274333759736,8.62662706262652
ENSMUSG00000105382-P,1.6494513886902091,0.0,0.0
ENSMUSG00000024081-P,6.52087143124184,5.92923456596663,5.807659781039243
ENSMUSG00000079442-P,5.263034636753109,4.475299840719172,6.534285623980695
