n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,Pooled FDR
ENSMUSG00000001552-S,"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",,,1,-1.0,0.0,3,-0.8999999999999998,0.0373860734684987,5,-0.9833333333333332,1.9361963037459277e-06,9,2,True,-,0.01501824492974127
ENSMUSG00000020610-S,Azelaic acid,,,1,-1.0,0.0,3,-0.8720815992723809,0.0538542177275421,5,-0.979088068244196,4.2663223508164145e-06,9,2,True,-,0.028955529794991008
ENSMUSG00000026360-S,Xylazine,,,1,1.0,0.0,3,1.0,1.4042654220543672e-24,5,0.9958246164193104,1.5424463831959068e-08,9,2,True,+,0.00020937167205501241
ENSMUSG00000028937-S,"Propanoic acid, dimethyl(isopropyl)silyl ester",,,0,-1.0,0.0,3,-1.0,1.4042654220543672e-24,5,-0.9940297973880048,5.296153515645123e-07,8,2,True,-,0.004792665854757793
ENSMUSG00000031309-S,Norephedrine,,,1,1.0,0.0,3,1.0,0.0,3,1.0,0.0,7,2,True,+,0.0
ENSMUSG00000032567-S,Norephedrine,,,1,1.0,0.0,3,1.0,0.0,3,1.0,0.0,7,2,True,+,0.0
ENSMUSG00000036053-S,Methanesulfonic acid,,,0,-1.0,0.0,3,-1.0,1.4042654220543672e-24,5,-1.0,0.0,8,2,True,-,0.0
ENSMUSG00000038984-S,Methyl lactate,,,0,1.0,0.0,3,1.0,1.4042654220543672e-24,5,0.9940297973880048,5.296153515645123e-07,8,2,True,+,0.004792665854757793
