node1,node2
Slc25a13__CPX,Net1__CPX
Slc25a13__CPX,Ergic2__CPX
Slc25a13__CPX,Ccdc88a__CPX
Slc25a13__CPX,Rdx__CPX
Slc25a13__CPX,Cep57__CPX
Slc25a13__CPX,Shoc2__CPX
Dhx29__CPX,Cfap46__CPX
Dhx29__CPX,Tmem167__CPX
Rpn2__CPX,1110004F10Rik__CPX
Rpn2__CPX,Fam13b__CPX
Rpn2__CPX,Pabpc1__CPX
Rpn2__CPX,Kif2a__CPX
Rpn2__CPX,Slk__CPX
Rpn2__CPX,Rock1__CPX
Rpn2__CPX,Eea1__CPX
Rpn2__CPX,Rora__CPX
Rpn2__CPX,Smc6__CPX
Rpn2__CPX,Ylpm1__CPX
Rpn2__CPX,Nfyb__CPX
Rpn2__CPX,Smim10l1__CPX
Rpn2__CPX,4921504A21Rik__CPX
Rpn2__CPX,Npepps__CPX
Rpn2__CPX,Plcb4__CPX
Rpn2__CPX,Gsk3b__CPX
Rpn2__CPX,Iqgap2__CPX
Rpn2__CPX,Cltb__CPX
Rpn2__CPX,Nkapd1__CPX
Rpn2__CPX,Nipbl__CPX
Rpn2__CPX,Fhad1__CPX
Rpn2__CPX,Ash1l__CPX
Rpn2__CPX,Mafg__CPX
Rpn2__CPX,B230219D22Rik__CPX
Rpn2__CPX,Rad50__CPX
Rpn2__CPX,Fxr1__CPX
Rpn2__CPX,Phactr2__CPX
Rpn2__CPX,Smarca5__CPX
Gm43339__CPX,Arhgef12__CPX
Gm43339__CPX,Arhgap5__CPX
Gm43339__CPX,Suz12__CPX
Gm43339__CPX,Limch1__CPX
Gm43339__CPX,Wasl__CPX
Gm43339__CPX,Samd14__CPX
Gm43339__CPX,Csnk1a1__CPX
Gm43339__CPX,Fgfr1op2__CPX
Cebpz__CPX,Ankrd12__CPX
Cebpz__CPX,Ctdspl2__CPX
Cebpz__CPX,Bclaf1__CPX
Cebpz__CPX,Usp9x__CPX
Cebpz__CPX,Pabpc1__CPX
Cebpz__CPX,Kif2a__CPX
Cebpz__CPX,Pura__CPX
Cebpz__CPX,Slk__CPX
Cebpz__CPX,Smarca2__CPX
Cebpz__CPX,Zfp638__CPX
Cebpz__CPX,Ccdc18__CPX
Cebpz__CPX,Dek__CPX
Cebpz__CPX,mt-Nd2__CPX
Cebpz__CPX,Pdap1__CPX
Cebpz__CPX,Rock1__CPX
Cebpz__CPX,Zbtb7a__CPX
Cebpz__CPX,Eea1__CPX
Cebpz__CPX,Smc6__CPX
Cebpz__CPX,Ylpm1__CPX
Cebpz__CPX,Fndc3a__CPX
Cebpz__CPX,Cdkn1c__CPX
Cebpz__CPX,Rbm27__CPX
Cebpz__CPX,Krcc1__CPX
Cebpz__CPX,4921504A21Rik__CPX
Cebpz__CPX,Npepps__CPX
Cebpz__CPX,Ap2b1__CPX
Cebpz__CPX,Wasl__CPX
Cebpz__CPX,Ergic2__CPX
Cebpz__CPX,Psip1__CPX
Cebpz__CPX,Sntb2__CPX
Cebpz__CPX,Ccdc88a__CPX
Cebpz__CPX,Pi4ka__CPX
Cebpz__CPX,Arid4a__CPX
Cebpz__CPX,Top1__CPX
Cebpz__CPX,Rdx__CPX
Cebpz__CPX,Golm2__CPX
Cebpz__CPX,Tpr__CPX
Cebpz__CPX,Nkapd1__CPX
Cebpz__CPX,Cct4__CPX
Cebpz__CPX,Frg1__CPX
Cebpz__CPX,Clpp__CPX
Cebpz__CPX,Nipbl__CPX
Cebpz__CPX,Brd4__CPX
Cebpz__CPX,Phf3__CPX
Cebpz__CPX,Enpp5__CPX
Cebpz__CPX,Fgfr1op2__CPX
Cebpz__CPX,Fhad1__CPX
Cebpz__CPX,Luzp1__CPX
Cebpz__CPX,Ash1l__CPX
Cebpz__CPX,Qser1__CPX
Cebpz__CPX,B230219D22Rik__CPX
Cebpz__CPX,Upf2__CPX
Cebpz__CPX,Rad50__CPX
Cebpz__CPX,Camk1d__CPX
Cebpz__CPX,Fxr1__CPX
Cebpz__CPX,Mansc4__CPX
Cebpz__CPX,Cep290__CPX
Cebpz__CPX,Setbp1__CPX
Cebpz__CPX,Fer__CPX
Cebpz__CPX,Kif21a__CPX
Cebpz__CPX,Phactr2__CPX
Cebpz__CPX,Gtpbp4__CPX
Cebpz__CPX,Ccdc186__CPX
Cebpz__CPX,Ccar1__CPX
Cebpz__CPX,Shoc2__CPX
St6galnac4__CPX,Prkaca__CPX
St6galnac4__CPX,Bhlhe41__CPX
Prkaca__CPX,Zfp358__CPX
Prkaca__CPX,Hk1__CPX
Prkaca__CPX,Psmd3__CPX
Prkaca__CPX,Arl2bp__CPX
Prkaca__CPX,Acbd4__CPX
Xpc__CPX,Cyyr1__CPX
Xpc__CPX,Tmem203__CPX
Scyl1__CPX,Atf6b__CPX
Scyl1__CPX,Msh2__CPX
Scyl1__CPX,Pdlim5__CPX
Scyl1__CPX,Pycr2__CPX
Scyl1__CPX,Lpgat1__CPX
Scyl1__CPX,Scg5__CPX
Scyl1__CPX,Dnajc7__CPX
Scyl1__CPX,Osbp__CPX
Scyl1__CPX,Ddb1__CPX
Scyl1__CPX,Igfbp2__CPX
Scyl1__CPX,Adam15__CPX
Scyl1__CPX,Mfge8__CPX
Scyl1__CPX,Tkt__CPX
Scyl1__CPX,Psmd3__CPX
Scyl1__CPX,Opa1__CPX
Scyl1__CPX,Atp6v1f__CPX
Scyl1__CPX,Ptk2b__CPX
Scyl1__CPX,Dync1h1__CPX
Scyl1__CPX,Fcho2__CPX
Scyl1__CPX,Mef2a__CPX
Zfp219__CPX,Dnajc7__CPX
Zfp219__CPX,Opa1__CPX
Zfp219__CPX,Crygn__CPX
Ccnd1__CPX,Thra__CPX
Ccnd1__CPX,Hk1__CPX
Ccnd1__CPX,Zfp768__CPX
Ccnd1__CPX,Ramac__CPX
Ccnd1__CPX,Ptk2b__CPX
Ccnd1__CPX,Ganab__CPX
Ankrd12__CPX,Bclaf1__CPX
Ankrd12__CPX,Kif2a__CPX
Ankrd12__CPX,Pura__CPX
Ankrd12__CPX,Smarca2__CPX
Ankrd12__CPX,Zfp638__CPX
Ankrd12__CPX,Pawr__CPX
Ankrd12__CPX,mt-Nd2__CPX
Ankrd12__CPX,Ccdc59__CPX
Ankrd12__CPX,Pdap1__CPX
Ankrd12__CPX,Rock1__CPX
Ankrd12__CPX,Zbtb7a__CPX
Ankrd12__CPX,Eea1__CPX
Ankrd12__CPX,Snrnp48__CPX
Ankrd12__CPX,Smc6__CPX
Ankrd12__CPX,Ylpm1__CPX
Ankrd12__CPX,Sppl3__CPX
Ankrd12__CPX,Cdkn1c__CPX
Ankrd12__CPX,Rbm27__CPX
Ankrd12__CPX,Krcc1__CPX
Ankrd12__CPX,Wrn__CPX
Ankrd12__CPX,Npepps__CPX
Ankrd12__CPX,Ap2b1__CPX
Ankrd12__CPX,Wasl__CPX
Ankrd12__CPX,Ergic2__CPX
Ankrd12__CPX,Psip1__CPX
Ankrd12__CPX,Iqgap2__CPX
Ankrd12__CPX,Sntb2__CPX
Ankrd12__CPX,Ccdc88a__CPX
Ankrd12__CPX,Pi4ka__CPX
Ankrd12__CPX,Arid4a__CPX
Ankrd12__CPX,Top1__CPX
Ankrd12__CPX,Ildr2__CPX
Ankrd12__CPX,Rdx__CPX
Ankrd12__CPX,Golm2__CPX
Ankrd12__CPX,Tpr__CPX
Ankrd12__CPX,Nkapd1__CPX
Ankrd12__CPX,Cct4__CPX
Ankrd12__CPX,Frg1__CPX
Ankrd12__CPX,Clpp__CPX
Ankrd12__CPX,Nipbl__CPX
Ankrd12__CPX,Enpp5__CPX
Ankrd12__CPX,Fgfr1op2__CPX
Ankrd12__CPX,Fhad1__CPX
Ankrd12__CPX,Efhb__CPX
Ankrd12__CPX,Baz1b__CPX
Ankrd12__CPX,Ash1l__CPX
Ankrd12__CPX,Qser1__CPX
Ankrd12__CPX,Upf2__CPX
Ankrd12__CPX,Rad50__CPX
Ankrd12__CPX,Rif1__CPX
Ankrd12__CPX,Cep290__CPX
Ankrd12__CPX,Mpp7__CPX
Ankrd12__CPX,Kif21a__CPX
Ankrd12__CPX,Phactr2__CPX
Ankrd12__CPX,Ccdc186__CPX
Ankrd12__CPX,Ccar1__CPX
Ankrd12__CPX,Mia2__CPX
Ankrd12__CPX,Slain2__CPX
Ddit4__CPX,Dusp1__CPX
Ddit4__CPX,Ilvbl__CPX
Ddit4__CPX,Ubc__CPX
Mterf4__CPX,Aox3__CPX
Cdr2l__CPX,Cdh4__CPX
Thra__CPX,Dnajc7__CPX
Thra__CPX,Lrrc17__CPX
Thra__CPX,Ubl3__CPX
Thra__CPX,Opa1__CPX
Thra__CPX,Zfp768__CPX
Thra__CPX,Clec14a__CPX
Thra__CPX,Rab5c__CPX
Thra__CPX,Aasdhppt__CPX
Thra__CPX,Ptk2b__CPX
Mfsd2a__CPX,Agbl3__CPX
Mfsd2a__CPX,Mtf1__CPX
Gm15408__CPX,Atf6b__CPX
Gm15408__CPX,Pdlim5__CPX
Gm15408__CPX,Tmem259__CPX
Gm15408__CPX,Osbp__CPX
Gm15408__CPX,Eif3h__CPX
Gm15408__CPX,Eef1a1__CPX
Gm15408__CPX,Pqbp1__CPX
Gm15408__CPX,Gnas__CPX
Gm15408__CPX,Ahcyl2__CPX
Gm15408__CPX,Dlgap4__CPX
Ilkap__CPX,Krt23__CPX
Kin__CPX,Rnasel__CPX
Smyd2__CPX,Emc10__CPX
Smyd2__CPX,Dcxr__CPX
Por__CPX,Smpdl3b__CPX
Tmem87a__CPX,Mospd3__CPX
Atf6b__CPX,Pycr2__CPX
Atf6b__CPX,Tmem259__CPX
Atf6b__CPX,Nek8__CPX
Atf6b__CPX,Cep41__CPX
Atf6b__CPX,Acacb__CPX
Atf6b__CPX,Zfp358__CPX
Atf6b__CPX,Rora__CPX
Atf6b__CPX,Igfbp2__CPX
Atf6b__CPX,Gpaa1__CPX
Atf6b__CPX,Eef1a1__CPX
Atf6b__CPX,Mfge8__CPX
Atf6b__CPX,Psmd3__CPX
Atf6b__CPX,Gprc5c__CPX
Atf6b__CPX,Tulp4__CPX
Atf6b__CPX,Gm5141__CPX
Atf6b__CPX,Ahcyl2__CPX
Atf6b__CPX,Ubc__CPX
Atf6b__CPX,Tm9sf3__CPX
Atf6b__CPX,Rpp30__CPX
Atf6b__CPX,Dync1h1__CPX
Rpl18a__CPX,Arf2__CPX
Tet1__CPX,Arid4a__CPX
Eid2b__CPX,Art4__CPX
Iqcc__CPX,Nup214__CPX
Pcgf5__CPX,Suz12__CPX
Pcgf5__CPX,Erbin__CPX
Pcgf5__CPX,Sytl2__CPX
Grpel1__CPX,Gm15675__CPX
Grpel1__CPX,Afg3l1__CPX
Grpel1__CPX,Ube3c__CPX
Grpel1__CPX,Dynll1__CPX
Grpel1__CPX,Igfbp6__CPX
Cspg5__CPX,Cbarp__CPX
Cspg5__CPX,Dynll1__CPX
Cspg5__CPX,Slain2__CPX
Klc1__CPX,Osbp__CPX
Klc1__CPX,Ap3s2__CPX
Msh2__CPX,Dnajc7__CPX
Msh2__CPX,Ddb1__CPX
Msh2__CPX,Aldh9a1__CPX
Msh2__CPX,Heatr3__CPX
Msh2__CPX,Zfp36l2__CPX
Msh2__CPX,Atp6v1f__CPX
Msh2__CPX,Mtrex__CPX
Kcnk5__CPX,Dock10__CPX
Psmd8__CPX,Pycr2__CPX
Psmd8__CPX,UNKNOWN__CPX
Psmd8__CPX,Lepr__CPX
Psmd8__CPX,Nt5m__CPX
Psmd8__CPX,Rplp1__CPX
Psmd8__CPX,Eif3g__CPX
Psmd8__CPX,Pbx1__CPX
Psmd8__CPX,Atp5me__CPX
Psmd8__CPX,Acbd4__CPX
Repin1__CPX,Phf3__CPX
Cdkl3__CPX,E2f2__CPX
mt-Cytb__CPX,Prpf6__CPX
mt-Cytb__CPX,Ints11__CPX
Adcy9__CPX,Map3k5__CPX
1110004F10Rik__CPX,Usp9x__CPX
1110004F10Rik__CPX,Pabpc1__CPX
1110004F10Rik__CPX,Kif2a__CPX
1110004F10Rik__CPX,Ccdc18__CPX
1110004F10Rik__CPX,Eea1__CPX
1110004F10Rik__CPX,Ylpm1__CPX
1110004F10Rik__CPX,4930556M19Rik__CPX
1110004F10Rik__CPX,Nfyb__CPX
1110004F10Rik__CPX,4921504A21Rik__CPX
1110004F10Rik__CPX,Npepps__CPX
1110004F10Rik__CPX,Wasl__CPX
1110004F10Rik__CPX,Sntb2__CPX
1110004F10Rik__CPX,Dstn__CPX
1110004F10Rik__CPX,Itch__CPX
1110004F10Rik__CPX,Frg1__CPX
1110004F10Rik__CPX,Nipbl__CPX
1110004F10Rik__CPX,Fhad1__CPX
1110004F10Rik__CPX,Zic2__CPX
1110004F10Rik__CPX,Ash1l__CPX
1110004F10Rik__CPX,B230219D22Rik__CPX
1110004F10Rik__CPX,Camk1d__CPX
1110004F10Rik__CPX,Fxr1__CPX
1110004F10Rik__CPX,Sin3a__CPX
1110004F10Rik__CPX,Mansc4__CPX
1110004F10Rik__CPX,Kpna3__CPX
1110004F10Rik__CPX,Stag2__CPX
1110004F10Rik__CPX,Ube2q2__CPX
1110004F10Rik__CPX,Phactr2__CPX
1110004F10Rik__CPX,Shoc2__CPX
Ibtk__CPX,Sppl3__CPX
Ibtk__CPX,Adam15__CPX
Ibtk__CPX,Wasl__CPX
Ibtk__CPX,Wbp4__CPX
Ibtk__CPX,Setx__CPX
Ibtk__CPX,Evi5__CPX
Ibtk__CPX,Smc4__CPX
Ibtk__CPX,Qser1__CPX
Ibtk__CPX,Dlg4__CPX
Ibtk__CPX,Ubc__CPX
Fam13b__CPX,Bclaf1__CPX
Fam13b__CPX,Usp9x__CPX
Fam13b__CPX,Pabpc1__CPX
Fam13b__CPX,Kif2a__CPX
Fam13b__CPX,Smarca2__CPX
Fam13b__CPX,Cep95__CPX
Fam13b__CPX,Klf3__CPX
Fam13b__CPX,Eea1__CPX
Fam13b__CPX,Rora__CPX
Fam13b__CPX,Cdkn1c__CPX
Fam13b__CPX,Smim15__CPX
Fam13b__CPX,Npepps__CPX
Fam13b__CPX,Gsk3b__CPX
Fam13b__CPX,Kras__CPX
Fam13b__CPX,Arid4a__CPX
Fam13b__CPX,Tmem161b__CPX
Fam13b__CPX,Tpr__CPX
Fam13b__CPX,Frg1__CPX
Fam13b__CPX,Fhad1__CPX
Fam13b__CPX,Luzp1__CPX
Fam13b__CPX,Ash1l__CPX
Fam13b__CPX,B230219D22Rik__CPX
Fam13b__CPX,Rad50__CPX
Fam13b__CPX,Fxr1__CPX
Fam13b__CPX,Kif21a__CPX
Fam13b__CPX,Ube2q2__CPX
Fam13b__CPX,Phactr2__CPX
Fam13b__CPX,Gtpbp4__CPX
Ctdspl2__CPX,Slc17a5__CPX
Ctdspl2__CPX,Arhgap5__CPX
Ctdspl2__CPX,Rora__CPX
Ctdspl2__CPX,Wapl__CPX
Ctdspl2__CPX,4921504A21Rik__CPX
Ctdspl2__CPX,Ap2b1__CPX
Ctdspl2__CPX,Ap3b1__CPX
Ctdspl2__CPX,Wasl__CPX
Ctdspl2__CPX,Gsk3b__CPX
Ctdspl2__CPX,Pi4ka__CPX
Ctdspl2__CPX,Pbx1__CPX
Ctdspl2__CPX,Mafg__CPX
Ctdspl2__CPX,B230219D22Rik__CPX
Ctdspl2__CPX,Rad50__CPX
Ctdspl2__CPX,Pja2__CPX
Ctdspl2__CPX,Phactr2__CPX
Ctdspl2__CPX,Ccdc186__CPX
Pknox2__CPX,Klhl18__CPX
Btbd2__CPX,Bclaf1__CPX
Btbd2__CPX,Nt5m__CPX
Btbd2__CPX,Smc6__CPX
Btbd2__CPX,Mrps24__CPX
Btbd2__CPX,Nkapd1__CPX
Btbd2__CPX,Rad50__CPX
Btbd2__CPX,Ccar1__CPX
Bclaf1__CPX,Usp9x__CPX
Bclaf1__CPX,Pabpc1__CPX
Bclaf1__CPX,Kif2a__CPX
Bclaf1__CPX,Pura__CPX
Bclaf1__CPX,Slk__CPX
Bclaf1__CPX,Smarca2__CPX
Bclaf1__CPX,Dek__CPX
Bclaf1__CPX,mt-Nd2__CPX
Bclaf1__CPX,Pdap1__CPX
Bclaf1__CPX,Rock1__CPX
Bclaf1__CPX,Zbtb7a__CPX
Bclaf1__CPX,Eea1__CPX
Bclaf1__CPX,Smc6__CPX
Bclaf1__CPX,Cdkn1c__CPX
Bclaf1__CPX,Rbm27__CPX
Bclaf1__CPX,Krcc1__CPX
Bclaf1__CPX,Npepps__CPX
Bclaf1__CPX,Ap2b1__CPX
Bclaf1__CPX,Wasl__CPX
Bclaf1__CPX,Ergic2__CPX
Bclaf1__CPX,Psip1__CPX
Bclaf1__CPX,Iqgap2__CPX
Bclaf1__CPX,Ccdc88a__CPX
Bclaf1__CPX,Arid4a__CPX
Bclaf1__CPX,Top1__CPX
Bclaf1__CPX,Rdx__CPX
Bclaf1__CPX,Golm2__CPX
Bclaf1__CPX,Tmem161b__CPX
Bclaf1__CPX,Synm__CPX
Bclaf1__CPX,Tpr__CPX
Bclaf1__CPX,Nkapd1__CPX
Bclaf1__CPX,Frg1__CPX
Bclaf1__CPX,Cep57__CPX
Bclaf1__CPX,Nipbl__CPX
Bclaf1__CPX,Phf3__CPX
Bclaf1__CPX,Enpp5__CPX
Bclaf1__CPX,Fhad1__CPX
Bclaf1__CPX,Efhb__CPX
Bclaf1__CPX,Baz1b__CPX
Bclaf1__CPX,Luzp1__CPX
Bclaf1__CPX,Ash1l__CPX
Bclaf1__CPX,Qser1__CPX
Bclaf1__CPX,Rad50__CPX
Bclaf1__CPX,Fxr1__CPX
Bclaf1__CPX,Rif1__CPX
Bclaf1__CPX,Cep290__CPX
Bclaf1__CPX,Fer__CPX
Bclaf1__CPX,Phactr2__CPX
Bclaf1__CPX,Gtpbp4__CPX
Bclaf1__CPX,Ccdc186__CPX
Bclaf1__CPX,Mia2__CPX
Bclaf1__CPX,Slain2__CPX
Gin1__CPX,Scg5__CPX
Gin1__CPX,Dbndd1__CPX
Syt17__CPX,Cracr2b__CPX
Ppp1r12a__CPX,Pura__CPX
Ppp1r12a__CPX,Smarca2__CPX
Ppp1r12a__CPX,mt-Nd2__CPX
Ppp1r12a__CPX,Rora__CPX
Ppp1r12a__CPX,Smc6__CPX
Ppp1r12a__CPX,Prpf6__CPX
Ppp1r12a__CPX,Ccdc88a__CPX
Ppp1r12a__CPX,Top1__CPX
Ppp1r12a__CPX,Nipbl__CPX
Ppp1r12a__CPX,Fgfr1op2__CPX
Ppp1r12a__CPX,Luzp1__CPX
Ppp1r12a__CPX,Ash1l__CPX
Ppp1r12a__CPX,Cep290__CPX
Ppp1r12a__CPX,Fer__CPX
Ppp1r12a__CPX,Ccdc186__CPX
Dctn2__CPX,Scp2-ps2__CPX
Dctn2__CPX,Rhob__CPX
Dctn2__CPX,Fzr1__CPX
Dctn2__CPX,Ide__CPX
Dctn2__CPX,Pfn1__CPX
Ppp1r1b__CPX,Ppp5c__CPX
Ppp1r1b__CPX,Ddb1__CPX
Ppp1r1b__CPX,Tkt__CPX
Ppp1r1b__CPX,Atp6v1f__CPX
Ppp1r1b__CPX,Acbd4__CPX
Ncaph2__CPX,Dynll1__CPX
Gsta3__CPX,Trpc4ap__CPX
Pdlim5__CPX,Pycr2__CPX
Pdlim5__CPX,Scg5__CPX
Pdlim5__CPX,Ddb1__CPX
Pdlim5__CPX,Cd47__CPX
Pdlim5__CPX,Mrps18a__CPX
Pdlim5__CPX,Mfge8__CPX
Pdlim5__CPX,4632415L05Rik__CPX
Pdlim5__CPX,Atp5me__CPX
Pdlim5__CPX,Imp3__CPX
Pdlim5__CPX,Npat__CPX
Pdlim5__CPX,Dync1h1__CPX
Pdlim5__CPX,Fcho2__CPX
Pdlim5__CPX,Spata13__CPX
Pycr2__CPX,Mrpl17__CPX
Pycr2__CPX,Dnajc7__CPX
Pycr2__CPX,Dynlt2b__CPX
Pycr2__CPX,Osbp__CPX
Pycr2__CPX,Ddb1__CPX
Pycr2__CPX,Cd47__CPX
Pycr2__CPX,Adck2__CPX
Pycr2__CPX,Mfge8__CPX
Pycr2__CPX,Hk1__CPX
Pycr2__CPX,Psmd3__CPX
Pycr2__CPX,Ric3__CPX
Pycr2__CPX,Ptk2b__CPX
Pycr2__CPX,Sytl2__CPX
Pycr2__CPX,Dync1h1__CPX
Phf1__CPX,Dynlt2b__CPX
Phf1__CPX,Klhl18__CPX
Gm12346__CPX,Suclg2__CPX
Gm12346__CPX,Gmppa__CPX
Gm12346__CPX,Rpp30__CPX
Mrpl17__CPX,Ddb1__CPX
Mrpl17__CPX,Zfp768__CPX
Mrpl17__CPX,Atp5me__CPX
Mrpl17__CPX,Jph1__CPX
Mrpl17__CPX,Tmem184c__CPX
Mrpl17__CPX,Iba57__CPX
Mrpl17__CPX,Acbd4__CPX
Cast__CPX,Nfe2l2__CPX
Cast__CPX,5730455P16Rik__CPX
Cast__CPX,Zhx1__CPX
Lpgat1__CPX,Ddb1__CPX
Lpgat1__CPX,Guk1__CPX
Lpgat1__CPX,Rpl37__CPX
Lpgat1__CPX,Atp5me__CPX
Lpgat1__CPX,Jph1__CPX
Lpgat1__CPX,Tmem184c__CPX
Lpgat1__CPX,Rad54l2__CPX
Lpgat1__CPX,Dync1h1__CPX
Lpgat1__CPX,Stxbp4__CPX
Lpgat1__CPX,Mef2a__CPX
Emd__CPX,Smarca5__CPX
Birc2__CPX,Adam15__CPX
Birc2__CPX,Wbp4__CPX
Birc2__CPX,Irak3__CPX
Slc25a26__CPX,H1f10__CPX
Slc25a26__CPX,Capn2__CPX
Usp9x__CPX,Pabpc1__CPX
Usp9x__CPX,Kif2a__CPX
Usp9x__CPX,Ro60__CPX
Usp9x__CPX,Slc17a5__CPX
Usp9x__CPX,Arhgap5__CPX
Usp9x__CPX,Slk__CPX
Usp9x__CPX,Zbtb37__CPX
Usp9x__CPX,Smarca2__CPX
Usp9x__CPX,Zfp638__CPX
Usp9x__CPX,Ccdc18__CPX
Usp9x__CPX,mt-Nd2__CPX
Usp9x__CPX,Pdap1__CPX
Usp9x__CPX,Rock1__CPX
Usp9x__CPX,Zbtb7a__CPX
Usp9x__CPX,Rplp1__CPX
Usp9x__CPX,Eea1__CPX
Usp9x__CPX,Smc6__CPX
Usp9x__CPX,Ylpm1__CPX
Usp9x__CPX,Ccdc148__CPX
Usp9x__CPX,Cdkn1c__CPX
Usp9x__CPX,Rbm27__CPX
Usp9x__CPX,4921504A21Rik__CPX
Usp9x__CPX,Npepps__CPX
Usp9x__CPX,Plcb4__CPX
Usp9x__CPX,Ap2b1__CPX
Usp9x__CPX,Ap3b1__CPX
Usp9x__CPX,Wasl__CPX
Usp9x__CPX,Ergic2__CPX
Usp9x__CPX,Psip1__CPX
Usp9x__CPX,Sntb2__CPX
Usp9x__CPX,Ccdc88a__CPX
Usp9x__CPX,Pi4ka__CPX
Usp9x__CPX,Arid4a__CPX
Usp9x__CPX,Top1__CPX
Usp9x__CPX,Dstn__CPX
Usp9x__CPX,Ildr2__CPX
Usp9x__CPX,Golm2__CPX
Usp9x__CPX,Tmem161b__CPX
Usp9x__CPX,Synm__CPX
Usp9x__CPX,Tpr__CPX
Usp9x__CPX,Wbp4__CPX
Usp9x__CPX,Vps13b__CPX
Usp9x__CPX,Snora35__CPX
Usp9x__CPX,Secisbp2l__CPX
Usp9x__CPX,Nkapd1__CPX
Usp9x__CPX,Frg1__CPX
Usp9x__CPX,Nipbl__CPX
Usp9x__CPX,Phf3__CPX
Usp9x__CPX,Enpp5__CPX
Usp9x__CPX,Fhad1__CPX
Usp9x__CPX,Luzp1__CPX
Usp9x__CPX,Ash1l__CPX
Usp9x__CPX,Pcmtd1__CPX
Usp9x__CPX,Lrp6__CPX
Usp9x__CPX,Qser1__CPX
Usp9x__CPX,B230219D22Rik__CPX
Usp9x__CPX,Rad50__CPX
Usp9x__CPX,Camk1d__CPX
Usp9x__CPX,Fxr1__CPX
Usp9x__CPX,Rif1__CPX
Usp9x__CPX,Cep290__CPX
Usp9x__CPX,Setbp1__CPX
Usp9x__CPX,Pja2__CPX
Usp9x__CPX,Fer__CPX
Usp9x__CPX,Stag2__CPX
Usp9x__CPX,Kif21a__CPX
Usp9x__CPX,Phactr2__CPX
Usp9x__CPX,Smarca5__CPX
Usp9x__CPX,Ccdc186__CPX
Nfe2l2__CPX,Klf3__CPX
Nfe2l2__CPX,5730455P16Rik__CPX
Nfe2l2__CPX,Secisbp2l__CPX
Nfe2l2__CPX,Pja2__CPX
Baiap2l1__CPX,Olfm2__CPX
Baiap2l1__CPX,Npas3__CPX
Zfp879__CPX,Haus4__CPX
Flcn__CPX,Dek__CPX
Flcn__CPX,Afg3l1__CPX
Flcn__CPX,Shfl__CPX
Flcn__CPX,Atn1__CPX
Scg5__CPX,Wapl__CPX
Scg5__CPX,Erbin__CPX
Scg5__CPX,Fcho2__CPX
Niban1__CPX,Slc16a7__CPX
Sptan1__CPX,Psma4__CPX
Sptan1__CPX,Arhgef12__CPX
Sptan1__CPX,Arhgap5__CPX
Sptan1__CPX,Slk__CPX
Sptan1__CPX,Zfp638__CPX
Sptan1__CPX,Emc10__CPX
Sptan1__CPX,Rora__CPX
Sptan1__CPX,Rbm27__CPX
Sptan1__CPX,Limch1__CPX
Sptan1__CPX,Irak1bp1__CPX
Sptan1__CPX,Wbp4__CPX
Sptan1__CPX,Evi5__CPX
Sptan1__CPX,Clpp__CPX
Sptan1__CPX,9530026P05Rik__CPX
Sptan1__CPX,Pcmtd1__CPX
Sptan1__CPX,B230219D22Rik__CPX
Sptan1__CPX,Dlg4__CPX
Sptan1__CPX,Ubc__CPX
Sptan1__CPX,Mpp7__CPX
Sptan1__CPX,Smarca5__CPX
Sptan1__CPX,Gtpbp4__CPX
Sptan1__CPX,Ccar1__CPX
Sptan1__CPX,Ehd1__CPX
Psma4__CPX,Ergic2__CPX
Psma4__CPX,Wbp4__CPX
Psma4__CPX,Evi5__CPX
Psma4__CPX,Slc22a17__CPX
Psma4__CPX,Fgfr1op2__CPX
Psma4__CPX,Gtpbp4__CPX
Psma4__CPX,Ccar1__CPX
Psma4__CPX,Gsta4__CPX
Pabpc1__CPX,Kif2a__CPX
Pabpc1__CPX,Ro60__CPX
Pabpc1__CPX,Slc17a5__CPX
Pabpc1__CPX,Slk__CPX
Pabpc1__CPX,Lepr__CPX
Pabpc1__CPX,Zbtb37__CPX
Pabpc1__CPX,Smarca2__CPX
Pabpc1__CPX,mt-Nd2__CPX
Pabpc1__CPX,Pdap1__CPX
Pabpc1__CPX,Rock1__CPX
Pabpc1__CPX,Klf3__CPX
Pabpc1__CPX,Eea1__CPX
Pabpc1__CPX,Smc6__CPX
Pabpc1__CPX,Ylpm1__CPX
Pabpc1__CPX,Ccdc148__CPX
Pabpc1__CPX,Cdkn1c__CPX
Pabpc1__CPX,Rbm27__CPX
Pabpc1__CPX,Krcc1__CPX
Pabpc1__CPX,Smim15__CPX
Pabpc1__CPX,Npepps__CPX
Pabpc1__CPX,Ap2b1__CPX
Pabpc1__CPX,Ap3b1__CPX
Pabpc1__CPX,Wasl__CPX
Pabpc1__CPX,Gsk3b__CPX
Pabpc1__CPX,Ergic2__CPX
Pabpc1__CPX,Iqgap2__CPX
Pabpc1__CPX,Sntb2__CPX
Pabpc1__CPX,Cdc14a__CPX
Pabpc1__CPX,Pi4ka__CPX
Pabpc1__CPX,Arid4a__CPX
Pabpc1__CPX,Pbx1__CPX
Pabpc1__CPX,Ildr2__CPX
Pabpc1__CPX,Itch__CPX
Pabpc1__CPX,Tmem161b__CPX
Pabpc1__CPX,Synm__CPX
Pabpc1__CPX,Tpr__CPX
Pabpc1__CPX,Wbp4__CPX
Pabpc1__CPX,Vps13b__CPX
Pabpc1__CPX,Secisbp2l__CPX
