node1,node2
Apc__CTX,B230217C12Rik__CTX
Apc__CTX,Pcmtd1__CTX
Apc__CTX,Fra10ac1__CTX
Apc__CTX,Ep300__CTX
Apc__CTX,Kcnma1__CTX
Apc__CTX,Msi2__CTX
Apc__CTX,Gm43765__CTX
Tbcb__CTX,Ubb__CTX
Tbcb__CTX,Agk__CTX
Tbcb__CTX,Gde1__CTX
Tbcb__CTX,Rxrb__CTX
Tbcb__CTX,Kcnj4__CTX
Tbcb__CTX,Slc38a9__CTX
Tbcb__CTX,Ftx__CTX
Tbcb__CTX,Gm38104__CTX
Kmt2b__CTX,Spata7__CTX
Kmt2b__CTX,Rps26__CTX
Kmt2b__CTX,Ermard__CTX
Kmt2b__CTX,Dctpp1__CTX
Rps9__CTX,Sdhb__CTX
Rps9__CTX,Larp4__CTX
Rps9__CTX,Casq2__CTX
Rps9__CTX,Rnf13__CTX
Rps9__CTX,Tcf4__CTX
Rps9__CTX,H2bc27__CTX
Rps9__CTX,Rtl8b__CTX
Rps9__CTX,Hmgcs1__CTX
Rps9__CTX,Gm43133__CTX
Tcf23__CTX,Gm37452__CTX
Psmd2__CTX,Sdr39u1__CTX
Psmd2__CTX,Gdap1__CTX
Psmd2__CTX,Ptpn4__CTX
Psmd2__CTX,4921524J17Rik__CTX
Psmd2__CTX,Gm43417__CTX
Dqx1__CTX,Tor1aip1__CTX
Dqx1__CTX,Nicn1__CTX
Dqx1__CTX,Kmt2c__CTX
Dqx1__CTX,Gm37529__CTX
Sdhb__CTX,Sqstm1__CTX
Sdhb__CTX,Ywhah__CTX
Sdhb__CTX,Habp4__CTX
Sdhb__CTX,Fam193b__CTX
Sdhb__CTX,Ogdhl__CTX
Sdhb__CTX,Ndufb9__CTX
Sdhb__CTX,Brwd1__CTX
Sdhb__CTX,Mib1__CTX
Sdhb__CTX,Drap1__CTX
Sdhb__CTX,Gls__CTX
Sdhb__CTX,Csrp1__CTX
Sdhb__CTX,Ctso__CTX
Sdhb__CTX,Mfn2__CTX
Sdhb__CTX,Dusp11__CTX
Sdhb__CTX,Gde1__CTX
Sdhb__CTX,Mrpl34__CTX
Sdhb__CTX,Tsen34__CTX
Sdhb__CTX,Lrfn5__CTX
Sdhb__CTX,Atosb__CTX
Sdhb__CTX,Dipk1b__CTX
Sdhb__CTX,Rnf13__CTX
Sdhb__CTX,Phpt1__CTX
Sdhb__CTX,Atp5mf__CTX
Sdhb__CTX,Cfap69__CTX
Sdhb__CTX,Oaz2__CTX
Sdhb__CTX,Fcho2__CTX
Sdhb__CTX,Dmtf1__CTX
Sdhb__CTX,Krtcap2__CTX
Sdhb__CTX,Kcnj4__CTX
Sdhb__CTX,Tubg2__CTX
Sdhb__CTX,Ankrd16__CTX
Sdhb__CTX,Kmt2d__CTX
Sdhb__CTX,Mir9-2hg__CTX
Sdhb__CTX,Tle5__CTX
Sdhb__CTX,Fry__CTX
Sdhb__CTX,Zfp74__CTX
Sdhb__CTX,B9d2__CTX
Sdhb__CTX,Rtl8b__CTX
Sdhb__CTX,Urm1__CTX
Sdhb__CTX,Rpl31__CTX
Sdhb__CTX,Ppil6__CTX
Sdhb__CTX,Naip6__CTX
Sdhb__CTX,Slc2a4rg-ps__CTX
Sdhb__CTX,C130023A14Rik__CTX
Sdhb__CTX,Gm43751__CTX
Trpv4__CTX,Htr6__CTX
Trpv4__CTX,Errfi1__CTX
Fam120b__CTX,Lrp4__CTX
Fam120b__CTX,Nicn1__CTX
Nol3__CTX,Ttc8__CTX
Nol3__CTX,Chmp6__CTX
Nol3__CTX,Mfn2__CTX
Nol3__CTX,Wbp1__CTX
Nol3__CTX,Vps13c__CTX
Nol3__CTX,Tubg2__CTX
Nol3__CTX,Vmac__CTX
Nol3__CTX,Ccnyl1__CTX
Lpl__CTX,Dgkh__CTX
Sqstm1__CTX,Ywhah__CTX
Sqstm1__CTX,Ubb__CTX
Sqstm1__CTX,Fam193b__CTX
Sqstm1__CTX,Mib1__CTX
Sqstm1__CTX,Csnk2b__CTX
Sqstm1__CTX,Naa40__CTX
Sqstm1__CTX,Drap1__CTX
Sqstm1__CTX,Gls__CTX
Sqstm1__CTX,Dusp11__CTX
Sqstm1__CTX,Ift122__CTX
Sqstm1__CTX,Ppme1__CTX
Sqstm1__CTX,Psmd10__CTX
Sqstm1__CTX,Cops8__CTX
Sqstm1__CTX,Mrpl34__CTX
Sqstm1__CTX,Tsen34__CTX
Sqstm1__CTX,Oaz2__CTX
Sqstm1__CTX,Kcnj4__CTX
Sqstm1__CTX,Tle5__CTX
Sqstm1__CTX,Fry__CTX
Sqstm1__CTX,Ppil6__CTX
Sqstm1__CTX,Slc2a4rg-ps__CTX
Sqstm1__CTX,C130023A14Rik__CTX
Sqstm1__CTX,Peg13__CTX
Stk32c__CTX,Ywhah__CTX
Stk32c__CTX,Serpina3n__CTX
Stk32c__CTX,Gls__CTX
Stk32c__CTX,Gde1__CTX
Stk32c__CTX,Cops8__CTX
Stk32c__CTX,Mrpl34__CTX
Stk32c__CTX,Vps13c__CTX
Stk32c__CTX,Lrfn5__CTX
Stk32c__CTX,Dmtf1__CTX
Stk32c__CTX,Kcnj4__CTX
Stk32c__CTX,Ankrd16__CTX
Stk32c__CTX,Srcap__CTX
Stk32c__CTX,Tle5__CTX
Stk32c__CTX,Ptk2b__CTX
Stk32c__CTX,Taf1b__CTX
Stk32c__CTX,Tnfrsf19__CTX
Stk32c__CTX,Rtl8b__CTX
Stk32c__CTX,Cbx6__CTX
Stk32c__CTX,Muc3a__CTX
Stk32c__CTX,Gm3364__CTX
Stk32c__CTX,Gm43751__CTX
Stk32c__CTX,Peg13__CTX
E2f3__CTX,Sting1__CTX
Mtif3__CTX,Cbx6__CTX
Mrps18c__CTX,Gde1__CTX
Mrps18c__CTX,Mgat5b__CTX
Plcg1__CTX,Plpp3__CTX
Plcg1__CTX,Flna__CTX
Plcg1__CTX,Dzip1l__CTX
Plcg1__CTX,Arl1__CTX
Etaa1__CTX,Slc22a17__CTX
Etaa1__CTX,Flnb__CTX
Etaa1__CTX,Sh2b1__CTX
Etaa1__CTX,Zpr1__CTX
Etaa1__CTX,Gm14634__CTX
Rarb__CTX,Ncl__CTX
Atad5__CTX,Sec24a__CTX
Med13l__CTX,Mydgf__CTX
Med13l__CTX,Clip4__CTX
Med13l__CTX,Fam168a__CTX
Med13l__CTX,Zfp638__CTX
Med13l__CTX,Cep350__CTX
Med13l__CTX,Lmbrd2__CTX
Med13l__CTX,Wwp1__CTX
Med13l__CTX,Ehbp1__CTX
Med13l__CTX,Setd2__CTX
Med13l__CTX,B230217C12Rik__CTX
Med13l__CTX,Pcmtd1__CTX
Med13l__CTX,Mrfap1__CTX
Med13l__CTX,Tubb2a__CTX
Med13l__CTX,Kcnma1__CTX
Med13l__CTX,Gm3687__CTX
Med13l__CTX,Gm37266__CTX
Gdf9__CTX,Mtpap__CTX
Appbp2__CTX,Erbin__CTX
Appbp2__CTX,Ndufv3__CTX
Appbp2__CTX,Sh2b1__CTX
Appbp2__CTX,Gde1__CTX
Appbp2__CTX,Senp7__CTX
Appbp2__CTX,Mrfap1__CTX
Appbp2__CTX,Dap3__CTX
Appbp2__CTX,Rpl31__CTX
Appbp2__CTX,Cbx6__CTX
Aatf__CTX,Nhsl1__CTX
Aatf__CTX,Heg1__CTX
Ywhah__CTX,Ubb__CTX
Ywhah__CTX,Ttc8__CTX
Ywhah__CTX,Serpina3n__CTX
Ywhah__CTX,Habp4__CTX
Ywhah__CTX,Fam193b__CTX
Ywhah__CTX,Cxcl14__CTX
Ywhah__CTX,Sdr39u1__CTX
Ywhah__CTX,Paxbp1__CTX
Ywhah__CTX,Ndufv3__CTX
Ywhah__CTX,Impact__CTX
Ywhah__CTX,Naa40__CTX
Ywhah__CTX,Drap1__CTX
Ywhah__CTX,Rps26__CTX
Ywhah__CTX,Ctso__CTX
Ywhah__CTX,Tfip11__CTX
Ywhah__CTX,Dusp11__CTX
Ywhah__CTX,Gde1__CTX
Ywhah__CTX,Cops8__CTX
Ywhah__CTX,Mrpl34__CTX
Ywhah__CTX,Dipk1b__CTX
Ywhah__CTX,Sec24a__CTX
Ywhah__CTX,Atp5mf__CTX
Ywhah__CTX,Oaz2__CTX
Ywhah__CTX,Rad54l2__CTX
Ywhah__CTX,Arhgef1__CTX
Ywhah__CTX,Hspb8__CTX
Ywhah__CTX,Fcho2__CTX
Ywhah__CTX,Krtcap2__CTX
Ywhah__CTX,Mgat5b__CTX
Ywhah__CTX,Kcnj4__CTX
Ywhah__CTX,Kmt2d__CTX
Ywhah__CTX,Senp7__CTX
Ywhah__CTX,Tle5__CTX
Ywhah__CTX,Med12l__CTX
Ywhah__CTX,Ptk2b__CTX
Ywhah__CTX,Nkain2__CTX
Ywhah__CTX,Rpl31__CTX
Ywhah__CTX,UNKNOWN_1454__CTX
Ywhah__CTX,Ftx__CTX
Ywhah__CTX,Cbx6__CTX
Ywhah__CTX,Muc3a__CTX
Ywhah__CTX,Gm3764__CTX
Ywhah__CTX,C130023A14Rik__CTX
Ywhah__CTX,Gm43751__CTX
Dalrd3__CTX,Gm43420__CTX
Dalrd3__CTX,Gm42771__CTX
Ubb__CTX,Drap1__CTX
Ubb__CTX,Carf__CTX
Ubb__CTX,Dusp11__CTX
Ubb__CTX,Rad54l2__CTX
Ubb__CTX,Arhgef1__CTX
Ubb__CTX,Kcnj4__CTX
Ubb__CTX,Tle5__CTX
Ubb__CTX,Ptk2b__CTX
Ubb__CTX,Rtl8b__CTX
Ubb__CTX,Ftx__CTX
Ubb__CTX,Gm38104__CTX
Ubb__CTX,Gm43133__CTX
Mydgf__CTX,Mdh1__CTX
Mydgf__CTX,Pja2__CTX
Mydgf__CTX,Gria4__CTX
Mydgf__CTX,Spopl__CTX
Mydgf__CTX,Fam168a__CTX
Mydgf__CTX,Zfp638__CTX
Mydgf__CTX,Ndn__CTX
Mydgf__CTX,Cep350__CTX
Mydgf__CTX,Arhgap5__CTX
Mydgf__CTX,Ascc3__CTX
Mydgf__CTX,Tnrc18__CTX
Mydgf__CTX,Ehbp1__CTX
Mydgf__CTX,Setd2__CTX
Mydgf__CTX,Pcmtd1__CTX
Mydgf__CTX,Fra10ac1__CTX
Mydgf__CTX,Ep300__CTX
Mydgf__CTX,Mrfap1__CTX
Mydgf__CTX,R3hdm1__CTX
Mydgf__CTX,Nap1l1__CTX
Mydgf__CTX,Kcnma1__CTX
Mydgf__CTX,Gm43765__CTX
L3hypdh__CTX,Gm14634__CTX
Rgs17__CTX,Elf4__CTX
Rgs17__CTX,Epcip__CTX
Rgs17__CTX,Gm16168__CTX
Pex3__CTX,Pja2__CTX
Pex3__CTX,Pum1__CTX
Pex3__CTX,Fam168a__CTX
Pex3__CTX,Gm18284__CTX
Rab36__CTX,Mdh1__CTX
Rab36__CTX,Vps39__CTX
Rab36__CTX,Kdm3b__CTX
Rab36__CTX,Mrfap1__CTX
Vps13d__CTX,Dock6__CTX
Vps13d__CTX,1810021B22Rik__CTX
Mdh1__CTX,Habp4__CTX
Mdh1__CTX,Erbin__CTX
Mdh1__CTX,Slc25a12__CTX
Mdh1__CTX,Vps39__CTX
Mdh1__CTX,Zranb2__CTX
Mdh1__CTX,Ndufaf4__CTX
Mdh1__CTX,Nptn__CTX
Mdh1__CTX,Ndn__CTX
Mdh1__CTX,Map3k13__CTX
Mdh1__CTX,L3mbtl1__CTX
Mdh1__CTX,Nufip2__CTX
Mdh1__CTX,Kdm3b__CTX
Mdh1__CTX,Lmbrd2__CTX
Mdh1__CTX,Fcho2__CTX
Mdh1__CTX,Ehbp1__CTX
Mdh1__CTX,Nlgn2__CTX
Mdh1__CTX,Senp7__CTX
Mdh1__CTX,Tle5__CTX
Mdh1__CTX,Mrfap1__CTX
Mdh1__CTX,Tubb2a__CTX
Mdh1__CTX,Nbeal1__CTX
Mdh1__CTX,Slc2a4rg-ps__CTX
Mdh1__CTX,Gm15513__CTX
Patz1__CTX,Ndufa5__CTX
Patz1__CTX,Ddx6__CTX
Patz1__CTX,Nicn1__CTX
Patz1__CTX,Eif2s2__CTX
Patz1__CTX,Gm12999__CTX
Patz1__CTX,Gm3364__CTX
Cyria__CTX,Zfp523__CTX
Cyria__CTX,Nxph3__CTX
Sdc1__CTX,Bend3__CTX
Dus4l__CTX,Kctd12b__CTX
Dus4l__CTX,Idi1__CTX
Dnmt3a__CTX,Trip11__CTX
Dnmt3a__CTX,Gria4__CTX
Dnmt3a__CTX,Cdc42bpa__CTX
Dnmt3a__CTX,Macf1__CTX
Dnmt3a__CTX,Cep350__CTX
Dnmt3a__CTX,Ascc3__CTX
Dnmt3a__CTX,Tnrc18__CTX
Dnmt3a__CTX,Setd2__CTX
Dnmt3a__CTX,Fra10ac1__CTX
Dnmt3a__CTX,Kcnma1__CTX
Dnmt3a__CTX,Gm43765__CTX
Cdc27__CTX,Fgf12__CTX
Cdc27__CTX,Chmp6__CTX
Cdc27__CTX,Ptpn4__CTX
Cdc27__CTX,Csrp1__CTX
Cdc27__CTX,Dgkh__CTX
Cdc27__CTX,Gphn__CTX
Cdc27__CTX,Adam10__CTX
Cdc27__CTX,Tnfrsf19__CTX
Cdc27__CTX,Aard__CTX
Grin2c__CTX,Htr6__CTX
Unk__CTX,Qng1__CTX
Unk__CTX,Sting1__CTX
Unk__CTX,Thumpd1__CTX
Mxra7__CTX,Skic3__CTX
Mxra7__CTX,Mir9-2hg__CTX
Mxra7__CTX,Gm43751__CTX
Mia2__CTX,Trip11__CTX
Spata7__CTX,Dctpp1__CTX
Spata7__CTX,Tle5__CTX
Spata7__CTX,R3hdm1__CTX
Spata7__CTX,Arb2a__CTX
Spata7__CTX,Gm37777__CTX
Ttc8__CTX,Fam193b__CTX
Ttc8__CTX,Cxcl14__CTX
Ttc8__CTX,Paxbp1__CTX
Ttc8__CTX,Drap1__CTX
Ttc8__CTX,Dusp11__CTX
Ttc8__CTX,Mrpl34__CTX
Ttc8__CTX,Zcchc12__CTX
Ttc8__CTX,Ddhd1__CTX
Ttc8__CTX,Atp5mf__CTX
Ttc8__CTX,Oaz2__CTX
Ttc8__CTX,Hspb8__CTX
Ttc8__CTX,Nlgn2__CTX
Ttc8__CTX,Fry__CTX
Ttc8__CTX,Tnfrsf19__CTX
Ttc8__CTX,Nkain2__CTX
Ttc8__CTX,UNKNOWN_1454__CTX
Ttc8__CTX,Gm38104__CTX
Serpina3n__CTX,Extl1__CTX
Serpina3n__CTX,Tfip11__CTX
Serpina3n__CTX,Cops8__CTX
Serpina3n__CTX,Vps13c__CTX
Serpina3n__CTX,Zcchc12__CTX
Serpina3n__CTX,Zc3hc1__CTX
Serpina3n__CTX,Oaz2__CTX
Serpina3n__CTX,Scrt2__CTX
Serpina3n__CTX,Tnfrsf19__CTX
Serpina3n__CTX,Slc2a4rg-ps__CTX
Erh__CTX,Hexim2__CTX
Trip11__CTX,Pja2__CTX
Trip11__CTX,Fam168a__CTX
Trip11__CTX,Wwc2__CTX
Trip11__CTX,Cep350__CTX
Trip11__CTX,Arhgap5__CTX
Trip11__CTX,Kcnh2__CTX
Trip11__CTX,Wwp1__CTX
Trip11__CTX,Ehbp1__CTX
Trip11__CTX,Setd2__CTX
Trip11__CTX,Vcpip1__CTX
Trip11__CTX,Fra10ac1__CTX
Trip11__CTX,Tubb2a__CTX
Trip11__CTX,Nap1l1__CTX
Trip11__CTX,Kcnma1__CTX
Trip11__CTX,Gm37266__CTX
Trip11__CTX,Gm43765__CTX
Fdft1__CTX,Slc22a17__CTX
Fdft1__CTX,Mib1__CTX
Fdft1__CTX,Sh2b1__CTX
Fdft1__CTX,Cep15__CTX
Fdft1__CTX,Dgkh__CTX
Fdft1__CTX,Mrpl41__CTX
Fdft1__CTX,Zbtb37__CTX
Fdft1__CTX,Vcpip1__CTX
Fdft1__CTX,Patl1__CTX
Fdft1__CTX,Zfp664__CTX
Kif26a__CTX,Gm8186__CTX
Habp4__CTX,Cxcl14__CTX
Habp4__CTX,Erbin__CTX
Habp4__CTX,Brwd1__CTX
Habp4__CTX,Ndufv3__CTX
Habp4__CTX,Naa40__CTX
Habp4__CTX,Flnb__CTX
Habp4__CTX,Rps26__CTX
Habp4__CTX,Slc25a12__CTX
Habp4__CTX,Mrgbp__CTX
Habp4__CTX,Ctso__CTX
Habp4__CTX,Zranb2__CTX
Habp4__CTX,Macf1__CTX
Habp4__CTX,Mfn2__CTX
Habp4__CTX,Gigyf1__CTX
Habp4__CTX,Dusp11__CTX
Habp4__CTX,Mrpl3__CTX
Habp4__CTX,Gde1__CTX
Habp4__CTX,Vps13c__CTX
Habp4__CTX,Tsen34__CTX
Habp4__CTX,Phpt1__CTX
Habp4__CTX,Atp5mf__CTX
Habp4__CTX,Krtcap2__CTX
Habp4__CTX,Tubg2__CTX
Habp4__CTX,Emc6__CTX
Habp4__CTX,Ankrd16__CTX
Habp4__CTX,Kmt2d__CTX
Habp4__CTX,Mir9-2hg__CTX
Habp4__CTX,Tle5__CTX
Habp4__CTX,Mrfap1__CTX
Habp4__CTX,Med12l__CTX
Habp4__CTX,Ptk2b__CTX
Habp4__CTX,B9d2__CTX
Habp4__CTX,Rpl31__CTX
Habp4__CTX,Slc2a4rg-ps__CTX
Habp4__CTX,Gm15513__CTX
Habp4__CTX,Muc3a__CTX
Habp4__CTX,Gm38104__CTX
Fam193b__CTX,Sdr39u1__CTX
Fam193b__CTX,Nudt16l1__CTX
Fam193b__CTX,Paxbp1__CTX
Fam193b__CTX,Drap1__CTX
Fam193b__CTX,Flnb__CTX
Fam193b__CTX,Dusp11__CTX
Fam193b__CTX,Ppme1__CTX
Fam193b__CTX,Mrpl34__CTX
Fam193b__CTX,Arhgef1__CTX
Fam193b__CTX,Slc38a9__CTX
Fam193b__CTX,Ftx__CTX
Fam193b__CTX,Muc3a__CTX
Fam193b__CTX,Gm3764__CTX
Fam193b__CTX,Gm43417__CTX
Cxcl14__CTX,Ndufv3__CTX
Cxcl14__CTX,Mib1__CTX
Cxcl14__CTX,Naa40__CTX
Cxcl14__CTX,Rps26__CTX
Cxcl14__CTX,Slc25a12__CTX
Cxcl14__CTX,Ctso__CTX
Cxcl14__CTX,Nans__CTX
Cxcl14__CTX,Extl1__CTX
Cxcl14__CTX,Mfn2__CTX
Cxcl14__CTX,Tfip11__CTX
Cxcl14__CTX,Dusp11__CTX
Cxcl14__CTX,Rpgr__CTX
Cxcl14__CTX,Gde1__CTX
Cxcl14__CTX,L3mbtl1__CTX
Cxcl14__CTX,Dipk1b__CTX
Cxcl14__CTX,Zcchc12__CTX
Cxcl14__CTX,Atp5mf__CTX
Cxcl14__CTX,Oaz2__CTX
Cxcl14__CTX,Hspb8__CTX
Cxcl14__CTX,Fcho2__CTX
Cxcl14__CTX,Grk3__CTX
Cxcl14__CTX,Rbm7__CTX
Cxcl14__CTX,Tubg2__CTX
Cxcl14__CTX,Emc6__CTX
Cxcl14__CTX,Kmt2d__CTX
Cxcl14__CTX,Med12l__CTX
Cxcl14__CTX,Scrt2__CTX
Cxcl14__CTX,Tnfrsf19__CTX
Cxcl14__CTX,Nkain2__CTX
Cxcl14__CTX,Cbx6__CTX
Cxcl14__CTX,C130023A14Rik__CTX
Mterf3__CTX,Slc22a17__CTX
Mterf3__CTX,Mib1__CTX
Mterf3__CTX,Sh2b1__CTX
Mterf3__CTX,Rnf13__CTX
Mterf3__CTX,Oaz2__CTX
Mterf3__CTX,Rpl37__CTX
Mterf3__CTX,Kcnj4__CTX
Mterf3__CTX,Fry__CTX
Mterf3__CTX,Gm37941__CTX
Cast__CTX,Dgkh__CTX
Ankra2__CTX,Vash2__CTX
Ankra2__CTX,Ankrd16__CTX
Erbin__CTX,Ndufv3__CTX
Erbin__CTX,Naa40__CTX
Erbin__CTX,Gria4__CTX
Erbin__CTX,Zranb2__CTX
Erbin__CTX,Nans__CTX
Erbin__CTX,Tfip11__CTX
Erbin__CTX,Nptn__CTX
Erbin__CTX,Ndn__CTX
Erbin__CTX,Map3k13__CTX
Erbin__CTX,Vps13c__CTX
Erbin__CTX,Tnrc18__CTX
Erbin__CTX,Fcho2__CTX
Erbin__CTX,Grk3__CTX
Erbin__CTX,Tubg2__CTX
Erbin__CTX,Senp7__CTX
Erbin__CTX,Med12l__CTX
Erbin__CTX,Arl1__CTX
Erbin__CTX,UNKNOWN_1454__CTX
Erbin__CTX,Slc2a4rg-ps__CTX
Erbin__CTX,Cbx6__CTX
Ogdhl__CTX,Ndufv3__CTX
Ogdhl__CTX,Mfn2__CTX
Ogdhl__CTX,Dmtf1__CTX
Ogdhl__CTX,Krtcap2__CTX
Ogdhl__CTX,Mgat5b__CTX
Ogdhl__CTX,Tubg2__CTX
Ogdhl__CTX,Ankrd16__CTX
Ogdhl__CTX,Tle5__CTX
Ogdhl__CTX,UNKNOWN_1454__CTX
Ogdhl__CTX,Peg13__CTX
Slc22a17__CTX,Pstpip2__CTX
Slc22a17__CTX,Dgkh__CTX
Slc22a17__CTX,Gphn__CTX
Slc22a17__CTX,Arb2a__CTX
Slc22a17__CTX,Nkain1__CTX
Carmil3__CTX,Gm3764__CTX
Carmil3__CTX,Gm37033__CTX
Psme1__CTX,Mllt6__CTX
Psme1__CTX,Tmem82__CTX
Sdr39u1__CTX,Ctso__CTX
Sdr39u1__CTX,Gigyf1__CTX
Sdr39u1__CTX,Dusp11__CTX
Sdr39u1__CTX,Slc2a4rg-ps__CTX
Sdr39u1__CTX,1810021B22Rik__CTX
Sdr39u1__CTX,Peg13__CTX
Ndufb9__CTX,Klhl22__CTX
Ndufb9__CTX,Mib1__CTX
Ndufb9__CTX,Csnk2b__CTX
Ndufb9__CTX,Rps26__CTX
Ndufb9__CTX,Rab40c__CTX
Ndufb9__CTX,Gls__CTX
Ndufb9__CTX,Csrp1__CTX
Ndufb9__CTX,Ctso__CTX
Ndufb9__CTX,Extl1__CTX
Ndufb9__CTX,Asphd2__CTX
Ndufb9__CTX,Dusp11__CTX
Ndufb9__CTX,Ift122__CTX
Ndufb9__CTX,Psd3__CTX
Ndufb9__CTX,Furin__CTX
Ndufb9__CTX,Nicn1__CTX
Ndufb9__CTX,Cops8__CTX
Ndufb9__CTX,Mrpl34__CTX
Ndufb9__CTX,L3mbtl1__CTX
Ndufb9__CTX,Tsen34__CTX
Ndufb9__CTX,Dipk1b__CTX
Ndufb9__CTX,Rnf13__CTX
Ndufb9__CTX,Ddhd1__CTX
Ndufb9__CTX,Atp5mf__CTX
Ndufb9__CTX,Rxrb__CTX
Ndufb9__CTX,Plekhg5__CTX
Ndufb9__CTX,Dmtf1__CTX
Ndufb9__CTX,Kcnj4__CTX
Ndufb9__CTX,Emc6__CTX
Ndufb9__CTX,Kmt2d__CTX
Ndufb9__CTX,Mir9-2hg__CTX
Ndufb9__CTX,Srcap__CTX
Ndufb9__CTX,Fry__CTX
Ndufb9__CTX,H2bc27__CTX
Ndufb9__CTX,Taf1b__CTX
Ndufb9__CTX,Nrm__CTX
Ndufb9__CTX,Tnfrsf19__CTX
Ndufb9__CTX,Urm1__CTX
Ndufb9__CTX,Nkain2__CTX
Ndufb9__CTX,Tmem250__CTX
Ndufb9__CTX,C130023A14Rik__CTX
Ndufb9__CTX,Gm37529__CTX
Ndufb9__CTX,Gm38104__CTX
Col14a1__CTX,Mecp2__CTX
Adsl__CTX,Casq2__CTX
Adsl__CTX,Macf1__CTX
Adsl__CTX,Eif4ebp1__CTX
Adsl__CTX,D630023F18Rik__CTX
Adsl__CTX,Fzd5__CTX
Shisa9__CTX,Me1__CTX
Shisa9__CTX,Ccnyl1__CTX
Nudt16l1__CTX,Dusp11__CTX
Nudt16l1__CTX,Dipk1b__CTX
Nudt16l1__CTX,Krtcap2__CTX
Nudt16l1__CTX,Ankrd16__CTX
Fgf12__CTX,Mib1__CTX
Fgf12__CTX,Gdap1__CTX
Fgf12__CTX,Mfn2__CTX
Fgf12__CTX,Brdt__CTX
Fgf12__CTX,Rnf13__CTX
Fgf12__CTX,4921524J17Rik__CTX
Fgf12__CTX,Plekhg5__CTX
Fgf12__CTX,Tmem104__CTX
Fgf12__CTX,Zbtb45__CTX
Fgf12__CTX,Adam10__CTX
Fgf12__CTX,H2bc27__CTX
Fgf12__CTX,Rtl8b__CTX
Cep97__CTX,Nufip2__CTX
Cep97__CTX,Tle5__CTX
Klhl22__CTX,Csrp1__CTX
Klhl22__CTX,Furin__CTX
Klhl22__CTX,Mrpl41__CTX
Klhl22__CTX,Patl1__CTX
Klhl22__CTX,Gphn__CTX
Klhl22__CTX,Mir9-2hg__CTX
Klhl22__CTX,Tnfrsf19__CTX
Klhl22__CTX,Urm1__CTX
Klhl22__CTX,C130023A14Rik__CTX
Klhl22__CTX,Gm38299__CTX
Lrch3__CTX,Cops8__CTX
Lrch3__CTX,Vps13a__CTX
Lrch3__CTX,R3hdm1__CTX
Ece2__CTX,Macf1__CTX
Ece2__CTX,Dusp11__CTX
Ece2__CTX,Arhgef1__CTX
Ece2__CTX,Gm3764__CTX
Brwd1__CTX,Mib1__CTX
Brwd1__CTX,Pcx__CTX
Brwd1__CTX,Flnb__CTX
Brwd1__CTX,Gdap1__CTX
Brwd1__CTX,Cdc42bpa__CTX
Brwd1__CTX,Rgs5__CTX
Brwd1__CTX,Nans__CTX
Brwd1__CTX,Mfn2__CTX
Brwd1__CTX,Mtmr10__CTX
Brwd1__CTX,Sh2b1__CTX
Brwd1__CTX,Psmd10__CTX
Brwd1__CTX,Gde1__CTX
Brwd1__CTX,Tsen34__CTX
Brwd1__CTX,Bend3__CTX
Brwd1__CTX,Srcap__CTX
Brwd1__CTX,Nrm__CTX
Brwd1__CTX,Rtl8b__CTX
Brwd1__CTX,Rpl31__CTX
Brwd1__CTX,Ppil6__CTX
Brwd1__CTX,Slc2a4rg-ps__CTX
Brwd1__CTX,C030013C21Rik__CTX
Brwd1__CTX,Gm15513__CTX
Brwd1__CTX,Ftx__CTX
Brwd1__CTX,6430511E19Rik__CTX
Brwd1__CTX,C130023A14Rik__CTX
Brwd1__CTX,Gm38104__CTX
Brwd1__CTX,Gm38077__CTX
Brwd1__CTX,Gm42482__CTX
Brwd1__CTX,Peg13__CTX
Paxbp1__CTX,Ndufv3__CTX
Paxbp1__CTX,Naa40__CTX
Paxbp1__CTX,Drap1__CTX
Paxbp1__CTX,Flnb__CTX
Paxbp1__CTX,Rps26__CTX
Paxbp1__CTX,Gria4__CTX
Paxbp1__CTX,Zranb2__CTX
Paxbp1__CTX,Gigyf1__CTX
Paxbp1__CTX,Cops8__CTX
Paxbp1__CTX,Sec24a__CTX
Paxbp1__CTX,Rad54l2__CTX
Paxbp1__CTX,Arhgef1__CTX
Paxbp1__CTX,Nlgn2__CTX
Paxbp1__CTX,Senp7__CTX
Paxbp1__CTX,Tle5__CTX
Paxbp1__CTX,Ftx__CTX
Paxbp1__CTX,Muc3a__CTX
Paxbp1__CTX,Gm3764__CTX
Paxbp1__CTX,Gm43187__CTX
Scaf4__CTX,Fam168a__CTX
Scaf4__CTX,Cep350__CTX
Scaf4__CTX,Lmbrd2__CTX
Scaf4__CTX,Pcmtd1__CTX
Scaf4__CTX,Nap1l1__CTX
Scaf4__CTX,Kcnma1__CTX
Larp4__CTX,Casq2__CTX
Larp4__CTX,Ppme1__CTX
Larp4__CTX,Tcf4__CTX
Ndufa5__CTX,Eif2s2__CTX
Ndufa5__CTX,Gm12999__CTX
Rhebl1__CTX,Iws1__CTX
Ndufv3__CTX,Rps26__CTX
Ndufv3__CTX,Slc25a12__CTX
Ndufv3__CTX,Mrgbp__CTX
Ndufv3__CTX,Tfip11__CTX
Ndufv3__CTX,Gde1__CTX
Ndufv3__CTX,Cops8__CTX
Ndufv3__CTX,Oaz2__CTX
Ndufv3__CTX,Fcho2__CTX
