n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,Pooled FDR
ENSMUSG00000087698-C,Allylescaline,,,2,1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,0.9697815168769668,6.743149819136654e-05,8,2,True,+,0.008093078813577128
ENSMUSG00000088208-C,Norephedrine,,,2,1.0,0.0,3,,,2,0.9636241116594316,0.000475304339884,7,1,True,+,0.04920405093140544
ENSMUSG00000089941-C,"1-Heptanol, 2-propyl-",,,0,,,0,1.0,0.0,3,1.0,0.0,3,1,True,+,0.0
ENSMUSG00000090290-C,Methanesulfonic acid,,,1,-1.0,0.0,3,-1.0,0.0,3,-0.9642857142857144,0.0004541491691941,7,2,True,-,0.04729984303045725
ENSMUSG00000092074-C,Hypoxanthine,,,2,1.0,0.0,3,1.0,0.0,3,0.9523809523809524,0.0002604000243872,8,2,True,+,0.029643644636676413
ENSMUSG00000092241-C,"1-Heptanol, 2-propyl-",,,0,,,0,1.0,0.0,3,1.0,0.0,3,1,True,+,0.0
ENSMUSG00000094595-C,Lupinine,,,0,,,1,1.0,0.0,3,1.0,0.0,4,1,True,+,0.0
ENSMUSG00000094595-C,Vanillylmandelic acid,,,0,1.0,0.0,3,,,2,1.0,1.4042654220543672e-24,5,1,True,+,1.7821428451631082e-22
ENSMUSG00000094840-C,Lupinine,,,0,,,1,1.0,0.0,3,1.0,0.0,4,1,True,+,0.0
ENSMUSG00000095253-C,3-Hydroxymethyl-2-trimethylsilyloxypentane,,,0,,,1,1.0,0.0,3,1.0,0.0,4,1,True,+,0.0
ENSMUSG00000097156-C,DL-Glyceraldehyde,,,2,0.8660254037844387,0.3333333333333332,3,1.0,0.0,3,0.95150257112482,0.0002748932363059,8,2,True,+,0.030532752637406214
ENSMUSG00000097156-C,Lupinine,,,0,,,1,1.0,0.0,3,1.0,0.0,4,1,True,+,0.0
ENSMUSG00000097497-C,"1-Heptanol, 2-propyl-",,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,1,True,-,0.0
