100_DSS,ID,T0.7_DSS,101_DSS,102_DSS,3675_VECPAC,3354_VECPAC,3353_VECPAC,3678_VECPAC,3679_VECPAC,3680_VECPAC,941_LPS,942_LPS,939_LPS,935_LPS,934_LPS,940_LPS,936_LPS
6.561515769033234,ENSMUSG00000027374-P,5.910311749663849,7.2748320374574496,6.7376996189268015,6.281489013395502,5.992616828535889,5.873986383940467,6.582214215958817,6.559474122283782,6.808103964276795,6.825285165053963,6.575085749865443,6.6229882298119955,6.615488087556025,6.405062709152161,6.442986421406114,6.359462826882996
5.359346681082597,ENSMUSG00000042626-P,3.5312132431986103,4.554501280444778,5.359163221766231,4.69662828875734,5.133946502491584,4.644986813525579,4.803404267946519,5.03847880351046,5.094371298447547,4.977680582447654,4.298104939536926,4.321549492049377,5.307449543185963,3.852060334742067,3.810514593565415,4.942038178517604
7.999952591160073,ENSMUSG00000055681-P,7.911320963527596,8.287025392499515,7.815425330041754,7.4959037219160765,7.822134709895613,7.614997994800281,7.960950615677697,7.846269615260247,7.341528491046324,7.597582104243076,7.881908069644026,7.816877636412499,7.813033015219128,7.848775387248864,7.434671401315007,8.098378958470615
6.770006973934691,ENSMUSG00000028412-P,6.948476592165153,6.2153253397394135,6.671229012173565,6.439025025906531,6.514752937320662,6.1718876485058995,5.6485955717921845,6.488108530361115,6.605918848446417,6.241576125946,6.560138125621913,6.360353661778437,6.348901173749178,6.842077310475394,6.958346789015887,5.896719670711514
5.405518274767321,ENSMUSG00000054484-P,5.324676047276037,3.1672559246754,5.3017333068758585,4.640050866727639,4.324810064406623,4.193307477626472,3.2007063846933876,5.254586462582506,5.06142908066983,4.451172027377437,5.0631190143554665,5.316612880481493,5.043665381412245,6.155926447274194,5.124320178459227,5.024242728639026
10.361953610482022,ENSMUSG00000024425-P,10.251128278311183,9.974670132958304,9.91842495150785,9.727359604872294,10.008362688993328,9.407933717172122,10.008349151061354,10.083702297772543,9.672774978773385,9.764368204662478,9.939278230770716,10.183800942958069,10.20318773482849,10.358663129128578,10.384870739777805,9.934885311451852
10.161288817208714,ENSMUSG00000032216-P,10.527861009187651,9.7438200934827,10.493703785215615,9.78557403412671,10.100898260198404,10.382157302690224,9.996825365219506,9.786851520330211,9.383963928077668,10.017771273042875,10.416836928576156,10.107948076301742,9.469733113266724,10.327660119583152,10.288956058678057,9.086207746032446
7.857738246360595,ENSMUSG00000025979-P,7.554069914600203,7.191326627505599,7.332558100871924,8.051333262333223,7.827183330994231,7.520021123605713,7.772998120695227,7.504367489962307,7.7457262189419795,7.874260836503107,7.35876785617645,7.461641170449312,7.599934293538317,7.092123367537143,8.021682252693351,7.798938682665896
5.046177925717404,ENSMUSG00000051343-P,5.749688705337369,5.163357879754206,5.662684334805726,5.353684723394803,5.579139356304217,5.301271559092916,6.268433545203641,6.360712035010066,5.219096911093906,5.417812516162077,5.0631190143554665,4.9643489021390526,5.043665381412245,6.217355565011174,5.731258768633309,5.024242728639026
8.437851644942505,ENSMUSG00000035443-P,8.711569294317053,8.601979005170726,8.13607192096868,8.308931341882579,7.749533702982107,7.986901179977551,8.605975248716577,8.469843004370246,8.291636198425193,8.234914748730626,8.208615782460724,8.133095424311843,8.624707318395737,8.333338212475585,8.305345063711192,8.486953234967084
