n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count
ENSMUSG00000026473-B,L-Tyrosine,-0.5,0.6666666666666667,3,,,2,-0.6668859288553501,0.2188939813132316,5,-0.3129069907613229,0.3786890166723474,10,2
ENSMUSG00000026473-B,Lupinine,,,1,,,1,-0.6,0.2847569798652937,5,-0.4642857142857144,0.2939341076002517,7,1
ENSMUSG00000026473-B,L-Valine,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.4666695393719651,0.1261626270373652,12,3
ENSMUSG00000026473-B,L-Val-L-Leu,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,1
ENSMUSG00000026473-B,Malic acid,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.3537658665108649,0.2592665286763144,12,3
ENSMUSG00000026473-B,Methanesulfonic acid,,,2,0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,0.0818181818181818,0.8109903943000458,11,2
ENSMUSG00000026473-B,Methyl lactate,,,2,-0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.4018306731799563,0.2205600984220233,11,2
ENSMUSG00000026473-B,Methylthiouracil,,,2,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2596817671195769,0.440623958824401,11,2
ENSMUSG00000026473-B,Mevalonolactone,0.5,0.6666666666666667,3,0.0,1.0,3,0.6,0.2079999999999998,6,0.3117342784105641,0.3239439412499513,12,3
ENSMUSG00000026473-B,Monocaproin,-0.5,0.6666666666666667,3,,,2,0.5,0.6666666666666667,3,0.1904761904761905,0.6514014957024814,8,2
ENSMUSG00000026473-B,m-Toluic acid,1.0,0.0,3,0.5,0.6666666666666667,3,0.8116794499134279,0.0498575851013403,6,0.0987692724787125,0.7600689491916417,12,3
ENSMUSG00000026473-B,Myristic acid,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5884898863364996,0.2191681811162892,6,-0.5096731649123316,0.090515563856412,12,3
ENSMUSG00000026473-B,"N,N-Dimethyl-2-aminoethanol",-0.5,0.6666666666666667,3,,,2,0.2,0.704,6,0.0551760587846043,0.8719938065774078,11,2
ENSMUSG00000026473-B,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,0,,,0,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,1
ENSMUSG00000026473-B,N-Acetylaminoethanol,-0.8660254037844387,0.3333333333333332,3,0.8660254037844387,0.3333333333333332,3,-0.2319084142609793,0.658373571260927,6,-0.1872896755761581,0.5599791962493532,12,3
ENSMUSG00000026473-B,N-Acetylaspartic acid,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.0999999999999999,0.8728885715695383,5,-0.4555820475782052,0.1590740970469285,11,3
ENSMUSG00000026473-B,N-Acetyl-L-alanine,0.5,0.6666666666666667,3,1.0,0.0,3,-0.6,0.2079999999999998,6,-0.1859660570429635,0.5628058886194249,12,3
ENSMUSG00000026473-B,"Naringenin 4',7-dimethylether",,,0,1.0,0.0,3,-0.4616902584383193,0.4337661561690278,5,-0.203596464525254,0.6286746732890387,8,2
ENSMUSG00000026473-B,N-Caffeoyl-O-methyltyramine,,,1,0.5,0.6666666666666667,3,0.1159542071304896,0.826848213385815,6,-0.3161108827136336,0.3735613327078874,10,2
ENSMUSG00000026473-B,N-Ethylamphetamine,-0.5,0.6666666666666667,3,,,2,0.3188740696088466,0.5379005604702051,6,0.0136987729493166,0.9681133688856378,11,2
ENSMUSG00000026473-B,N-Ethyldiethanolamine,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.277194688799889,0.3830691198629653,12,3
ENSMUSG00000026473-B,Niacin,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.8207826816681233,0.0885870053135438,5,-0.6514823280368335,0.029883783160038,11,3
ENSMUSG00000026473-B,Niacinamide,,,2,0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.0502288341474945,0.8834003164622758,11,2
ENSMUSG00000026473-B,N-Isobutyrylglycine,0.5,0.6666666666666667,3,-1.0,0.0,3,0.0,1.0,6,-0.2280715793923137,0.4758795761579323,12,3
ENSMUSG00000026473-B,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.3999999999999999,0.6,4,0.0303030303030303,0.9337729580941466,10,3
ENSMUSG00000026473-B,N-Methylacetamide,0.5,0.6666666666666667,3,0.8660254037844387,0.3333333333333332,3,-0.3768511731740915,0.4614828403508046,6,-0.1660870707939516,0.6059347982428583,12,3
ENSMUSG00000026473-B,Nonanoic acid,1.0,0.0,3,0.5,0.6666666666666667,3,0.6155870112510925,0.2689977701158222,5,0.5537887933587765,0.0771401627305291,11,3
ENSMUSG00000026473-B,Norephedrine,1.0,0.0,3,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.0499999999999999,0.8983528043506301,9,3
ENSMUSG00000026473-B,Norketamine,-0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.3236694374850748,0.5314499571644632,6,-0.3150684297055922,0.3185178526847987,12,3
ENSMUSG00000026473-B,Octacosanol,,,1,,,2,0.6000000000000001,0.3999999999999999,4,-0.4144312328399571,0.3552689437660521,7,1
ENSMUSG00000026473-B,Octanoic acid,,,0,,,2,0.6000000000000001,0.3999999999999999,4,-0.2571428571428572,0.6227871720116618,6,1
ENSMUSG00000026473-B,Oleamide,-1.0,0.0,3,0.5,0.6666666666666667,3,0.7714285714285715,0.0723965014577259,6,0.2605698416254795,0.4133710204332753,12,3
ENSMUSG00000026473-B,Oleic Acid,0.0,1.0,3,,,0,,,0,0.0,1.0,3,1
ENSMUSG00000026473-B,Oxalic acid,0.8660254037844387,0.3333333333333332,3,0.0,1.0,3,0.2319084142609793,0.658373571260927,6,-0.0213556941694007,0.947476916324724,12,3
ENSMUSG00000026473-B,"Oxymorphone, bis(trimethylsilyl) ether",0.8660254037844387,0.3333333333333332,3,,,2,-0.8827348295047495,0.019820416588882,6,0.0599135599376386,0.8610912893329105,11,2
ENSMUSG00000026473-B,Palmitic Acid,-0.5,0.6666666666666667,3,,,2,0.7999999999999999,0.2,4,0.1333333333333333,0.7323675052362975,9,2
ENSMUSG00000026473-B,Pentanedioic acid,-0.5,0.6666666666666667,3,,,2,0.1449427589131121,0.7841083696021083,6,-0.059361349447039,0.862361017768321,11,2
ENSMUSG00000026473-B,Pentanoic acid,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.2,0.704,6,-0.0280210587335338,0.9311140674192736,12,3
ENSMUSG00000026473-B,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",-0.5,0.6666666666666667,3,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,-0.2381789992350377,0.4559885528370967,12,3
ENSMUSG00000026473-B,Phenol,0.5,0.6666666666666667,3,-1.0,0.0,3,0.7,0.1881204043741872,5,0.0182232819031282,0.9575888166970636,11,3
ENSMUSG00000026473-B,Phenoxyethanol,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.4058397249567139,0.4246625075613645,6,0.2561419276252139,0.4216369972608543,12,3
ENSMUSG00000026473-B,Phthalazin-1-one,,,1,,,0,-0.8660254037844387,0.3333333333333332,3,-0.948683298050514,0.0513167019494861,4,1
ENSMUSG00000026473-B,Phytanic acid,-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.6179143806533246,0.1910939016901931,6,-0.587002886485237,0.0447950892691282,12,3
ENSMUSG00000026473-B,Picolinic acid,0.0,1.0,3,0.8660254037844387,0.3333333333333332,3,0.2648204488514248,0.6120552385657049,6,0.1216787044367231,0.7063893988568726,12,3
ENSMUSG00000026473-B,Pinosylvin,,,1,0.5,0.6666666666666667,3,-0.2,0.704,6,0.2127669402880226,0.5550759959985581,10,2
ENSMUSG00000026473-B,Pipecolic acid,0.5,0.6666666666666667,3,0.0,1.0,3,-0.2571428571428572,0.6227871720116618,6,-0.3298265917365767,0.2951075125680477,12,3
ENSMUSG00000026473-B,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",-0.5,0.6666666666666667,3,,,2,-0.4058397249567139,0.4246625075613645,6,-0.1735177906913448,0.6098878360084031,11,2
ENSMUSG00000026473-B,"Propanoic acid, dimethyl(isopropyl)silyl ester",,,1,0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.6261427099904666,0.0527782450136653,10,2
ENSMUSG00000026473-B,Propanoic acid,,,1,,,2,0.6668859288553501,0.2188939813132316,5,0.7425282823862205,0.0348550393366641,8,1
ENSMUSG00000026473-B,Propylene glycol,1.0,0.0,3,0.5,0.6666666666666667,3,-0.8406680016960503,0.0360575728451592,6,-0.3022889116031759,0.3395875047897697,12,3
ENSMUSG00000026473-B,Prostaglandin,,,1,0.5,0.6666666666666667,3,,,2,-0.1739313106957345,0.7417339277316277,6,1
ENSMUSG00000026473-B,Salsoline,1.0,0.0,3,-0.5,0.6666666666666667,3,0.7999999999999999,0.2,4,0.309090909090909,0.3848412302612835,10,3
ENSMUSG00000026473-B,Spiroxamine,,,2,,,2,0.3999999999999999,0.5046315754686911,5,0.2761530448893886,0.4719617926023861,9,1
ENSMUSG00000026473-B,Stearic acid,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.6000000000000001,0.3999999999999999,4,0.006097674333191,0.9866618333383284,10,3
ENSMUSG00000026473-B,Suberic acid,,,2,0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.2050119214101923,0.5453674251563726,11,2
ENSMUSG00000026473-B,Sulindac,,,0,,,2,-0.5,0.6666666666666667,3,0.1999999999999999,0.747060078104662,5,1
ENSMUSG00000026473-B,Supraene,,,2,,,2,0.0,1.0,5,-0.3666666666666667,0.3317398014330149,9,1
ENSMUSG00000026473-B,Synephrine,-0.5,0.6666666666666667,3,0.8660254037844387,0.3333333333333332,3,-0.4058397249567139,0.4246625075613645,6,0.2736858952707765,0.3893670040175019,12,3
ENSMUSG00000026473-B,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,0,,,0,-0.3999999999999999,0.6,4,-0.3999999999999999,0.6,4,1
ENSMUSG00000026473-B,Tetrahydro-solasodine triacetate,0.0,1.0,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.2315803729214262,0.4689295368598729,12,3
ENSMUSG00000026473-B,Thymol,-0.5,0.6666666666666667,3,,,2,-0.4616902584383193,0.4337661561690278,5,-0.4878139466552834,0.1526339862783713,10,2
ENSMUSG00000026473-B,Triethyl citrate,,,3,0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,-0.1656566421677591,0.6474077386053476,10,2
ENSMUSG00000026473-B,Trimethylolpropane,,,1,,,2,-0.1538967528127731,0.8048288166080632,5,0.2048341444025489,0.6265435481779082,8,1
ENSMUSG00000026473-B,Tromethamine,,,1,,,2,-0.0999999999999999,0.8728885715695383,5,-0.0714285714285714,0.8665262706759088,8,1
ENSMUSG00000026473-B,Uracil,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.4928053803045811,0.3206325828658273,6,-0.2776840001936151,0.3821950537447526,12,3
ENSMUSG00000026473-B,Urea,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.0579771035652448,0.9131317851623264,6,-0.2284741773744934,0.4750797296298639,12,3
ENSMUSG00000026473-B,Vanillylmandelic acid,,,0,0.5,0.6666666666666667,3,-0.7,0.1881204043741872,5,-0.4761904761904762,0.2329355346500979,8,2
ENSMUSG00000026473-B,Xylazine,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.2636240508167232,0.4077168792323202,12,3
ENSMUSG00000026473-B,Yangonin,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.6087595874350709,0.1996601894603625,6,-0.4042235445856423,0.1924841138726145,12,3
ENSMUSG00000026504-B,"(2,5-Dimethoxyphenyl)acetone",0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2591947932851881,0.4159292612747793,12,3
ENSMUSG00000026504-B,"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.5217939320872036,0.2883432338003937,6,-0.1401052936676692,0.6640757694429809,12,3
ENSMUSG00000026504-B,"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-1.0,0.0,3,-1.0,0.0,3,-0.3478626213914691,0.4992532181146331,6,-0.3859672882023771,0.2152708297665816,12,3
ENSMUSG00000026504-B,"3,4,5-Trimethoxyamphetamine",,,2,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.3918005609172564,0.2333801256689162,11,2
ENSMUSG00000026504-B,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene",,,2,0.5,0.6666666666666667,3,0.6000000000000001,0.3999999999999999,4,-0.0666666666666666,0.8646897846262037,9,2
ENSMUSG00000026504-B,"1-(2,4-Dimethoxyphenyl)-propan-2-one",0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.7826237921249264,0.117613760873458,5,-0.0366987921708786,0.9146916426486272,11,3
ENSMUSG00000026504-B,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",1.0,0.0,3,-1.0,0.0,3,0.0579771035652448,0.9131317851623264,6,0.2253577008652796,0.4812874129466269,12,3
ENSMUSG00000026504-B,"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",,,2,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.4054680223446026,0.2160157865260082,11,2
ENSMUSG00000026504-B,1-(Cyclohexylmethyl)-4-piperidinylamine,,,2,,,2,1.0,1.4042654220543672e-24,5,0.5833333333333334,0.0991858164798832,9,1
ENSMUSG00000026504-B,1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.2732295333235123,0.6003545904291114,6,0.0070549480341937,0.9826393659516734,12,3
ENSMUSG00000026504-B,"1,2-Cyclohexanediol, (Z)",,,2,0.5,0.6666666666666667,3,-0.6377481392176932,0.1730711102412597,6,-0.1052656384070401,0.7580616366025424,11,2
ENSMUSG00000026504-B,"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.9710083124552245,0.0012485929031976,6,0.3068902394874283,0.3319166658812832,12,3
ENSMUSG00000026504-B,"13-Docosenamide, (Z)",,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,1
ENSMUSG00000026504-B,"1-Heptanol, 2-propyl-",,,0,,,0,0.0289885517826224,0.9565293523898406,6,0.0289885517826224,0.9565293523898406,6,1
ENSMUSG00000026504-B,1-Octadecanol,,,1,,,2,-0.3,0.6238376647810728,5,0.0,1.0,8,1
ENSMUSG00000026504-B,"1-Octanol, 2-butyl-",0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.5002164033860247,0.3122565813186083,6,-0.1652044051784798,0.6078782106539098,12,3
ENSMUSG00000026504-B,"2(5H)-Furanone, 4-(hydroxymethyl)",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.6377481392176932,0.1730711102412597,6,-0.0805605438589098,0.80345110920634,12,3
ENSMUSG00000026504-B,"2-(Ethylamino)ethanol, N-acetyl",0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,0.3339472073954039,0.5177002083054396,6,0.1228085216602689,0.7037714981678387,12,3
ENSMUSG00000026504-B,2-(Methylamino)ethanol,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.0579771035652448,0.9131317851623264,6,0.0070424281520399,0.9826701704764308,12,3
ENSMUSG00000026504-B,"2,2'-Bipyridine",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0289885517826224,0.9565293523898406,6,-0.0984196456382433,0.7608963879182338,12,3
ENSMUSG00000026504-B,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-0.5,0.6666666666666667,3,-0.8660254037844387,0.3333333333333332,3,-0.6668859288553501,0.2188939813132316,5,-0.1349202105077783,0.6924581403212622,11,3
ENSMUSG00000026504-B,"2,3-Dihydroxybutanoic acid",,,2,0.0,1.0,3,0.3999999999999999,0.6,4,-0.4117792453398488,0.270805245980022,9,2
ENSMUSG00000026504-B,"2',3'-Di-O-acetyladenosine",,,2,,,2,-0.5,0.6666666666666667,3,0.1801874925391118,0.6990457740939315,7,1
ENSMUSG00000026504-B,"2,4,4'-Trihydroxybenzophenone",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.2175451988049762,0.4970102875628642,12,3
ENSMUSG00000026504-B,"2,4,6-Cycloheptatrien-1-one",0.5,0.6666666666666667,3,,,2,0.5,0.6666666666666667,3,0.2857142857142857,0.4927262450169573,8,2
ENSMUSG00000026504-B,"2,4-Di-tert-butylphenol",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,,,1,-0.6666937223947137,0.1019204602461822,7,2
ENSMUSG00000026504-B,"2,4-Imidazolidinedione, 5,5-dimethyl",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.3768511731740915,0.4614828403508046,6,-0.0456143158784627,0.8880568542949202,12,3
ENSMUSG00000026504-B,"2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",,,2,,,2,0.2571428571428572,0.6227871720116618,6,0.3696969696969697,0.2930500752928223,10,1
ENSMUSG00000026504-B,"2,5-Dimethoxybenzhydrazide",,,2,-0.5,0.6666666666666667,3,-0.5428571428571429,0.2657026239067055,6,-0.2277910237891026,0.5005338307078095,11,2
ENSMUSG00000026504-B,"2,5-Dimethoxybenzonitrile",0.5,0.6666666666666667,3,-1.0,0.0,3,-0.7714285714285715,0.0723965014577259,6,-0.5639238070123688,0.0561671753873979,12,3
ENSMUSG00000026504-B,"2,5-Dimethoxyphenol",0.5,0.6666666666666667,3,-1.0,0.0,3,-0.2571428571428572,0.6227871720116618,6,-0.2556921609434964,0.422481142333308,12,3
ENSMUSG00000026504-B,"2',5'-Dimethoxypropiophenone",1.0,0.0,3,-0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.5604211746706771,0.0580535496581407,12,3
ENSMUSG00000026504-B,"2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",-1.0,0.0,3,,,1,0.3999999999999999,0.6,4,0.2380952380952381,0.5701563208157683,8,2
ENSMUSG00000026504-B,"2-Allyl-1,4-dimethoxybenzene",-0.5,0.6666666666666667,3,-0.8660254037844387,0.3333333333333332,3,-0.2571428571428572,0.6227871720116618,6,-0.2676122697775195,0.4003924002753964,12,3
ENSMUSG00000026504-B,2-Amino-4-methylbenzophenone,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4999999999999999,0.3910022189557705,5,-0.1818181818181818,0.5926152128455,11,3
ENSMUSG00000026504-B,"2-Butene-1,4-diol",,,0,,,2,-0.7999999999999999,0.2,4,-0.3768511731740915,0.4614828403508046,6,1
ENSMUSG00000026504-B,2-Butenedioic acid,,,2,-1.0,0.0,3,0.8857142857142858,0.0188454810495626,6,0.5603659185211924,0.0729685753990673,11,2
ENSMUSG00000026504-B,"2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.6702200632484068,0.0170812177863063,12,3
ENSMUSG00000026504-B,2-Butoxyethanol,-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.2066553081598121,0.5193022970166132,12,3
ENSMUSG00000026504-B,2-Cyanobenzaldehyde,,,1,,,0,-0.3999999999999999,0.5046315754686911,5,-0.2,0.704,6,1
ENSMUSG00000026504-B,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",0.5,0.6666666666666667,3,1.0,0.0,3,0.1999999999999999,0.747060078104662,5,0.2551259466437949,0.4489681261554514,11,3
ENSMUSG00000026504-B,"2-Cyclohexen-1-one, 3-methyl-",0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5428571428571429,0.2657026239067055,6,-0.7495633211220306,0.0050040491837882,12,3
ENSMUSG00000026504-B,2-Decanol,,,2,-0.5,0.6666666666666667,3,0.7999999999999999,0.1040880386618278,5,0.0487813946655283,0.8935442648854668,10,2
ENSMUSG00000026504-B,2-Ethyl-1-butanol,,,0,,,2,-0.5,0.6666666666666667,3,0.0,1.0,5,1
ENSMUSG00000026504-B,2-Ethylhexanoic acid,-0.5,0.6666666666666667,3,0.0,1.0,3,0.0289885517826224,0.9565293523898406,6,-0.1834286488890376,0.5682408346581921,12,3
ENSMUSG00000026504-B,2-Furoic acid,1.0,0.0,3,-0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,0.1702135522304181,0.6382593583672791,10,3
ENSMUSG00000026504-B,2-Hexanol,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.316227766016838,0.683772233983162,4,0.1702135522304181,0.6382593583672791,10,3
ENSMUSG00000026504-B,"2'-Hydroxy-2,4,4',5-tetramethoxychalcone",0.0,1.0,3,,,2,-0.6377481392176932,0.1730711102412597,6,-0.1244358552550956,0.7154604808105665,11,2
ENSMUSG00000026504-B,2-Hydroxy-3-methylbutyric acid,,,2,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.3781330994899103,0.2515306418215952,11,2
ENSMUSG00000026504-B,"2-Methyl-1,3-butanediol",-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.1159542071304896,0.826848213385815,6,-0.1166143263021362,0.7181596508909602,12,3
ENSMUSG00000026504-B,2-Methyl-3-pentanol,,,0,,,2,0.0,1.0,5,-0.3571428571428572,0.4316113520383278,7,1
ENSMUSG00000026504-B,"2-Methylcyclohexanol, (Z)",0.5,0.6666666666666667,3,0.0,1.0,3,-0.4058397249567139,0.4246625075613645,6,-0.0848104191288263,0.7932755903037966,12,3
ENSMUSG00000026504-B,"2-Methylcyclohexylamine, tert.-butyldimethylsilyl ether",,,0,,,2,-0.3999999999999999,0.6,4,0.6,0.2079999999999998,6,1
ENSMUSG00000026504-B,2-Naphthol,0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.1471224715841249,0.7809085271647664,6,0.3550137217665206,0.2574712949454261,12,3
ENSMUSG00000026504-B,2-Pentadecanone,-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.0303588370359458,0.9544757346935632,6,0.085114945850561,0.7925475751726175,12,3
ENSMUSG00000026504-B,2-Propyl-1-pentanol,,,2,0.5,0.6666666666666667,3,0.4285714285714286,0.3965014577259474,6,0.4601378680539873,0.1544183941246629,11,2
ENSMUSG00000026504-B,2-Pyrrolidone-5-carboxylic acid,0.5,0.6666666666666667,3,-0.8660254037844387,0.3333333333333332,3,-0.5428571428571429,0.2657026239067055,6,-0.4528499847736249,0.1393175774531749,12,3
ENSMUSG00000026504-B,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",-0.5,0.6666666666666667,3,-1.0,0.0,3,-0.5428571428571429,0.2657026239067055,6,-0.6094580274543612,0.0353946454668789,12,3
