n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count
ENSMUSG00000030224-B,Butachlor ESA,,,2,0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,-0.6333333333333333,0.0670857868923456,9,2
ENSMUSG00000030224-B,Butanedioic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.2,0.704,6,-0.4184818170985918,0.1757678871791169,12,3
ENSMUSG00000030224-B,Butylmethylamine,-1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,1.0,0.0,6,0.3668572977780752,0.2407945993690087,12,3
ENSMUSG00000030224-B,Butyric Acid,1.0,0.0,3,0.5,0.6666666666666667,3,0.0289885517826224,0.9565293523898406,6,0.2249591900302704,0.4820838681410553,12,3
ENSMUSG00000030224-B,Cholesterol,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3142857142857143,0.5440932944606414,6,0.6853146853146854,0.0139059688143627,12,3
ENSMUSG00000030224-B,Citramalic acid,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.0512989176042577,0.934712848108234,5,-0.534252145023351,0.0904613262597231,11,3
ENSMUSG00000030224-B,Crotonic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.5161002296110789,0.2945837414624608,6,0.4014184046662792,0.1958841420698732,12,3
ENSMUSG00000030224-B,Curcumin,-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.3142857142857143,0.5440932944606414,6,-0.4938711601785341,0.1027051833464725,12,3
ENSMUSG00000030224-B,Cyclobutylamine,-0.5,0.6666666666666667,3,1.0,0.0,3,0.5217939320872036,0.2883432338003937,6,0.4629235377448438,0.1296448382798734,12,3
ENSMUSG00000030224-B,Cycloheptanol,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.2319084142609793,0.658373571260927,6,-0.0842110446987004,0.7947089236078821,12,3
ENSMUSG00000030224-B,"Cyclohexanone, 3,3,5-trimethyl",-0.5,0.6666666666666667,3,1.0,0.0,3,-0.1999999999999999,0.747060078104662,5,-0.1545454545454545,0.65003396549758,11,3
ENSMUSG00000030224-B,Cyclooctylamine,-0.5,0.6666666666666667,3,1.0,0.0,3,-0.1428571428571428,0.7871720116618075,6,-0.2108992406533786,0.5105635890348286,12,3
ENSMUSG00000030224-B,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4058397249567139,0.4246625075613645,6,-0.2877210693872266,0.3644939271152921,12,3
ENSMUSG00000030224-B,"Cytosine, N-(tert-butyldimethylsilyl)-",-0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-1.0,0.0,6,-0.6175476611238034,0.0323834884021326,12,3
ENSMUSG00000030224-B,Diacetyl monoxime,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.2,0.704,6,-0.3873335483621993,0.2135115526743914,12,3
ENSMUSG00000030224-B,Diethylamine,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.5217939320872036,0.2883432338003937,6,-0.4842135070175276,0.1106696329848828,12,3
ENSMUSG00000030224-B,DL-Glyceraldehyde,0.0,1.0,3,0.0,1.0,3,-0.2,0.704,6,0.5114837324790472,0.0891844306078235,12,3
ENSMUSG00000030224-B,DL-p-Hydroxyphenyllactic acid,1.0,0.0,3,0.5,0.6666666666666667,3,-0.9746794344808964,0.0048182304681985,5,-0.2414584852164488,0.4744347607521638,11,3
ENSMUSG00000030224-B,"Dodecanoic acid, 1-methylethyl ester",-1.0,0.0,3,0.5,0.6666666666666667,3,-1.0,0.0,6,-0.6947411187642788,0.0121584444632986,12,3
ENSMUSG00000030224-B,Dodecanoic acid,1.0,0.0,3,0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,0.1866243460290596,0.5613993368375931,12,3
ENSMUSG00000030224-B,"D-Streptamine, O-6-amino-6-deoxy-alpha-D-glucopyranosyl-(1-4)-O-(3-deoxy-4-C-methyl-3-(methylamino)-beta-L-arabinopyranosyl-(1-6))-2-deoxy-",-1.0,0.0,3,0.5,0.6666666666666667,3,-0.753702346348183,0.0835232813732598,6,-0.5614069646580032,0.0575182469842669,12,3
ENSMUSG00000030224-B,Durapan,,,1,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2969696969696969,0.4047016712701569,10,2
ENSMUSG00000030224-B,"Erythrono-1,4-lactone",1.0,0.0,3,-0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,-0.3109715368056965,0.3251923108776432,12,3
ENSMUSG00000030224-B,Ethanolamine,-0.5,0.6666666666666667,3,0.8660254037844387,0.3333333333333332,3,0.1159542071304896,0.826848213385815,6,-0.7231321735048599,0.0078697835452661,12,3
ENSMUSG00000030224-B,Formamide,1.0,0.0,3,0.5,0.6666666666666667,3,0.2029198624783569,0.6997979681570189,6,-0.3014487665540703,0.3409983255196167,12,3
ENSMUSG00000030224-B,Frangulin,-1.0,0.0,3,,,2,-0.948683298050514,0.0513167019494861,4,-0.54393781569122,0.130054688990847,9,2
ENSMUSG00000030224-B,Glycerol,-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,-0.1901455601050796,0.553900040754205,12,3
ENSMUSG00000030224-B,Glycine,-1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2319084142609793,0.658373571260927,6,-0.824566479341442,0.0009669805587122,12,3
ENSMUSG00000030224-B,"Glycine, tert.-butyldimethylsilyl ester",-1.0,0.0,3,-0.5,0.6666666666666667,3,0.0289885517826224,0.9565293523898406,6,-0.6959674941561493,0.0119436871181962,12,3
ENSMUSG00000030224-B,Glycolic acid,1.0,0.0,3,1.0,0.0,3,0.0579771035652448,0.9131317851623264,6,-0.0175749367211148,0.9567669865377796,12,3
ENSMUSG00000030224-B,Guanosine,,,1,-1.0,0.0,3,0.7999999999999999,0.2,4,0.467074242146171,0.2432699166339954,8,2
ENSMUSG00000030224-B,Heptanoic acid,1.0,0.0,3,0.5,0.6666666666666667,3,0.0579771035652448,0.9131317851623264,6,-0.1335695190804731,0.6789884575548799,12,3
ENSMUSG00000030224-B,Heptylamine,,,1,0.5,0.6666666666666667,3,-0.0999999999999999,0.8728885715695383,5,-0.1757337558387018,0.6510838503222888,9,2
ENSMUSG00000030224-B,Hexacosanoic acid,,,2,,,2,-0.4616902584383193,0.4337661561690278,5,-0.605063380907533,0.0842828316930704,9,1
ENSMUSG00000030224-B,Hexanoic acid,1.0,0.0,3,0.5,0.6666666666666667,3,-0.0579771035652448,0.9131317851623264,6,-0.1281341650164046,0.691471562534135,12,3
ENSMUSG00000030224-B,Hydracrylic acid,1.0,0.0,3,0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.0700526468338346,0.8287278541011254,12,3
ENSMUSG00000030224-B,"Hymexazole, tert-butyldimethylsilyl ether",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.2937062937062937,0.3541476412329217,12,3
ENSMUSG00000030224-B,Hypoxanthine,1.0,0.0,3,0.5,0.6666666666666667,3,-0.0285714285714285,0.9571545189504372,6,0.2867132867132868,0.3662514605835822,12,3
ENSMUSG00000030224-B,Iminodiacetic acid,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.5217939320872036,0.2883432338003937,6,-0.5964948999491283,0.0406291641686872,12,3
ENSMUSG00000030224-B,Isobutanol,-1.0,0.0,3,0.0,1.0,3,-0.1428571428571428,0.7871720116618075,6,-0.3222421754356392,0.3070141789004013,12,3
ENSMUSG00000030224-B,Isonicotinic Acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.0579771035652448,0.9131317851623264,6,-0.0071314958232066,0.9824510245369726,12,3
ENSMUSG00000030224-B,Isopropyl palmitate,-0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.9856107606091624,0.0003090856678496,6,-0.615122785239021,0.0332660138523651,12,3
ENSMUSG00000030224-B,Isopropylamine,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.2,0.704,6,0.3957974546111656,0.2028076432500997,12,3
ENSMUSG00000030224-B,Isosorbide,-1.0,0.0,3,,,0,,,0,-1.0,0.0,3,1
ENSMUSG00000030224-B,Ketamine,1.0,0.0,3,0.5,0.6666666666666667,3,-0.3478626213914691,0.4992532181146331,6,0.1590195358665494,0.6215606076644653,12,3
ENSMUSG00000030224-B,"Kojic acid, bis(tert-butyldimethylsilyl) ether",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0285714285714285,0.9571545189504372,6,0.2167832167832168,0.4985559855241885,12,3
ENSMUSG00000030224-B,L-(+)-Threose,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,1
ENSMUSG00000030224-B,Lactic acid,1.0,0.0,3,,,2,-0.2898855178262242,0.5773517870348748,6,-0.3379030660831451,0.309474762729498,11,2
ENSMUSG00000030224-B,L-Alanine,0.0,1.0,3,0.0,1.0,3,-0.8986451052612952,0.0148886220055803,6,-0.7416623296310481,0.0057603371953789,12,3
ENSMUSG00000030224-B,Leucylglycine,,,1,-1.0,0.0,3,0.7714285714285715,0.0723965014577259,6,0.1878787878787878,0.603217610029209,10,2
ENSMUSG00000030224-B,Levulinic acid,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.3530939318018998,0.4923701525912944,6,-0.1312188748529482,0.6843781885948055,12,3
ENSMUSG00000030224-B,L-Glutamic acid,,,0,,,2,-0.5,0.6666666666666667,3,-0.8999999999999998,0.0373860734684987,5,1
ENSMUSG00000030224-B,L-Glutamine,-1.0,0.0,3,0.5,0.6666666666666667,3,-0.753702346348183,0.0835232813732598,6,-0.704029100680038,0.0106012347396097,12,3
ENSMUSG00000030224-B,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0579771035652448,0.9131317851623264,6,0.6701795640604913,0.0170903931695046,12,3
ENSMUSG00000030224-B,Lignoceric acid,1.0,0.0,3,0.5,0.6666666666666667,3,-0.5507824838698261,0.2573693316225744,6,-0.6982499122933913,0.011551504384579,12,3
ENSMUSG00000030224-B,L-Leucine,-1.0,0.0,3,0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,-0.3620436964549665,0.2474934309289109,12,3
ENSMUSG00000030224-B,L-Lysine,,,2,-0.5,0.6666666666666667,3,-0.7142857142857143,0.1107871720116617,6,-0.0592256661851666,0.8626730467279877,11,2
ENSMUSG00000030224-B,L-Norleucine,,,1,,,1,-0.0999999999999999,0.8728885715695383,5,0.1785714285714286,0.7016579425162729,7,1
ENSMUSG00000030224-B,"l-Norvaline, n-propargyloxycarbonyl-, isohexyl ester",,,1,,,2,0.7999999999999999,0.1040880386618278,5,0.523809523809524,0.1827207505397148,8,1
ENSMUSG00000030224-B,L-Pyroglutamic acid,,,2,,,1,-0.8660254037844387,0.3333333333333332,3,0.0579771035652448,0.9131317851623264,6,1
ENSMUSG00000030224-B,L-Serine,0.5,0.6666666666666667,3,,,1,,,1,0.3,0.6238376647810728,5,1
ENSMUSG00000030224-B,L-Threonine,,,0,,,1,-0.7999999999999999,0.2,4,0.0999999999999999,0.8728885715695383,5,1
ENSMUSG00000030224-B,L-Tryptophan,-0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.6571428571428573,0.1561749271137023,6,-0.3732486920581193,0.2320676713748597,12,3
ENSMUSG00000030224-B,L-Tyrosine,0.5,0.6666666666666667,3,,,2,-0.8207826816681233,0.0885870053135438,5,0.0306771559569924,0.9329568385993042,10,2
ENSMUSG00000030224-B,Lupinine,,,1,,,1,-0.1999999999999999,0.747060078104662,5,-0.1785714285714286,0.7016579425162729,7,1
ENSMUSG00000030224-B,L-Valine,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.4857142857142857,0.3287230320699709,6,-0.0350879352911252,0.9137923739106976,12,3
ENSMUSG00000030224-B,L-Val-L-Leu,,,0,,,0,-1.0,0.0,3,-1.0,0.0,3,1
ENSMUSG00000030224-B,Malic acid,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4285714285714286,0.3965014577259474,6,0.0280210587335338,0.9311140674192736,12,3
ENSMUSG00000030224-B,Methanesulfonic acid,,,2,0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,0.2545454545454546,0.4500365768888285,11,2
ENSMUSG00000030224-B,Methyl lactate,,,2,-0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,0.0273975458986333,0.93626860357676,11,2
ENSMUSG00000030224-B,Methylthiouracil,,,2,0.5,0.6666666666666667,3,0.1428571428571428,0.7871720116618075,6,0.4009122018688206,0.2217164105348376,11,2
ENSMUSG00000030224-B,Mevalonolactone,-0.5,0.6666666666666667,3,0.0,1.0,3,0.5428571428571429,0.2657026239067055,6,0.3572684988525566,0.2542458740161986,12,3
ENSMUSG00000030224-B,Monocaproin,0.5,0.6666666666666667,3,,,2,0.5,0.6666666666666667,3,0.5714285714285715,0.1389599571607066,8,2
ENSMUSG00000030224-B,m-Toluic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4928053803045811,0.3206325828658273,6,-0.4585716222225941,0.133768208225474,12,3
ENSMUSG00000030224-B,Myristic acid,1.0,0.0,3,-0.5,0.6666666666666667,3,-0.8533103351879245,0.0306985629726779,6,-0.6116077978947979,0.0345756964309484,12,3
ENSMUSG00000030224-B,"N,N-Dimethyl-2-aminoethanol",0.5,0.6666666666666667,3,,,2,0.7714285714285715,0.0723965014577259,6,0.5609565976434775,0.0726015025326988,11,2
ENSMUSG00000030224-B,"N-[(3,4,5-Trimethoxyphenyl)methylidene]hydroxylamine",,,0,,,0,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,1
ENSMUSG00000030224-B,N-Acetylaminoethanol,-0.8660254037844387,0.3333333333333332,3,0.8660254037844387,0.3333333333333332,3,-0.2029198624783569,0.6997979681570189,6,-0.0212026047822065,0.9478529778379228,12,3
ENSMUSG00000030224-B,N-Acetylaspartic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.0,1.0,5,-0.1093396914187692,0.7489532016128978,11,3
ENSMUSG00000030224-B,N-Acetyl-L-alanine,1.0,0.0,3,1.0,0.0,3,-0.8285714285714287,0.0415626822157433,6,-0.5333366164251029,0.0741504034400408,12,3
ENSMUSG00000030224-B,"Naringenin 4',7-dimethylether",,,0,1.0,0.0,3,-0.8720815992723809,0.0538542177275421,5,-0.7065994945288228,0.0500633946704215,8,2
ENSMUSG00000030224-B,N-Caffeoyl-O-methyltyramine,,,1,0.5,0.6666666666666667,3,-0.3188740696088466,0.5379005604702051,6,-0.5775102664960614,0.0804125791027731,10,2
ENSMUSG00000030224-B,N-Ethylamphetamine,-1.0,0.0,3,,,2,0.4638168285219587,0.3541642984362303,6,0.1369877294931669,0.6879488032535689,11,2
ENSMUSG00000030224-B,N-Ethyldiethanolamine,1.0,0.0,3,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,0.1263165670480507,0.6956619043380248,12,3
ENSMUSG00000030224-B,Niacin,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.6668859288553501,0.2188939813132316,5,-0.6605939689883975,0.0269243939927269,11,3
ENSMUSG00000030224-B,Niacinamide,,,2,0.5,0.6666666666666667,3,0.0857142857142857,0.8717434402332361,6,0.3835656425808674,0.244222217540848,11,2
ENSMUSG00000030224-B,N-Isobutyrylglycine,1.0,0.0,3,-1.0,0.0,3,0.4058397249567139,0.4246625075613645,6,0.1403517411645008,0.6635155931484618,12,3
ENSMUSG00000030224-B,N-Methyl-1-[(trimethylsilyl)oxy]-1-{4-[(trimethylsilyl)oxy]phenyl}propan-2-amine,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,-0.4545454545454545,0.186904810349332,10,3
ENSMUSG00000030224-B,N-Methylacetamide,1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,-0.2898855178262242,0.5773517870348748,6,0.0777428842014241,0.8102130343846506,12,3
ENSMUSG00000030224-B,Nonanoic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.7181848464596079,0.1717953049079889,5,0.4622534556135241,0.1522856369667586,11,3
ENSMUSG00000030224-B,Norephedrine,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.4666666666666666,0.2053863511058118,9,3
ENSMUSG00000030224-B,Norketamine,0.0,1.0,3,0.5,0.6666666666666667,3,-0.7944613465542746,0.0590275999253266,6,-0.5487146809479414,0.0646778476921982,12,3
ENSMUSG00000030224-B,Octacosanol,,,1,,,2,0.6000000000000001,0.3999999999999999,4,-0.6666937223947137,0.1019204602461822,7,1
ENSMUSG00000030224-B,Octanoic acid,,,0,,,2,-0.1999999999999999,0.8,4,-0.7142857142857143,0.1107871720116617,6,1
ENSMUSG00000030224-B,Oleamide,-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.4857142857142857,0.3287230320699709,6,-0.0211272844561199,0.9480380045464692,12,3
ENSMUSG00000030224-B,Oleic Acid,0.8660254037844387,0.3333333333333332,3,,,0,,,0,0.8660254037844387,0.3333333333333332,3,1
ENSMUSG00000030224-B,Oxalic acid,0.8660254037844387,0.3333333333333332,3,0.0,1.0,3,0.3188740696088466,0.5379005604702051,6,-0.4377917304727157,0.1546256127970276,12,3
ENSMUSG00000030224-B,"Oxymorphone, bis(trimethylsilyl) ether",0.8660254037844387,0.3333333333333332,3,,,2,-0.2648204488514248,0.6120552385657049,6,0.5945268639965682,0.0537238337649639,11,2
ENSMUSG00000030224-B,Palmitic Acid,0.5,0.6666666666666667,3,,,2,0.3999999999999999,0.6,4,0.2666666666666666,0.4879222748387009,9,2
ENSMUSG00000030224-B,Pentanedioic acid,0.5,0.6666666666666667,3,,,2,-0.4058397249567139,0.4246625075613645,6,-0.2648429436867894,0.4312602264406305,11,2
ENSMUSG00000030224-B,Pentanoic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.0857142857142857,0.8717434402332361,6,0.325744807777331,0.3014826974614557,12,3
ENSMUSG00000030224-B,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",0.5,0.6666666666666667,3,1.0,0.0,3,-0.2,0.704,6,-0.4238185133446995,0.1697534073256746,12,3
ENSMUSG00000030224-B,Phenol,-0.5,0.6666666666666667,3,-1.0,0.0,3,0.3,0.6238376647810728,5,-0.5512542775696283,0.0787892842336127,11,3
ENSMUSG00000030224-B,Phenoxyethanol,1.0,0.0,3,0.5,0.6666666666666667,3,-0.3768511731740915,0.4614828403508046,6,0.3754409076150396,0.2291184534149138,12,3
ENSMUSG00000030224-B,Phthalazin-1-one,,,1,,,0,0.8660254037844387,0.3333333333333332,3,-0.316227766016838,0.683772233983162,4,1
ENSMUSG00000030224-B,Phytanic acid,0.0,1.0,3,-0.5,0.6666666666666667,3,-0.7061878636037996,0.1168066069474558,6,-0.4077385319298652,0.1882754539731372,12,3
ENSMUSG00000030224-B,Picolinic acid,0.8660254037844387,0.3333333333333332,3,0.8660254037844387,0.3333333333333332,3,0.4413674147523747,0.3809392104771887,6,0.2540937651472748,0.4254878145047429,12,3
ENSMUSG00000030224-B,Pinosylvin,,,1,0.5,0.6666666666666667,3,0.2,0.704,6,0.4620082131968491,0.1788565855618469,10,2
ENSMUSG00000030224-B,Pipecolic acid,1.0,0.0,3,0.0,1.0,3,-0.6,0.2079999999999998,6,-0.4350903976099524,0.1574804926333925,12,3
ENSMUSG00000030224-B,"Propanoic acid, 3-[(tert-butyldimethylsilyl)oxy]-2-methyl-",0.5,0.6666666666666667,3,,,2,-0.3478626213914691,0.4992532181146331,6,0.3516018390324618,0.2889932488083734,11,2
ENSMUSG00000030224-B,"Propanoic acid, dimethyl(isopropyl)silyl ester",,,1,0.5,0.6666666666666667,3,-0.2571428571428572,0.6227871720116618,6,-0.4620082131968491,0.1788565855618469,10,2
ENSMUSG00000030224-B,Propanoic acid,,,1,,,2,0.0512989176042577,0.934712848108234,5,0.4191691916696407,0.3012666326633443,8,1
ENSMUSG00000030224-B,Propylene glycol,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.6957252427829382,0.1247893374402868,6,-0.4323434433394261,0.1604177399943832,12,3
ENSMUSG00000030224-B,Prostaglandin,,,1,0.5,0.6666666666666667,3,,,2,0.2898855178262242,0.5773517870348748,6,1
ENSMUSG00000030224-B,Salsoline,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.0,1.0,4,-0.0424242424242424,0.907363817812816,10,3
ENSMUSG00000030224-B,Spiroxamine,,,2,,,2,0.0999999999999999,0.8728885715695383,5,0.2845213189769458,0.4580688437057311,9,1
ENSMUSG00000030224-B,Stearic acid,0.8660254037844387,0.3333333333333332,3,0.5,0.6666666666666667,3,-0.6000000000000001,0.3999999999999999,4,-0.0853674406646745,0.8146136789854659,10,3
ENSMUSG00000030224-B,Suberic acid,,,2,0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,-0.5375868161422822,0.0880875306786812,11,2
ENSMUSG00000030224-B,Sulindac,,,0,,,2,-0.5,0.6666666666666667,3,-0.7999999999999999,0.1040880386618278,5,1
ENSMUSG00000030224-B,Supraene,,,2,,,2,-0.7,0.1881204043741872,5,-0.6333333333333333,0.0670857868923456,9,1
ENSMUSG00000030224-B,Synephrine,-1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,-0.4928053803045811,0.3206325828658273,6,0.6000036934782409,0.0391613550696442,12,3
ENSMUSG00000030224-B,tert-butyl(dimethyl)silyl-2-([tert-butyl(dimethyl)silyl]oxy)hex-2-enoate,,,0,,,0,-0.3999999999999999,0.6,4,-0.3999999999999999,0.6,4,1
ENSMUSG00000030224-B,Tetrahydro-solasodine triacetate,-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.3714285714285715,0.4684781341107871,6,-0.2947386564454516,0.3523789994544738,12,3
ENSMUSG00000030224-B,Thymol,0.5,0.6666666666666667,3,,,2,-0.5642880936468347,0.3217233358243002,5,0.0,1.0,10,2
ENSMUSG00000030224-B,Triethyl citrate,,,3,0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,-0.4356156145892926,0.208257887001565,10,2
ENSMUSG00000030224-B,Trimethylolpropane,,,1,,,2,-0.4103913408340616,0.4925357817027975,5,-0.0843434712245789,0.842604396293089,8,1
ENSMUSG00000030224-B,Tromethamine,,,1,,,2,-0.6,0.2847569798652937,5,-0.5952380952380953,0.1195298061387925,8,1
ENSMUSG00000030224-B,Uracil,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.1739313106957345,0.7417339277316277,6,0.2671390381609462,0.4012580080430696,12,3
ENSMUSG00000030224-B,Urea,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,0.2029198624783569,0.6997979681570189,6,0.0878746836055744,0.785957019424459,12,3
ENSMUSG00000030224-B,Vanillylmandelic acid,,,0,0.5,0.6666666666666667,3,-0.3,0.6238376647810728,5,-0.2857142857142857,0.4927262450169573,8,2
ENSMUSG00000030224-B,Xylazine,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.7714285714285715,0.0723965014577259,6,0.0738147342286825,0.8196597774693797,12,3
ENSMUSG00000030224-B,Yangonin,-1.0,0.0,3,0.5,0.6666666666666667,3,-0.8116794499134279,0.0498575851013403,6,-0.5237331142892234,0.0805250264584258,12,3
ENSMUSG00000030271-B,"(2,5-Dimethoxyphenyl)acetone",1.0,0.0,3,-0.5,0.6666666666666667,3,0.3714285714285715,0.4684781341107871,6,-0.3852895575860904,0.2161467595399851,12,3
ENSMUSG00000030271-B,"(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",0.5,0.6666666666666667,3,-1.0,0.0,3,0.5797710356524484,0.227783956715016,6,-0.3817869252443987,0.2207080155044027,12,3
ENSMUSG00000030271-B,"(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.6377481392176932,0.1730711102412597,6,-0.7578994022883041,0.0042900269474019,12,3
ENSMUSG00000030271-B,"3,4,5-Trimethoxyamphetamine",,,2,-0.5,0.6666666666666667,3,-0.6,0.2079999999999998,6,0.0728931276125128,0.8313373778990623,11,2
ENSMUSG00000030271-B,"1-(1-Hydroxybutyl)-2,5-dimethoxybenzene",,,2,-1.0,0.0,3,0.6000000000000001,0.3999999999999999,4,0.4166666666666666,0.2645860467474961,9,2
ENSMUSG00000030271-B,"1-(2,4-Dimethoxyphenyl)-propan-2-one",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.8944271909999157,0.040519326353834,5,-0.2477168471534311,0.4626935576449723,11,3
ENSMUSG00000030271-B,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,-0.1159542071304896,0.826848213385815,6,0.2535274134734395,0.4265556658609276,12,3
ENSMUSG00000030271-B,"1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",,,2,1.0,0.0,3,0.0857142857142857,0.8717434402332361,6,0.0683373071367307,0.8417602513964069,11,2
ENSMUSG00000030271-B,1-(Cyclohexylmethyl)-4-piperidinylamine,,,2,,,2,0.3999999999999999,0.5046315754686911,5,-0.3666666666666667,0.3317398014330149,9,1
ENSMUSG00000030271-B,1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.7589709258986453,0.0801412280583238,6,-0.4938463623935629,0.102725128552308,12,3
ENSMUSG00000030271-B,"1,2-Cyclohexanediol, (Z)",,,2,-1.0,0.0,3,-0.3478626213914691,0.4992532181146331,6,-0.7231291681874933,0.0119127641535132,11,2
ENSMUSG00000030271-B,"1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",1.0,0.0,3,-0.5,0.6666666666666667,3,0.0882734829504749,0.8679336982351336,6,0.1340440126496813,0.6779021664809417,12,3
ENSMUSG00000030271-B,"13-Docosenamide, (Z)",,,0,,,0,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,1
ENSMUSG00000030271-B,"1-Heptanol, 2-propyl-",,,0,,,0,-0.4058397249567139,0.4246625075613645,6,-0.4058397249567139,0.4246625075613645,6,1
ENSMUSG00000030271-B,1-Octadecanol,,,1,,,2,-0.7,0.1881204043741872,5,-0.523809523809524,0.1827207505397148,8,1
ENSMUSG00000030271-B,"1-Octanol, 2-butyl-",1.0,0.0,3,-0.5,0.6666666666666667,3,-0.2353959545345998,0.6534278608778468,6,0.1405994937689191,0.662952609698434,12,3
ENSMUSG00000030271-B,"2(5H)-Furanone, 4-(hydroxymethyl)",0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.2898855178262242,0.5773517870348748,6,-0.3607711311942483,0.24928250596238,12,3
ENSMUSG00000030271-B,"2-(Ethylamino)ethanol, N-acetyl",0.0,1.0,3,-0.5,0.6666666666666667,3,-0.7589709258986453,0.0801412280583238,6,-0.4767860252692795,0.1170659040143746,12,3
ENSMUSG00000030271-B,2-(Methylamino)ethanol,1.0,0.0,3,-0.5,0.6666666666666667,3,-0.8116794499134279,0.0498575851013403,6,-0.0704242815203998,0.827831199192635,12,3
