n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent,Sign,Pooled FDR
ENSMUSG00000000384-B,2-Pyrrolidone-5-carboxylic acid,-1.0,0.0,3,-0.8660254037844387,0.3333333333333332,3,-0.0857142857142857,0.8717434402332361,6,-0.2460366059006308,0.4408022580638413,12,3,True,-,0.722815051435349
ENSMUSG00000000384-B,"3,4-Dihydroxybenzaldehyde",-0.5,0.6666666666666667,3,,,0,,,0,-0.5,0.6666666666666667,3,1,True,-,0.8048809618863683
ENSMUSG00000000384-B,3-Hydroxymethyl-2-trimethylsilyloxypentane,,,0,,,1,-0.7,0.1881204043741872,5,-0.4285714285714286,0.3965014577259474,6,1,True,-,0.6911345389694523
ENSMUSG00000000384-B,3-Methyl-3-buten-1-ol,,,2,,,2,-0.7999999999999999,0.2,4,-0.1204906731779699,0.7762570690924104,8,1,True,-,0.8699820238448359
ENSMUSG00000000384-B,4-Aminobutanoic acid,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.3142857142857143,0.5440932944606414,6,0.2867132867132868,0.3662514605835822,12,3,True,+,0.6766704051446312
ENSMUSG00000000384-B,4-Oxohexanoic acid,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.1999999999999999,0.8,4,-0.3696969696969697,0.2930500752928223,10,3,True,-,0.6305585281028193
ENSMUSG00000000384-B,4-tert-Butyldimethylsiloxy-3-penten-2-one,,,0,,,0,0.3999999999999999,0.6,4,0.3999999999999999,0.6,4,1,True,+,0.8048809618863683
ENSMUSG00000000384-B,"5-Chlorovaleric acid, nonyl ester",-0.8660254037844387,0.3333333333333332,3,-0.5,0.6666666666666667,3,-0.2,0.704,6,-0.3929848752606021,0.2063274012889209,12,3,True,-,0.5592758483022899
ENSMUSG00000000384-B,5-Hydroxy-7-methoxy-2-methyl-3-phenyl-4-chromenone,,,1,,,2,-0.0289885517826224,0.9565293523898406,6,-0.2175751262764879,0.5738746583219767,9,1,True,-,0.8048809618863683
ENSMUSG00000000384-B,5-Oxohexanoic Acid,1.0,0.0,3,1.0,0.0,3,0.0579771035652448,0.9131317851623264,6,0.6199659244794364,0.0315202260794163,12,3,True,+,0.3227023817070626
ENSMUSG00000000384-B,"6-Methoxy-1-methyl-1,2,3,4-tetrahydroisoquinolin-7-ol",,,1,,,2,-0.7999999999999999,0.2,4,-0.0360374985078223,0.938860561394214,7,1,True,-,0.9586377127971681
ENSMUSG00000000384-B,7-Hydroxy-4-(methoxymethyl)coumarin,,,1,,,0,-0.5,0.6666666666666667,3,-0.7999999999999999,0.2,4,1,True,-,0.5551597317372179
ENSMUSG00000000384-B,8-Methylnonanoic acid,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.753702346348183,0.0835232813732598,6,-0.4105288429061647,0.1849754141501981,12,3,True,-,0.5551597317372179
ENSMUSG00000000384-B,"9Z-Octadecenoic acid, (2S)-3-[(hydroxymercaptophosphinyl)oxy]-2-methoxypropyl ester",,,2,,,0,-0.7,0.1881204043741872,5,-0.3571428571428572,0.4316113520383278,7,1,True,-,0.7149758535682698
ENSMUSG00000000384-B,Aconitic acid,-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.4058397249567139,0.4246625075613645,6,-0.2807034823290016,0.3768240946783766,12,3,True,-,0.6868412279742433
ENSMUSG00000000384-B,Adipoyl-L-carnitine,,,1,,,2,1.0,0.0,3,0.7714285714285715,0.0723965014577259,6,1,True,+,0.41308718264316413
ENSMUSG00000000384-B,alpha-Hydroxyisobutyric acid,,,0,,,2,-0.4285714285714286,0.3965014577259474,6,-0.261904761904762,0.530922861565801,8,1,True,-,0.7848939120248422
ENSMUSG00000000384-B,Allylescaline,0.5,0.6666666666666667,3,1.0,0.0,3,0.1765469659009499,0.7379309324353432,6,0.2832075772634536,0.3723997586241108,12,3,True,+,0.6821362667250058
ENSMUSG00000000384-B,"Benzaldehyde, 2,5-dimethoxy",0.8660254037844387,0.3333333333333332,3,,,3,0.4140393356054126,0.4144300825009162,6,0.2508726030021272,0.4315787458484175,12,2,True,+,0.7149758535682698
ENSMUSG00000000384-B,Benzeneacetic acid,,,2,,,0,-0.5,0.6666666666666667,3,-0.3,0.6238376647810728,5,1,True,-,0.8048809618863683
ENSMUSG00000000384-B,Biphenyl,0.5,0.6666666666666667,3,0.5,0.6666666666666667,3,0.2571428571428572,0.6227871720116618,6,0.4077385319298652,0.1882754539731372,12,3,True,+,0.5551597317372179
