n1,n2,VECPAC_r,VECPAC_p,VECPAC_n,DSS_r,DSS_p,DSS_n,LPS_r,LPS_p,LPS_n,Pooled_r,Pooled_p,Pooled_n,r Count,Consistent
"(2,5-Dimethoxyphenyl)acetone","2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",,,0,0.1999999999999999,0.8,4,-0.2571428571428572,0.6227871720116618,6,-0.0839160839160839,0.7954145018538977,12,2,False
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxybenzhydrazide",,,0,-0.3,0.6238376647810728,5,0.5428571428571429,0.2657026239067055,6,0.3071625344352617,0.3073237353906909,13,2,False
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxybenzonitrile",1.0,0.0,3,-0.0999999999999999,0.8728885715695383,5,0.4285714285714286,0.3965014577259474,6,0.3087102207079292,0.2828651482950556,14,3,False
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxyphenol",1.0,0.0,3,-0.0999999999999999,0.8728885715695383,5,0.6,0.2079999999999998,6,0.2477973568281938,0.3930117538254758,14,3,False
"(2,5-Dimethoxyphenyl)acetone","2',5'-Dimethoxypropiophenone",0.5,0.6666666666666667,3,-0.3,0.6238376647810728,5,0.1428571428571428,0.7871720116618075,6,0.145374449339207,0.6199819282640637,14,3,False
"(2,5-Dimethoxyphenyl)acetone","2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",-0.5,0.6666666666666667,3,-0.5,0.6666666666666667,3,-0.3999999999999999,0.6,4,-0.3109756097560976,0.3817966906092799,10,3,True
"(2,5-Dimethoxyphenyl)acetone","2-Allyl-1,4-dimethoxybenzene",-1.0,0.0,3,0.1581138830084189,0.7995251457913304,5,-0.4285714285714286,0.3965014577259474,6,0.108408140894662,0.712203532281878,14,3,False
"(2,5-Dimethoxyphenyl)acetone",2-Amino-4-methylbenzophenone,1.0,0.0,3,-0.7999999999999999,0.1040880386618278,5,0.7,0.1881204043741872,5,0.132049643491375,0.6671737125899859,13,3,False
"(2,5-Dimethoxyphenyl)acetone",2-Butenedioic acid,,,0,-0.7,0.1881204043741872,5,0.1428571428571428,0.7871720116618075,6,-0.1639118457300275,0.5925905396195301,13,2,False
"(2,5-Dimethoxyphenyl)acetone","2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",-0.8660254037844387,0.3333333333333332,3,-0.4103913408340616,0.4925357817027975,5,0.0857142857142857,0.8717434402332361,6,-0.4496192956961172,0.1067446719147714,14,3,False
"(2,5-Dimethoxyphenyl)acetone",2-Butoxyethanol,-0.5,0.6666666666666667,3,0.8999999999999998,0.0373860734684987,5,0.7142857142857143,0.1107871720116617,6,0.601984930380462,0.0227368080042771,14,3,False
