ID,LPS_934_150124,LPS_935_150124,LPS_936_150124,LPS_939_150124,LPS_940_150124,LPS_941_150124,LPS_942_150124
GROUP,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL,LPS_CTRL
9-Hexadecenoic acid,22.949530909238465,22.14287226668576,22.659314467959568,21.387303199361245,21.49828288184139,,21.107926350089425
9-Octadecenamide,,23.268638665763092,24.635610917841905,21.734190536626155,,24.14751377517706,21.282688079946674
9-Octadecenoic acid,3.7875085471738266,0.9778951007100026,3.1640226569856056,1.8715472860133577,4.995198132140386,3.1640226569856056,0.8469290440842931
"9,12-Octadecadienoic acid",16.29914497978906,12.932390640462112,15.115278210386148,10.034935893215566,,,
"9(E),11(E)-Conjugated linoleic acid",5.811666046257568,3.7875085471738266,,,7.241913292508812,6.107075453261778,
"9H-Fluorene, 9-methylene-",15.380862844468128,14.619353023994188,14.86285571053221,,,,15.419306692432324
9H-Purin-6-ol,,,,,,,
"9H-Purine, 9-(trimethylsilyl)-2,6,8-tris[(trimethylsilyl)oxy]-",13.59624594911937,13.913914605610742,14.323379159951227,14.25376461166215,14.649709839227793,15.419306692432324,12.483235929338054
"Acetamide, 2,2,2-trifluoro-",19.609109182993645,19.20021924671807,19.12605093276672,19.441305226610297,19.31009283514499,19.020461548250317,19.472135572269753
"Acetamide, N,N-diethyl-",21.49828288184139,21.21645105386178,21.282688079946674,21.21645105386178,21.030106292274233,21.33361504688028,21.21645105386178
"Acetic acid, bis[(trimethylsilyl)oxyl]-",22.440816535682917,22.353975239442743,22.412073845395906,22.412073845395906,22.56359367503951,22.949530909238465,22.74862958605763
"Acetin, bis-1,3-trimethylsilyl ether",11.387260509308708,9.851033969755363,10.736756735988731,,11.494800283249935,11.387260509308708,10.963885692473108
Acetoacetic acid,,11.788039969774754,12.524708235516822,12.524708235516822,,12.961931449480753,12.670912522341862
"Acetohydrazide, 2-(2-isopropyl-5-methylphenoxy)-N2-benzylideno-",,,,,,,
Aceturic acid,10.660266727465133,10.288454557177756,,10.872061735111837,11.387260509308708,11.82871777633233,10.660266727465133
Aconitic acid,,,,,,,14.152255649776473
Adipoyl-L-carnitine,,,,,,,
Albizziin,,,,,,22.06635124387974,
Alloxanic acid,,15.899448165189872,,17.781731687172464,16.66661965770871,,
Allylescaline ,25.829557703030808,24.227183213337735,25.14635860011138,24.42084268251031,24.726713982692264,24.42084268251031,24.881535840261137
alpha-D-Mannopyranose,7.717641761263741,,,,,,
"alpha-L-Galactopyranoside, methyl 6-deoxy-, (R,R,R,S,S)-",,,,,15.530700807431602,,17.07714923199533
alpha-Linolenic acid,15.446974421536046,15.093810561445858,15.141463023118675,14.943682147714723,14.81514781038685,,14.323379159951227
alpha-Tocopherol,12.725160801769642,11.720535719832986,12.107057376649122,12.244549680665429,14.059922412266832,13.969241709863779,13.176874231742685
Ammeline,31.853479061619407,31.853479061619407,31.853479061619407,31.853479061619407,31.853479061619407,31.853479061619407,31.853479061619407
"androst1-2,4,6,16-tetraene-3,6,17-triol",,,,,,,
Arabinaric acid,,,9.970680084656836,10.201537719629377,11.970486105124227,,
"Arabinofuranose, 1,2,3,5-tetrakis-O-",16.929851167297944,16.421620061468055,16.386809500613243,16.66661965770871,16.460776870434668,16.566438106771546,17.37101850403726
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",,,,,,,
Arachidonic acid,6.726464603125888,1.8715472860133577,5.594142138193013,4.995198132140386,6.726464603125888,5.811666046257568,2.707904872036044
Arsenous acid,16.962575204698542,,13.0414810573932,,14.152255649776473,,
Aspartic acid,,29.61947145870131,29.61947145870131,29.23835207198618,29.61947145870131,29.61947145870131,
Atrazine desethyl,23.344749452144185,23.41123570577444,23.268638665763092,22.22411493191526,21.282688079946674,21.54386640331966,20.95862660177104
Azatadine,13.528209117087597,12.794082492199616,13.176874231742685,12.932390640462112,13.222275426376155,13.24994391641516,12.61121647485742
"Azetidine, 1-acetyl-2-methyl-",26.34096517761366,,,25.649318009728308,,,
"Aziridine, 1-(2-buten-2-yl)-",,24.81039951315844,23.841007666781014,,25.829557703030808,27.565356847038604,26.528555208578304
"Benzaldehyde, 2,5-dimethyl-",,,,,,,
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",14.998238088832094,,,,15.346119239082693,,15.686937837430403
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",17.74637558667478,19.159085421600906,17.50411610271541,19.399512994491182,18.298549645071528,16.350867142371794,19.74128457160264
"Benzene, 1,3-bis(1,1-dimethylethyl)-",19.91473136247499,19.824517331307465,19.441305226610297,19.824517331307465,19.74128457160264,20.0675266193533,20.0675266193533
"Benzene, 3-cyclohexen-1-yl-",16.637119023946678,17.50411610271541,16.962575204698542,18.421033656025397,15.07580742412009,17.37101850403726,18.055156504113103
"Benzene, 4-ethenyl-1,2-dimethoxy-",13.46103353073559,13.675307306177306,13.222275426376155,13.498297803351107,13.374205489936509,13.498297803351107,13.374205489936509
Benzeneacetamide,,,21.734190536626155,21.69663459025624,20.207319304619368,,20.432871813708882
Benzeneacetic acid,13.42986339630258,12.880164910288897,13.59624594911937,13.46103353073559,13.847040903425738,13.636023726950794,12.725160801769642
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",22.14287226668576,22.412073845395906,,22.74862958605763,,22.353975239442743,22.013747765218515
"Benzenemethanamine, 2,3-dimethoxy-",17.04383956021415,16.762001367149345,17.04383956021415,16.762001367149345,17.144878353218385,16.929851167297944,17.31380941290769
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",,20.476145490187097,,,,,
Benzenepropanoic acid,21.90533835374844,21.64857910645581,22.14287226668576,22.06635124387974,21.90533835374844,20.207319304619368,21.793981746731827
"Benzimidazole, 5-trifluoromethyl-2-methyl-",16.21186793109687,15.724511716267651,15.994603030369563,15.766068583191366,16.182276188513253,16.135183810139637,16.182276188513253
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",13.78281241212321,,13.130604796863784,12.55834916881308,,12.932390640462112,
"Benzoic acid, methyl ester",,18.704265562482494,19.105468487751203,17.92470913247229,,18.0178868373195,
"Benzoic acid, pentadecyl ester",15.686937837430403,15.446974421536046,15.604345428122016,15.380862844468128,15.656157307704538,15.575160493231738,15.870275691440584
Benzoic Acid,17.559826209358942,17.559826209358942,17.230369448974894,17.04383956021415,17.424012195600348,17.11418377323917,18.421033656025397
Benzoin,18.652520378910733,18.53389624634634,17.424012195600348,16.386809500613243,,,
Benzophenone,15.053920839087324,14.430528344963054,14.619353023994188,14.649709839227793,14.919725821378663,14.752087772814258,15.115278210386148
Benzyl alcohol,23.41123570577444,23.010471096897987,23.41123570577444,22.949530909238465,23.935065827088604,23.671892126953985,23.472991187099414
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",,,,,,,12.46284164078222
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",11.201351236364934,10.201537719629377,10.872061735111837,11.135592306661934,11.613792463874047,10.872061735111837,10.872061735111837
beta-D-Glucopyranose,5.393181344000048,2.387815451586256,4.995198132140386,3.937833048399415,7.069092399102177,,4.800901566367903
beta-Hydroxypyruvic acid,15.656157307704538,15.656157307704538,12.244549680665429,12.143927090199591,13.176874231742685,12.769065585393419,11.613792463874047
beta-Lyxopyranose,12.961931449480753,12.725160801769642,12.961931449480753,12.725160801769642,13.24994391641516,12.794082492199616,12.143927090199591
beta-Methylphenethylamine,15.18476109768641,15.380862844468128,15.47565088485562,15.604345428122016,,15.01055800078942,
 5-Hydroxyhexanoic acid,7.241913292508812,,,7.812667208754642,9.454993044065306,7.945928238962559,6.290750668447317
Bis(trimethylsilyl)acetylene,31.58604041896671,31.58604041896671,31.58604041896671,31.58604041896671,31.58604041896671,31.58604041896671,31.58604041896671
Bis(trimethylsilyl)histidine,19.20021924671807,19.224520221109827,18.99188169085507,18.652520378910733,18.106264493909755,18.4007090311226,18.898415848586676
Boric acid,18.85206134570925,18.832925198581503,18.85206134570925,18.68550963089702,18.80431142334577,18.929087491360015,19.28532355864026
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",,7.069092399102177,,7.945928238962559,,10.201537719629377,7.513676344404315
Butanedioic acid,27.02680591757846,25.14635860011138,27.319270389653553,26.697626715412166,26.34096517761366,26.79773459460216,25.829557703030808
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",19.67504125803435,,20.12075340117764,19.67504125803435,,20.141901696362545,
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",4.800901566367903,0.9997539763573776,3.937833048399415,2.387815451586256,6.290750668447317,3.937833048399415,2.110156323792186
Butylated Hydroxytoluene,19.563930912449432,19.08619115783686,19.224520221109827,19.105468487751203,18.86991126191946,19.05888281163362,19.08619115783686
Butylmethylamine,,16.709726396275332,16.794919963997057,,,,17.099234784956774
Butyrovanillone,,17.11418377323917,,,,16.637119023946678,
Cadaverine,3.1640226569856056,,2.707904872036044,,3.7875085471738266,0.9997539763573776,
Campesterol,19.28532355864026,19.31009283514499,18.704265562482494,19.08619115783686,19.67504125803435,18.143837074478526,19.636106587463576
"Carbonic acid, eicosyl vinyl ester ",9.454993044065306,13.011469134345955,16.02146807781511,13.176874231742685,9.970680084656836,13.528209117087597,15.961734109039453
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",,,,16.084896995150103,,,16.02146807781511
Carfentrazone-ethyl,,,2.110156323792186,0.9997539763573776,3.937833048399415,,0.18809838241208227
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",18.055156504113103,,,,,,
"Cetaben, N,O-bis(trimethylsilyl)-",,17.882155419216044,,,,,
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",,,,,,14.86285571053221,
"Cholest-5-ene, 3-(1-oxobuthoxy)-",,,,7.717641761263741,,8.59654024064751,
"Cholest-7-en-3-ol, (3beta,5alpha)-",12.834100885273674,11.135592306661934,11.82871777633233,12.834100885273674,12.769065585393419,11.494800283249935,
"Cholesta-2,4-diene",,,,,,,
"Cholesta-3,5-dien-7-one",2.707904872036044,,2.387815451586256,0.9778951007100026,,1.3516626243795506,0.0005024517226022013
"Cholesta-3,5-diene ",15.870275691440584,15.269004118999842,15.219588933078839,16.350867142371794,16.386809500613243,15.115278210386148,17.50411610271541
"Cholesterol, pentafluoropropionate",,,,,,,
Cholesterol,18.99188169085507,17.13368947083091,18.53389624634634,18.86991126191946,17.45786157606711,11.788039969774754,17.7034182178291
Cinnamic acid,15.312547505559673,,,12.61121647485742,12.961931449480753,13.065204093726635,
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,9.721954700004332,8.148861193697549,10.034935893215566,9.851033969755363,10.034935893215566,10.570147999266855,8.920915483404572
"cis-4,5-Dihydroxy-o-dithiane, 2O-",18.20589542995774,17.74637558667478,17.949139164563096,17.50411610271541,17.781731687172464,17.559826209358942,18.20589542995774
Citric acid,19.74128457160264,19.83768566429497,19.941210036444026,19.66436045020822,19.609109182993645,19.67504125803435,19.609109182993645
Cyclo-(l-leucyl-l-phenylalanyl) ,13.0414810573932,12.769065585393419,12.769065585393419,13.0414810573932,,,12.416306253809509
Cyclo(L-prolyl-L-valine) ,,,,17.7034182178291,,,
cyclobutanecarboxylic acid,18.298549645071528,18.233522970115153,,18.0904885621857,17.99169803078585,17.949139164563096,18.58583938778719
Cyclobutanol,21.64857910645581,,21.54386640331966,23.118306937273076,,,
Cyclohexanol,15.115278210386148,14.46552012907279,14.919725821378663,14.752087772814258,15.01055800078942,15.053920839087324,15.219588933078839
"Cyclohexanone, 3,3,5-trimethyl-",24.227183213337735,23.74789648038563,24.09133707455474,23.671892126953985,24.09133707455474,24.227183213337735,24.296055755975264
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",15.530700807431602,15.23532520905947,15.312547505559673,15.269004118999842,14.86285571053221,,14.998238088832094
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",,,,,,,
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",14.552060430703763,13.59624594911937,13.913914605610742,13.222275426376155,13.913914605610742,13.847040903425738,13.222275426376155
"Cyclopentanone, 2,2,4-trimethyl-",12.244549680665429,9.322476641400455,12.55834916881308,10.736756735988731,13.567653665524352,13.0414810573932,
D-(-)-Citramalic acid,,,,,9.041501334579404,7.513676344404315,7.812667208754642
"D-(-)-Fructofuranose, pentakis",17.651854657170954,18.4007090311226,15.656157307704538,17.625824872359566,17.651854657170954,14.46552012907279,12.55834916881308
"D-(-)-Lyxose, tetrakis",,,,,,,14.943682147714723
"D-(-)-Ribofuranose, tetrakis",18.898415848586676,19.399512994491182,18.668616033482547,19.74128457160264,18.68550963089702,18.80431142334577,20.286589146522118
D-(+)-Glucosamine,,,,,,,9.322476641400455
"D-(+)-Ribono-1,4-lactone (R,S,R)-",7.945928238962559,6.290750668447317,7.241913292508812,8.734500306681838,8.920915483404572,9.246219268986087,3.1640226569856056
"D-(+)-Talofuranose, pentakis",19.399512994491182,19.877294583887057,19.877294583887057,19.877294583887057,18.704265562482494,19.441305226610297,18.4007090311226
"D-(+)-Xylose, tetrakis",,,,,,,
D-Arabinose,15.01055800078942,15.419306692432324,15.23532520905947,15.419306692432324,15.269004118999842,15.346119239082693,13.567653665524352
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",22.74862958605763,22.013747765218515,22.74862958605763,22.47529503933838,23.170186693268388,23.344749452144185,22.949530909238465
D-Fructose,9.322476641400455,7.241913292508812,9.322476641400455,7.069092399102177,9.322476641400455,9.851033969755363,6.107075453261778
D-Fucitol,,,,,,,
"D-Isoleucine, N-acetyl-",19.775251972024225,19.609109182993645,19.786825981516905,19.05888281163362,18.929087491360015,18.832925198581503,19.399512994491182
D-Leucylglycylglycine,19.12605093276672,19.58645817195534,19.472135572269753,18.832925198581503,19.05888281163362,19.28532355864026,19.66436045020822
D-Mannose,27.16444445888146,27.394260303106314,27.16444445888146,26.79773459460216,26.697626715412166,28.17553743786595,27.95290267935469
D-Ornithine,,17.92470913247229,,,,,
D-Proline,17.31380941290769,18.0178868373195,,15.141463023118675,,17.144878353218385,8.318873123777852
"D-Psicofuranose, pentakis",23.841007666781014,23.472991187099414,23.472991187099414,23.576912828524463,23.671892126953985,24.296055755975264,23.344749452144185
D-Ribose,14.292486862368166,,,,,,
D-Threitol,14.152255649776473,13.24994391641516,13.748842681290693,13.130604796863784,13.78281241212321,13.748842681290693,13.636023726950794
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",20.322752644759877,14.649709839227793,20.207319304619368,20.637451546160502,20.09036378469853,20.509063963906744,20.637451546160502
Decanoic acid,19.66436045020822,19.472135572269753,19.159085421600906,19.58645817195534,19.636106587463576,19.83768566429497,20.004218593953787
Dehydronorketamine,15.269004118999842,15.530700807431602,,14.228627663913358,15.575160493231738,14.78861630486796,16.386809500613243
Delorazepam,17.882155419216044,19.941210036444026,19.563930912449432,19.91473136247499,20.70652403918444,20.783636241431658,20.558454426238985
Deoxycholic Acid,,,,,12.932390640462112,13.011469134345955,12.524708235516822
Desmosterol,12.524708235516822,12.416306253809509,13.847040903425738,11.82871777633233,12.370355156368912,12.61121647485742,11.82871777633233
Dicyclohexylamine,22.412073845395906,,21.49828288184139,,22.353975239442743,21.793981746731827,21.64857910645581
Dihydrouracil,18.929087491360015,18.80431142334577,19.334680948623113,19.28532355864026,18.832925198581503,19.775251972024225,18.45474498781332
Dimethyl fumarate,13.498297803351107,14.323379159951227,14.649709839227793,14.730320234125449,14.78861630486796,14.81514781038685,15.053920839087324
"Dimethyl hexopyranosiduronate, alpha-D-",21.282688079946674,21.734190536626155,20.86505567765431,21.33361504688028,20.637451546160502,21.734190536626155,19.775251972024225
Dinoseb ,9.970680084656836,7.717641761263741,9.246219268986087,9.454993044065306,10.424758042576567,10.288454557177756,9.970680084656836
Diphenyl ether,15.093810561445858,14.730320234125449,14.78861630486796,14.86285571053221,15.053920839087324,14.919725821378663,15.346119239082693
DL-Glyceraldehyde,8.318873123777852,6.107075453261778,7.717641761263741,8.59654024064751,8.734500306681838,7.812667208754642,7.717641761263741
DL-Ornithine,17.230369448974894,17.949139164563096,18.369039963068985,17.344185455509496,,17.50411610271541,18.233522970115153
DL-Phenylalanine,27.394260303106314,28.069854863590923,27.95290267935469,27.394260303106314,27.777290646224767,27.84527922556969,27.655940163572666
"DL-Proline, 5-oxo-",18.369039963068985,16.21186793109687,,17.31380941290769,17.04383956021415,19.224520221109827,
Dobutamine,17.99169803078585,17.651854657170954,17.92470913247229,,17.74637558667478,16.87752785698289,18.25980209766154
Doconexent,24.09133707455474,25.829557703030808,25.49475000767739,25.733886070696943,25.892390696266244,26.063297596123697,26.159228930822945
Docosyl octyl ether,20.244443236485743,18.929087491360015,,18.704265562482494,20.004218593953787,17.31380941290769,16.421620061468055
Dodecanamide,,,,,,,
"Dodecanamide, N-(2-hydroxyethyl)-",20.141901696362545,20.764350264843177,19.20021924671807,20.17005071394075,21.21645105386178,20.352665999029732,21.94867132515933
"Dodecane, 4,6-dimethyl-",17.810896215815806,16.460776870434668,7.069092399102177,16.52587564338855,20.352665999029732,17.45786157606711,13.42986339630258
"Dodecanoic acid, 1-methylethyl ester",,11.56313048544034,,2.707904872036044,13.748842681290693,,13.8911681480212
Dodecanoic acid,18.53389624634634,18.479534448670165,18.46109878691888,18.4007090311226,18.4007090311226,18.58583938778719,18.727817380854507
Dodecylcyclohexane,21.582656213233918,21.44814892156608,21.416123911906617,21.416123911906617,21.44814892156608,21.582656213233918,21.54386640331966
Dopamine,,21.60303716763059,21.387303199361245,,,21.15716649191821,
Ecgonine,,,,,,,
Eicosapentaenoic acid,,,,,,,
Erythritol,22.659314467959568,22.659314467959568,23.010471096897987,22.796146442761806,22.47529503933838,23.010471096897987,22.06635124387974
"Erythrono-1,4-lactone, (Z)-",17.344185455509496,17.344185455509496,17.53836835873985,16.962575204698542,16.87752785698289,16.48890693268778,17.11418377323917
"Ethanamine, N,N-diethyl-2,2-dimethyl-2-[(3,5-dimethoxy)phenyl]-",,,,,,,
"Ethanol, 2-(9-octadecenyloxy)-",10.201537719629377,14.152255649776473,9.721954700004332,,,12.244549680665429,14.430528344963054
Ethanolamine,27.777290646224767,27.95290267935469,27.84527922556969,28.069854863590923,27.84527922556969,27.70226564803909,27.394260303106314
"Ethanone, 1-(2,5-dimethoxyphenyl)-",18.958301595411704,18.68550963089702,19.399512994491182,,18.958301595411704,19.66436045020822,19.105468487751203
"Ethanone, 1-(5-methoxy-2-methyl-3(1H)-indolyl)-",13.748842681290693,12.834100885273674,13.46103353073559,13.748842681290693,13.969241709863779,12.416306253809509,13.24994391641516
Ethyl alpha-D-glucopyranoside,12.042568691533763,10.963885692473108,3.7875085471738266,11.911866062964663,12.107057376649122,12.370355156368912,10.288454557177756
Ethyl cis-2-trimethylsilyl-cyclopropane-1-carboxylate,23.118306937273076,20.17005071394075,21.21645105386178,,20.432871813708882,23.06320848115337,23.010471096897987
Fenitrothion,23.472991187099414,21.582656213233918,21.862591332617704,21.81796830491396,21.862591332617704,22.22411493191526,23.841007666781014
"Furan-2-carboxaldehyde, 5-(1-piperidyl)-",,,,,,,
"Furan, 2-pentyl-",16.66661965770871,15.94427802185632,15.94427802185632,15.899448165189872,15.94427802185632,15.828506576435428,16.135183810139637
Galactopyranose,16.82266709864107,17.810896215815806,14.730320234125449,16.82266709864107,17.559826209358942,17.99169803078585,17.882155419216044
Gln-Ala,9.851033969755363,7.812667208754642,9.041501334579404,9.246219268986087,9.721954700004332,8.920915483404572,8.148861193697549
Glucopyranose,12.143927090199591,12.961931449480753,14.81514781038685,13.8911681480212,12.55834916881308,12.483235929338054,12.244549680665429
Glucose,16.02146807781511,16.66661965770871,16.709726396275332,15.94427802185632,16.421620061468055,16.762001367149345,16.084896995150103
Glyceric acid,13.176874231742685,13.528209117087597,13.675307306177306,13.59624594911937,13.716827925963031,14.059922412266832,12.794082492199616
Glycine,26.063297596123697,25.892390696266244,26.528555208578304,26.063297596123697,26.79773459460216,27.319270389653553,27.02680591757846
"Glycine, N-(1-oxobutyl)-",19.83768566429497,20.93520637833808,20.0675266193533,20.86505567765431,18.898415848586676,19.472135572269753,18.99188169085507
"Glycine, N-(N-DL-leucylglycyl)-",18.668616033482547,18.727817380854507,18.68550963089702,18.369039963068985,19.08619115783686,18.774204760741473,19.020461548250317
"Glycine, N-[4-[(trimethylsilyl)oxy]benzoyl]-",,,13.716827925963031,,12.794082492199616,,13.969241709863779
Glycolic acid,24.881535840261137,24.635610917841905,25.218309232050547,24.726713982692264,24.545543010928327,25.090073509677513,24.42084268251031
Glycyl-l-glutamine,,,,18.0178868373195,,,
Glyoxime,16.52587564338855,16.084896995150103,15.899448165189872,,15.994603030369563,16.084896995150103,
Guanabenz,27.565356847038604,27.319270389653553,27.394260303106314,27.655940163572666,27.394260303106314,27.655940163572666,27.565356847038604
"Guanidine, N,N-dimethyl-",25.892390696266244,25.733886070696943,26.34096517761366,25.31029933722909,25.733886070696943,26.34096517761366,25.892390696266244
"Gulonic acid, gamma-lactone",,,17.882155419216044,,,,
Heptadecanoic acid,22.013747765218515,21.862591332617704,22.013747765218515,22.013747765218515,22.06635124387974,22.440816535682917,22.440816535682917
Heptanoic acid,19.472135572269753,19.28532355864026,19.08619115783686,19.31009283514499,19.399512994491182,19.50276059914064,
Hexanedioic acid,17.53836835873985,17.192537340007878,17.37101850403726,17.192537340007878,16.350867142371794,,17.344185455509496
Hexanoic acid,24.726713982692264,24.296055755975264,24.545543010928327,24.296055755975264,24.81039951315844,24.881535840261137,24.81039951315844
Hexanoylglycine,12.932390640462112,14.348494531108996,12.61121647485742,13.78281241212321,12.46284164078222,11.201351236364934,11.911866062964663
Hippuric acid,21.416123911906617,20.86505567765431,20.432871813708882,21.94867132515933,21.33361504688028,20.86505567765431,21.387303199361245
Homocysteine thiolactone,,,15.07580742412009,15.115278210386148,,,
Hydantoic acid,11.82871777633233,10.424758042576567,11.613792463874047,11.387260509308708,10.288454557177756,12.042568691533763,
Hydracrylic acid,20.93520637833808,20.509063963906744,20.558454426238985,20.783636241431658,20.0675266193533,20.95862660177104,20.207319304619368
Hydroquinidine,15.899448165189872,17.144878353218385,17.810896215815806,14.81514781038685,14.943682147714723,17.192537340007878,15.07580742412009
Hydroquinone,,15.053920839087324,17.13368947083091,16.794919963997057,,15.961734109039453,17.13368947083091
Indole-3-carboxaldehyde,13.24994391641516,,,,13.011469134345955,,13.011469134345955
Indole-3-lactic acid,12.107057376649122,12.244549680665429,12.042568691533763,12.483235929338054,13.636023726950794,13.59624594911937,12.769065585393419
Indole-5-carboxylic acid,10.963885692473108,9.246219268986087,,10.514360357323651,11.071132093328854,,10.570147999266855
"Inosose-2, 1,3,4,5,6-pentakis-",16.566438106771546,16.182276188513253,16.421620061468055,16.05146968710499,16.29914497978906,15.94427802185632,16.350867142371794
Isofucosterol,10.034935893215566,7.945928238962559,8.920915483404572,9.041501334579404,10.736756735988731,9.041501334579404,9.454993044065306
Isonicotinic Acid,18.143837074478526,18.106264493909755,20.286589146522118,20.141901696362545,21.387303199361245,21.44814892156608,21.49828288184139
Isopropyl palmitate,11.720535719832986,10.034935893215566,11.040828388510004,11.071132093328854,11.56313048544034,11.720535719832986,11.071132093328854
"Isoquinoline, 3,4-dihydro-6,7-dimethoxy-1-[4-hydroxybenzyl]-",15.94427802185632,15.07580742412009,15.575160493231738,15.530700807431602,15.419306692432324,15.446974421536046,
Isoxaben,,9.041501334579404,,12.769065585393419,10.83017029097528,11.135592306661934,10.424758042576567
Itaconic acid,13.716827925963031,13.130604796863784,13.636023726950794,13.716827925963031,17.099234784956774,14.323379159951227,14.013071079710107
Ketamine ,30.579662602000933,30.579662602000933,30.579662602000933,30.579662602000933,30.579662602000933,30.579662602000933,30.579662602000933
L-(+)-Threose,,,,,,,
L-5-Oxoproline,15.792674009198647,15.346119239082693,15.686937837430403,15.312547505559673,15.219588933078839,15.380862844468128,15.47565088485562
L-Alanine,27.655940163572666,27.655940163572666,28.87213728846867,27.95290267935469,27.889947503072513,26.697626715412166,25.31029933722909
L-Asparagine,19.58645817195534,18.85206134570925,,19.472135572269753,19.224520221109827,,18.704265562482494
L-Aspartic acid,21.81796830491396,20.70652403918444,22.10541450003973,21.15716649191821,21.81796830491396,21.64857910645581,21.90533835374844
L-Citrulline,,,,,,,
L-Cysteine,20.86505567765431,20.286589146522118,20.17005071394075,20.286589146522118,20.244443236485743,20.322752644759877,20.476145490187097
L-Glutamic acid,21.793981746731827,21.107926350089425,22.06635124387974,21.60303716763059,21.15716649191821,21.107926350089425,21.734190536626155
L-Glutamine,19.877294583887057,19.74128457160264,19.58645817195534,20.207319304619368,18.1669213473799,19.877294583887057,19.941210036444026
l-Histidine ethyl ester,28.069854863590923,27.02680591757846,27.889947503072513,27.70226564803909,28.17553743786595,28.069854863590923,28.069854863590923
L-Hydroxyproline,15.961734109039453,16.350867142371794,15.530700807431602,,,16.386809500613243,16.82266709864107
L-Isoleucine,26.528555208578304,28.448297641583185,27.70226564803909,27.319270389653553,23.841007666781014,26.159228930822945,24.545543010928327
L-Leucine,33.56478696718541,33.56478696718541,33.56478696718541,33.56478696718541,33.56478696718541,33.56478696718541,33.56478696718541
L-Lysine,28.17553743786595,27.70226564803909,27.777290646224767,27.777290646224767,27.70226564803909,27.777290646224767,27.777290646224767
"L-Lysine, ethyl ester ",,,,,,,
L-Methionine,22.353975239442743,21.69663459025624,22.72035035412313,21.54386640331966,21.734190536626155,21.21645105386178,22.59839386212323
L-Norleucine,,,,,,,
L-Ornithine,20.352665999029732,19.711499116990446,20.004218593953787,19.775251972024225,19.563930912449432,19.711499116990446,20.17005071394075
L-Proline,27.95290267935469,27.889947503072513,28.276150698287744,28.276150698287744,28.069854863590923,,27.889947503072513
L-Threitol,11.613792463874047,10.514360357323651,11.071132093328854,11.040828388510004,10.963885692473108,10.736756735988731,10.201537719629377
L-Threonine,,,,,22.440816535682917,22.56359367503951,20.93520637833808
L-Tryptophan,28.448297641583185,29.23835207198618,29.23835207198618,30.061915977945777,30.061915977945777,30.061915977945777,29.61947145870131
"L-Tryptophan, N-acetyl-1",15.724511716267651,16.05146968710499,16.61451919311857,16.48890693268778,16.962575204698542,16.52587564338855,16.995291158114238
L-Valine,28.276150698287744,26.79773459460216,,,,24.09133707455474,24.09133707455474
Lactic Acid,,14.86285571053221,23.935065827088604,,24.42084268251031,24.545543010928327,
Latanoprost lactone diol,,17.07714923199533,17.11418377323917,16.995291158114238,,17.230369448974894,
Leucylglycine,,,,,,,
Levulinic acid,18.774204760741473,18.421033656025397,18.479534448670165,18.33392993367499,18.479534448670165,18.958301595411704,18.929087491360015
Luteolin ,22.56359367503951,20.244443236485743,22.84098617702293,17.07714923199533,22.949530909238465,,22.353975239442743
Malic acid,16.995291158114238,16.82266709864107,18.4007090311226,17.144878353218385,16.794919963997057,16.82266709864107,16.460776870434668
meso-Erythritol,23.935065827088604,25.649318009728308,26.159228930822945,25.829557703030808,24.031064574203747,,25.649318009728308
Metanephrine,,,,,,11.970486105124227,
"Methanone, [1-(4-chloropentyl)-1H-indol-3-yl](2,2,3,3-tetramethylcyclopropyl)-",,,,,,,
"Methanone, [1-(5-chloropentyl)-1H-indol-3-yl](4-methyl-1-naphthalenyl)-",,0.36643840300551084,,,,,0.9778951007100026
